Image Src,Gift Card,Variant Compare At Price,Option2 Name,Option1 Name,Title,Option3 Name,Variant SKU,Google Shopping / Custom Product,Variant Inventory Tracker,Variant Taxable,Google Shopping / AdWords Grouping,Type,Google Shopping / MPN,Image Alt Text,Vendor,Variant Image,Tags,Google Shopping / Custom Label 3,Google Shopping / Custom Label 2,Variant Grams,Google Shopping / Custom Label 0,Google Shopping / Custom Label 4,Google Shopping / Age Group,Google Shopping / Custom Label 1,Variant Requires Shipping,Google Shopping / Google Product Category,Variant Weight Unit,Google Shopping / AdWords Labels,SEO Title,Google Shopping / Condition,Body(HTML),Published,Handle,Variant Barcode,Variant Inventory Qty,Variant Inventory Policy,Option3 Value,SEO Description,Google Shopping / Gender,Variant Price,Option2 Value,Option1 Value,Variant Fulfillment Service
,,,,Part Number,"Zodiac Finned Disc, Zodiac G4 W83277",,ZOD_W83277,,shopify,,,Cleaners,,,Zodiac,,"residential,part,zodiac,suction,pool,has-image",,,,,,,,TRUE,,2.67,,"Zodiac Finned Disc, Zodiac G4 W83277",,,TRUE,Zodiac W83277,7.46824E+11,5,deny,,"Zodiac Finned Disc, Zodiac G4 W83277 DUAL DUROMETER DISC",,76.52,,W83277,manual
,,,,Part Number,**Discontinued** SEE W70327 W83275,,ZOD_W83275,,shopify,,,Cleaners,,,Zodiac,,"residential,part,suction,zodiac,pool,has-image",,,,,,,,TRUE,,0.35,,**Discontinued** SEE W70327 W83275,,,TRUE,Zodiac W83275,7.46824E+11,5,deny,,"**Discontinued** SEE W70327 W83275 NO LONGER AVAILABLE, PLEASE CALL",,48.44,,W83275,manual
,,,,Part Number,Zodiac G4 Cassette Outer Extension Pipe *Available While Supplies Last W83271,,ZOD_W83271,,shopify,,,Cleaners,,,Zodiac,,"residential,part,zodiac,suction,pool,has-image",,,,,,,,TRUE,,0.7,,Zodiac G4 Cassette Outer Extension Pipe *Available While Supplies Last W83271,,,TRUE,Zodiac W83271,7.46824E+11,5,deny,,Zodiac G4 Cassette Outer Extension Pipe *Available While Supplies Last W83271 CASSETTE OUTER EXTENSION PIPE,,108.64,,W83271,manual
,,,,Part Number,buoy w83268,,ZOD_w83268,,shopify,,,Cleaners,,,Zodiac,,"residential,part,suction,zodiac,pool,has-image",,,,,,,,TRUE,,,,buoy w83268,,,TRUE,Zodiac w83268,None,0,deny,,buoy w83268 buoy,,None,,w83268,manual
,,,,Part Number,Zodiac G4 Grommet- Right W83266,,ZOD_W83266,,shopify,,,Cleaners,,,Zodiac,,"residential,part,zodiac,suction,pool,has-image",,,,,,,,TRUE,,0.01,,Zodiac G4 Grommet- Right W83266,,,TRUE,Zodiac W83266,7.46824E+11,5,deny,,"Zodiac G4 Grommet- Right W83266 FENDER, RIGHT",,9.17,,W83266,manual
,,,,Part Number,Zodiac G4 Grommet - Left W83265,,ZOD_W83265,,shopify,,,Cleaners,,,Zodiac,,"residential,part,zodiac,suction,pool,has-image",,,,,,,,TRUE,,0.2,,Zodiac G4 Grommet - Left W83265,,,TRUE,Zodiac W83265,7.46824E+11,5,deny,,"Zodiac G4 Grommet - Left W83265 FENDER, LEFT",,9.17,,W83265,manual
,,,,Part Number,Zodiac G4 Foot Flange *Available While Supplies Last W83263,,ZOD_W83263,,shopify,,,Cleaners,,,Zodiac,,"residential,part,zodiac,suction,pool,has-image",,,,,,,,TRUE,,None,,Zodiac G4 Foot Flange *Available While Supplies Last W83263,,,TRUE,Zodiac W83263,7.46824E+11,5,deny,,Zodiac G4 Foot Flange *Available While Supplies Last W83263 FOOT FLANGE,,14.6,,W83263,manual
,,,,Part Number,"Zodiac Hull, G4-Main Body *Available While Supplies Last W83262",,ZOD_W83262,,shopify,,,Cleaners,,,Zodiac,,"residential,part,suction,zodiac,pool,has-image",,,,,,,,TRUE,,0.3,,"Zodiac Hull, G4-Main Body *Available While Supplies Last W83262",,,TRUE,Zodiac W83262,7.46824E+11,5,deny,,"Zodiac Hull, G4-Main Body *Available While Supplies Last W83262 HULL",,55.22,,W83262,manual
,,,,Part Number,sail w83261,,ZOD_w83261,,shopify,,,Cleaners,,,Zodiac,,"residential,part,suction,zodiac,pool,has-image",,,,,,,,TRUE,,,,sail w83261,,,TRUE,Zodiac w83261,None,0,deny,,sail w83261 sail,,None,,w83261,manual
,,,,Part Number,OBSOLETE WHEEL BEARING W83259,,ZOD_W83259,,shopify,,,Cleaners,,,Zodiac,,"residential,pressure,part,zodiac,pool,has-image",,,,,,,,TRUE,,,,OBSOLETE WHEEL BEARING W83259,,,TRUE,Zodiac W83259,None,0,deny,,OBSOLETE WHEEL BEARING W83259 OBSOLETE WHEEL BEARING,,None,,W83259,manual
,,,,Part Number,hose weight w83247,,ZOD_w83247,,shopify,,,Cleaners,,,Zodiac,,"residential,part,suction,zodiac,pool,has-image",,,,,,,,TRUE,,,,hose weight w83247,,,TRUE,Zodiac w83247,None,0,deny,,hose weight w83247 hose weight,,None,,w83247,manual
,,,,Part Number,Zodiac Kit Hose Weight Universal Aqua W83247,,ZOD_W83247,,shopify,,,Cleaners,,,Zodiac,,"residential,kit,part,zodiac,suction,pool,has-image",,,,,,,,TRUE,,0.2,,Zodiac Kit Hose Weight Universal Aqua W83247,,,TRUE,Zodiac W83247,7.46824E+11,5,deny,,Zodiac Kit Hose Weight Universal Aqua W83247 HOSE WEIGHT,,17.72,,W83247,manual
,,,,Part Number,OBSOLETE FEMALE INLET HANDLE W83193,,ZOD_W83193,,shopify,,,Cleaners,,,Zodiac,,"residential,pressure,part,zodiac,pool,has-image",,,,,,,,TRUE,,,,OBSOLETE FEMALE INLET HANDLE W83193,,,TRUE,Zodiac W83193,None,0,deny,,OBSOLETE FEMALE INLET HANDLE W83193 OBSOLETE FEMALE INLET HANDLE,,None,,W83193,manual
,,,,Part Number,long life hose kit 12 x 1 meter aqua w83140,,ZOD_w83140,,shopify,,,Cleaners,,,Zodiac,,"residential,kit,part,suction,zodiac,pool,has-image",,,,,,,,TRUE,,,,long life hose kit 12 x 1 meter aqua w83140,,,TRUE,Zodiac w83140,None,0,deny,,long life hose kit 12 x 1 meter aqua w83140 long life hose kit 12 x 1 meter aqua,,None,,w83140,manual
,,,,Part Number,"Zodiac Hose Kit, Aqua, Long Life 1 M W83140",,ZOD_W83140,,shopify,,,Cleaners,,,Zodiac,,"residential,kit,part,zodiac,suction,pool,has-image",,,,,,,,TRUE,,9.5,,"Zodiac Hose Kit, Aqua, Long Life 1 M W83140",,,TRUE,Zodiac W83140,7.46824E+11,5,deny,,"Zodiac Hose Kit, Aqua, Long Life 1 M W83140 LONG LIFE HOSE KIT, 12 X 1 METER",,161.96,,W83140,manual
,,,,Part Number,OBSOLETE HOSE ASSY COMPLETE W83138,,ZOD_W83138,,shopify,,,Cleaners,,,Zodiac,,"residential,pressure,part,zodiac,pool,has-image",,,,,,,,TRUE,,,,OBSOLETE HOSE ASSY COMPLETE W83138,,,TRUE,Zodiac W83138,None,0,deny,,OBSOLETE HOSE ASSY COMPLETE W83138 OBSOLETE HOSE ASSY COMPLETE,,None,,W83138,manual
,,,,Part Number,Zodiac Zippy Head Connector *Available While Supplies Last REPLACMENT IS 6-130-00 W83137,,ZOD_W83137,,shopify,,,Cleaners,,,Zodiac,,"residential,pressure,part,zodiac,pool,has-image",,,,,,,,TRUE,,,,Zodiac Zippy Head Connector *Available While Supplies Last REPLACMENT IS 6-130-00 W83137,,,TRUE,Zodiac W83137,None,5,deny,,Zodiac Zippy Head Connector *Available While Supplies Last REPLACMENT IS 6-130-00 W83137 OBSOLETE ZIPPY HEAD CONNECTOR,,14.72,,W83137,manual
,,,,Part Number,OBSOLETE STAR CONTROL ASSY W83135,,ZOD_W83135,,shopify,,,Cleaners,,,Zodiac,,"residential,pressure,part,zodiac,pool,has-image",,,,,,,,TRUE,,,,OBSOLETE STAR CONTROL ASSY W83135,,,TRUE,Zodiac W83135,None,0,deny,,OBSOLETE STAR CONTROL ASSY W83135 OBSOLETE STAR CONTROL ASSY,,None,,W83135,manual
,,,,Part Number,"Zodiac Zippy 2"" Wall Adapter with Cuff *Available While Supplies Last REPLACMENT IS 6-130-00 W83134",,ZOD_W83134,,shopify,,,Cleaners,,,Zodiac,,"residential,pressure,part,zodiac,pool,has-image",,,,,,,,TRUE,,,,"Zodiac Zippy 2"" Wall Adapter with Cuff *Available While Supplies Last REPLACMENT IS 6-130-00 W83134",,,TRUE,Zodiac W83134,None,5,deny,,"Zodiac Zippy 2"" Wall Adapter with Cuff *Available While Supplies Last REPLACMENT IS 6-130-00 W83134 OBSOLETE 2' WALL ADAPTOR WITH CUFF",,27.91,,W83134,manual
,,,,Part Number,"OBSOLETE LEAF CATCHER, W/HOSE CONNECTION FOR 1-1/2"" HOSE W83108",,ZOD_W83108,,shopify,,,Cleaners,,,Zodiac,,"residential,part,suction,zodiac,pool,has-image",,,,,,,,TRUE,,,,"OBSOLETE LEAF CATCHER, W/HOSE CONNECTION FOR 1-1/2"" HOSE W83108",,,TRUE,Zodiac W83108,None,0,deny,,"OBSOLETE LEAF CATCHER, W/HOSE CONNECTION FOR 1-1/2"" HOSE W83108 OBSOLETE LEAF CATCHER, W/HOSE CONNECTION FOR 1-1/2"" HOSE",,None,,W83108,manual
