sku	product-id	product-id-type	price	minimum-seller-allowed-price	maximum-seller-allowed-price	item-condition	quantity	add-delete	will-ship-internationally	expedited-shipping	standard-plus	item-note	fulfillment-center-id	product-tax-code	leadtime-to-ship	merchant_shipping_group_name
WAT_BS5225160-6S	806105435163	3	578.63	516.85	12153.23	11	0	a							30	
WAT_212-4700B	806105218971	3	3.82	3.63	82.22	11	0	a							30	
WAT_711-6090	806105124913	3	2.25	2.23	49.25	11	0	a							30	
WAT_805-0207	806105249364	3	5.42	5.05	115.82	11	0	a							30	
WAT_805-0206	806105200969	3	2.27	2.24	49.67	11	0	a							30	
WAT_429-2010	806105087065	3	4.66	4.38	99.86	11	0	a							30	
WAT_319-2170	806105065407	3	22.09	19.94	465.89	11	0	a							30	
WAT_310-1160SDB	806105196705	3	53.14	47.66	1117.94	11	0	a							30	
WAT_505-3010	806105186416	3	11.14	10.16	235.94	11	0	a							30	
SUP_315-8300	806105493750	3	95.39	85.39	2005.19	11	0	a							30	
WAT_SGPH2150-6R	806105433121	3	320.29	286.19	6728.09	11	0	a							30	
WAT_212-4517	806105030955	3	44.03	39.52	926.63	11	0	a							30	
WAT_210-3410G	806105327253	3	134.19	120.03	2819.99	11	0	a							30	
WAT_545-8507	806105315588	3	154.67	138.31	3250.07	11	0	a							30	
WAT_400-9189-BEI	806105265197	3	4.76	4.46	101.96	11	0	a							30	
WAT_545-8500	806105315571	3	148.23	132.56	3114.83	11	0	a							30	
WAT_310-5120	806105063472	3	13.63	12.39	288.23	11	0	a							30	
WAT_210-5100	806105326164	3	272.73	243.72	5729.33	11	0	a							30	
WAT_210-3400	806105018694	3	16.56	15	349.76	11	0	a							30	
WAT_805-0448	806105244048	3	9.92	9.07	210.32	11	0	a							30	
WAT_400-9187B	806105198082	3	5.72	5.33	122.12	11	0	a							30	
WAT_805-0339	806105194732	3	5.14	4.8	109.94	11	0	a							30	
WAT_310-1880	806105062673	3	52.83	47.39	1111.43	11	0	a							30	
WAT_805-0330	806105267610	3	2.39	2.35	52.19	11	0	a							30	
WAT_640-4779-BEI V	806105452993	3	202.93	181.4	4263.53	11	0	a							30	
WAT_413-2320	806105331045	3	9.99	9.14	211.79	11	0	a							30	
WAT_212-6651	806105032720	3	13.66	12.41	288.86	11	0	a							30	
WAT_CAG004-W	806105226761	3	59.36	53.21	1248.56	11	0	a							30	
WAT_212-8251G	806105260000	3	12.04	10.96	254.84	11	0	a							30	
WAT_229-8011-DK	806105482730	3	9.21	8.44	195.41	11	0	a							30	
WAT_215-9171	806105045850	3	4.16	3.92	89.36	11	0	a							30	
WAT_215-9170	806105045836	3	3.96	3.75	85.16	11	0	a							30	
WAT_519-4057	806105095299	3	7.82	7.2	166.22	11	0	a							30	
WAT_210-8757	806105025920	3	7.19	6.64	152.99	11	0	a							30	
SUP_311-8300	806105493590	3	89.18	79.84	1874.78	11	0	a							30	
WAT_540-5340-9B	806105381422	3	107.94	96.59	2268.74	11	0	a							30	
WAT_400-1960	806105080929	3	4.02	3.8	86.42	11	0	a							30	
WAT_210-6081-DKG	806105021519	3	7.19	6.64	152.99	11	0	a							30	
WAT_429-3010	806105209207	3	3.11	2.99	67.31	11	0	a							30	
WAT_417-4010	806105085306	3	3.12	3	67.52	11	0	a							30	
WAT_SG5205327-6S	806105433206	3	432.12	386.04	9076.52	11	0	a							30	
WAT_310-4090	806105388643	3	13.63	12.39	288.23	11	0	a							30	
WAT_400-9150B	806105082404	3	6.38	5.91	135.98	11	0	a							30	
WAT_830-4000SS	806105281616	3	12.98	11.8	274.58	11	0	a							30	
WAT_229-8191	806105479198	3	7.73	7.11	164.33	11	0	a							30	
WAT_229-8190	806105487018	3	7.73	7.11	164.33	11	0	a							30	
WAT_600-0401	806105355782	3	51.39	46.1	1081.19	11	0	a							30	
WAT_916-1250	806105149664	3	4.7	4.41	100.7	11	0	a							30	
WAT_SG5225147-6S	806105427977	3	511.53	456.94	10744.13	11	0	a							30	
WAT_SG5225347-6S	806105427854	3	538.33	480.86	11306.93	11	0	a							30	
WAT_519-6719-BEI	806105096968	3	9.28	8.5	196.88	11	0	a							30	
WAT_310-4070	806105248602	3	13.63	12.39	288.23	11	0	a							30	
WAT_210-8757B	806105025937	3	7.52	6.92	159.92	11	0	a							30	
WAT_210-6090B	255932200008	3	15.23	13.81	321.83	11	0	a							30	
WAT_210-6700B	806105195807	3	16.42	14.88	346.82	11	0	a							30	
WAT_535-2209-RDW	806105425478	3	64.9	58.16	1364.9	11	0	a							30	
WAT_421-5000	806105086723	3	3.95	3.74	84.95	11	0	a							30	
WAT_711-4010B	806105225054	3	2.59	2.52	56.39	11	0	a							30	
WAT_417-4161	806105085467	3	4.09	3.86	87.89	11	0	a							30	
WAT_212-0850	806105029195	3	4.18	3.95	89.78	11	0	a							30	
WAT_229-8129-DSG	806105473639	3	9.21	8.44	195.41	11	0	a							30	
WAT_210-6717B	806105195845	3	16.42	14.88	346.82	11	0	a							30	
WAT_640-4797 V	806105452948	3	38.34	34.45	807.14	11	0	a							30	
WAT_400-1429D-DK	806105080783	3	4.67	4.39	100.07	11	0	a							30	
WAT_519-6570	806105096531	3	6.45	5.97	137.45	11	0	a							30	
WAT_519-6577	806105096555	3	12.35	11.24	261.35	11	0	a							30	
WAT_3711621-1D	806105076205	3	306.56	273.93	6439.76	11	0	a							30	
WAT_540-6519-DKG	806105253309	3	117.68	105.29	2473.28	11	0	a							30	
WAT_212-7927S	806105034694	3	9.85	9.01	208.85	11	0	a							30	
WAT_705-0150D	806105123671	3	119.1	106.55	2503.1	11	0	a							30	
WAT_715-1201	806105125316	3	3.05	2.94	66.05	11	0	a							30	
WAT_3312610-1401	806105065919	3	163.81	146.47	3442.01	11	0	a							30	
WAT_3312610-1403	806105065926	3	163.81	146.47	3442.01	11	0	a							30	
WAT_640-3571V	806105367204	3	18.59	16.81	392.39	11	0	a							30	
WAT_SG5225187-3S	806105433244	3	554.64	495.43	11649.44	11	0	a							30	
WAT_600-2100	806105101846	3	8.73	8.01	185.33	11	0	a							30	
WAT_550-9957	806105100856	3	11.42	10.41	241.82	11	0	a							30	
WAT_PH2150-3R	806105180490	3	282.9	252.8	5942.9	11	0	a							30	
WAT_210-6091-BLK	806105021670	3	21.11	19.06	445.31	11	0	a							30	
WAT_550-1801	806105099792	3	21.61	19.51	455.81	11	0	a							30	
WAT_640-4790 V	806105452924	3	38.34	34.45	807.14	11	0	a							30	
WAT_3711621-13	806105076175	3	306.56	273.93	6439.76	11	0	a							30	
WAT_217-1060	806105048288	3	3.22	3.09	69.62	11	0	a							30	
WAT_SG5225167-6S	806105427991	3	554.72	495.5	11651.12	11	0	a							30	
WAT_229-8589-DSGS	806105509932	3	26.37	23.76	555.77	11	0	a							30	
WAT_PCCF-125	806105242365	3	368.25	329.01	7735.25	11	0	a							30	
WAT_417-6140	806105086136	3	3.22	3.09	69.62	11	0	a							30	
WAT_210-6807	806105023711	3	58.1	52.09	1222.1	11	0	a							30	
WAT_400-6621	806105414748	3	3.19	3.06	68.99	11	0	a							30	
WAT_500-5000	806105087973	3	83.1	74.41	1747.1	11	0	a							30	
WAT_560-D0A60S	806105101105	3	28.38	25.55	597.98	11	0	a							30	
WAT_210-5910	806105021014	3	7.19	6.64	152.99	11	0	a							30	
WAT_640-7610 V	806105457134	3	72.25	64.72	1519.25	11	0	a							30	
WAT_411-9110	806105083869	3	3.2	3.08	69.2	11	0	a							30	
WAT_600-4407	806105323286	3	12.91	11.74	273.11	11	0	a							30	
WAT_510-9007	806105091949	3	102.72	91.92	2159.12	11	0	a							30	
WAT_3721621-1D	806105077462	3	292.25	261.15	6139.25	11	0	a							30	
WAT_210-9790	806105026224	3	7.19	6.64	152.99	11	0	a							30	
WAT_3420310-1G	806105403094	3	224.5	200.66	4716.5	11	0	a							30	
WAT_210-9797	806105192691	3	7.19	6.64	152.99	11	0	a							30	
WAT_229-7637G	806105496607	3	9.21	8.44	195.41	11	0	a							30	
WAT_310-1500	806105062307	3	52.83	47.39	1111.43	11	0	a							30	
WAT_PH1100BD-6	806105447340	3	196.92	176.04	4137.32	11	0	a							30	
WAT_429-2000	806105087058	3	4.53	4.26	97.13	11	0	a							30	
WAT_502-7500	806105211521	3	132.9	118.88	2792.9	11	0	a							30	
WAT_411-9200	806105350794	3	5.39	5.03	115.19	11	0	a							30	
WAT_212-8127B	806105468321	3	9.5	8.7	201.5	11	0	a							30	
WAT_212-8127G	806105259899	3	13.68	12.43	289.28	11	0	a							30	
WAT_540-6719-BEI	806105232212	3	11.06	10.09	234.26	11	0	a							30	
WAT_545-8530	806105185846	3	226.98	202.88	4768.58	11	0	a							30	
WAT_545-8537	806105251152	3	236.91	211.74	4977.11	11	0	a							30	
WAT_310-5130	806105063489	3	13.63	12.39	288.23	11	0	a							30	
WAT_400-1417EB	806105080264	3	4.37	4.11	93.77	11	0	a							30	
WAT_540-6419-BEI	806105098559	3	59.34	53.2	1248.14	11	0	a							30	
WAT_CLC012	806105161420	3	69.65	62.4	1464.65	11	0	a							30	
WAT_540-6479WWB	806105098832	3	18.38	16.63	387.98	11	0	a							30	
WAT_520-3040	806105098085	3	None	None	None	11	0	a							30	
WAT_5700525-07	806105312976	3	933.04	833.29	19595.84	11	0	a							30	
WAT_741-CGGZ-67R	806105128287	3	18.52	16.75	390.92	11	0	a							30	
WAT_550-9000	806105100672	3	12.65	11.51	267.65	11	0	a							30	
WAT_520-1608-6	806105354969	3	335.89	300.11	7055.69	11	0	a							30	
SUP_672-1380	806105490971	3	None	None	None	11	0	a							30	
WAT_BS5225320-6S	806105434968	3	499.77	446.44	10497.17	11	0	a							30	
WAT_218-1790	806105258731	3	5.84	5.43	124.64	11	0	a							30	
WAT_210-8751	806105025890	3	7.19	6.64	152.99	11	0	a							30	
WAT_210-8750	806105025876	3	7.19	6.64	152.99	11	0	a							30	
WAT_805-0238	806105129659	3	3.44	3.29	74.24	11	0	a							30	
WAT_805-0239	806105129666	3	2.62	2.55	57.02	11	0	a							30	
WAT_805-0232	806105129635	3	2.52	2.46	54.92	11	0	a							30	
WAT_212-7000B	806105196156	3	118.03	105.6	2480.63	11	0	a							30	
WAT_400-5090	806105081810	3	7.17	6.61	152.57	11	0	a							30	
WAT_400-1970	806105080936	3	3.74	3.55	80.54	11	0	a							30	
WAT_SGPH1150-6R	806105433046	3	264.99	236.81	5566.79	11	0	a							30	
WAT_672-4630	806105120304	3	10.62	9.7	225.02	11	0	a							30	
WAT_210-3300	806105018496	3	11.39	10.39	241.19	11	0	a							30	
WAT_3722021-1D	806105078711	3	331.62	296.3	6966.02	11	0	a							30	
WAT_310-5400	806105063540	3	37.91	34.06	798.11	11	0	a							30	
WAT_319-3230	806105065643	3	9.28	8.5	196.88	11	0	a							30	
WAT_640-3280V	806105379320	3	22.3	20.13	470.3	11	0	a							30	
WAT_550-9951	806105100849	3	11.42	10.41	241.82	11	0	a							30	
WAT_550-9950	806105100832	3	11.42	10.41	241.82	11	0	a							30	
WAT_PH1100-3R	806105179975	3	200.53	179.26	4213.13	11	0	a							30	
WAT_3410020-1E	806105066381	3	143.62	128.45	3018.02	11	0	a							30	
WAT_660-3400B	806105197269	3	7.77	7.15	165.17	11	0	a							30	
WAT_229-1110	806105469083	3	10.93	9.97	231.53	11	0	a							30	
WAT_229-1111	806105478337	3	10.93	9.97	231.53	11	0	a							30	
WAT_640-4740V	806105367693	3	66.06	59.2	1389.26	11	0	a							30	
WAT_229-1117	806105482310	3	10.93	9.97	231.53	11	0	a							30	
WAT_212-8407	806105036018	3	3.78	3.59	81.38	11	0	a							30	
WAT_640-2347	806105108500	3	17.78	16.09	375.38	11	0	a							30	
WAT_640-2341	806105108487	3	17.78	16.09	375.38	11	0	a							30	
WAT_212-7951S	806105034977	3	12.02	10.95	254.42	11	0	a							30	
WAT_602-0201	806105245601	3	5.75	5.35	122.75	11	0	a							30	
WAT_535-2209-MOC	806105535450	3	78.71	70.49	1654.91	11	0	a							30	
WAT_212-7740L-SS	806105229359	3	38.19	34.31	803.99	11	0	a							30	
WAT_212-7630G	806105033574	3	11.37	10.36	240.77	11	0	a							30	
WAT_311-1400	806105063960	3	42.01	37.72	884.21	11	0	a							30	
WAT_3722021-13	806105078667	3	355.16	317.32	7460.36	11	0	a							30	
WAT_400-9170	806105082497	3	6.05	5.61	129.05	11	0	a							30	
WAT_212-8081	806105035592	3	8.1	7.45	172.1	11	0	a							30	
WAT_PSP1150-UL	806105263742	3	290.04	259.18	6092.84	11	0	a							30	
WAT_212-8087	806105035608	3	8.1	7.45	172.1	11	0	a							30	
WAT_400-9177	806105082541	3	6.24	5.79	133.04	11	0	a							30	
WAT_417-5171	806105415066	3	3.5	3.34	75.5	11	0	a							30	
WAT_212-7630S	806105212474	3	15.01	13.61	317.21	11	0	a							30	
WAT_643-3581V	806105373809	3	7.18	6.63	152.78	11	0	a							30	
WAT_212-1267	806105029669	3	8.08	7.42	171.68	11	0	a							30	
WAT_600-3067	806105102089	3	17.15	15.53	362.15	11	0	a							30	
WAT_SG5205337-6S	806105427731	3	557.7	498.16	11713.7	11	0	a							30	
WAT_600-7030	806105102744	3	27.58	24.84	581.18	11	0	a							30	
WAT_520-5320-6S	806105248732	3	386.24	345.07	8113.04	11	0	a							30	
WAT_640-1000V	806105368263	3	None	None	None	11	0	a							30	
WAT_640-2900	806105109460	3	7.24	6.68	154.04	11	0	a							30	
WAT_640-2907	806105109484	3	7.67	7.06	163.07	11	0	a							30	
WAT_310-2980	806105406859	3	56.14	50.34	1180.94	11	0	a							30	
WAT_310-1910	806105062710	3	52.83	47.39	1111.43	11	0	a							30	
WAT_550-9959-BEI	806105100863	3	11.42	10.41	241.82	11	0	a							30	
WAT_212-6667	806105032799	3	9.18	8.41	194.78	11	0	a							30	
WAT_675-0457	80610531397	3	52.34	46.95	1101.14	11	0	a							30	
WAT_212-8270G	806105260024	3	12.04	10.96	254.84	11	0	a							30	
WAT_ECONO-VSA	806105450012	3	1081.55	965.89	22714.55	11	0	a							30	
WAT_670-2210	806105118110	3	6.35	5.89	135.35	11	0	a							30	
