sku	product-id	product-id-type	price	minimum-seller-allowed-price	maximum-seller-allowed-price	item-condition	quantity	add-delete	will-ship-internationally	expedited-shipping	standard-plus	item-note	fulfillment-center-id	product-tax-code	leadtime-to-ship	merchant_shipping_group_name
UNI_C-6617	678285160179	3	27.52	24.68	36.99	11	0	a							30	
UNI_FG-1272	678285300155	3	20.56	18.46	27.54	11	0	a							30	
UNI_C-9650	678285190213	3	34.77	31.15	46.83	11	0	a							30	
UNI_C-4316	678285140751	3	18.65	16.76	24.96	11	0	a							30	
UNI_FG-1072	678285300100	3	23.95	21.49	32.14	11	0	a							30	
UNI_C-4311	678285140102	3	32.05	28.73	43.14	11	0	a							30	
UNI_C-4310	678285140096	3	13.32	12.0	17.72	11	0	a							30	
UNI_6CH-961	678285260145	3	28.45	25.51	38.26	11	0	a							30	
UNI_6CH-960	678285260121	3	28.45	25.51	38.26	11	0	a							30	
UNI_C-9999	678285190251	3	69.78	62.41	94.35	11	0	a							30	
UNI_C-6645	678285160223	3	44.51	39.85	60.05	11	0	a							30	
UNI_C-7459-4	678285171298	3	166.34	148.63	225.39	11	0	a							30	
UNI_SC3-SR50	678285190336	3	33.86	30.34	45.59	11	0	a							30	
UNI_7CH-402	678285270045	3	26.31	23.6	35.35	11	0	a							30	
UNI_S-0140	678285600040	3	12.3	11.09	16.33	11	0	a							30	
UNI_C-7495	678285170611	3	80.98	72.41	109.55	11	0	a							30	
UNI_C-7494	678285171168	3	59.91	53.6	80.95	11	0	a							30	
UNI_C-7496	678285170628	3	58.09	51.98	78.48	11	0	a							30	
UNI_C-7491	678285170581	3	42.08	37.67	56.75	11	0	a							30	
UNI_C-7490	678285171151	3	82.4	73.67	111.47	11	0	a							30	
UNI_C-7493	678285170604	3	67.22	60.13	90.87	11	0	a							30	
UNI_C-7499	678285170659	3	57.49	51.44	77.67	11	0	a							30	
UNI_C-7498	678285170642	3	86.79	77.6	117.43	11	0	a							30	
UNI_C-6610	678285160155	3	13.73	12.36	18.27	11	0	a							30	
UNI_C-6960	678285160278	3	45.44	40.67	61.31	11	0	a							30	
UNI_C-7367	678285171038	3	38.38	34.38	51.73	11	0	a							30	
UNI_C-7408	678285170123	3	83.4	74.58	112.83	11	0	a							30	
UNI_C-7409	678285170130	3	70.54	63.09	95.37	11	0	a							30	
UNI_C-7406	678285170109	3	44.34	39.7	59.82	11	0	a							30	
UNI_C-7407	678285170116	3	54.65	48.9	73.81	11	0	a							30	
UNI_C-7405	678285170093	3	33.91	30.39	45.67	11	0	a							30	
UNI_C-7402	678285170062	3	39.25	35.15	52.91	11	0	a							30	
UNI_S-0175	678285600095	3	11.18	10.09	14.81	11	0	a							30	
UNI_S-0174	678285600088	3	15.57	14.01	20.78	11	0	a							30	
UNI_C-7630	678285170819	3	37.78	33.84	50.91	11	0	a							30	
UNI_C-7633	678285170833	3	27.71	24.85	37.25	11	0	a							30	
UNI_C-8414	678285180320	3	68.54	61.3	92.66	11	0	a							30	
UNI_C-8416	678285180290	3	70.64	63.18	95.51	11	0	a							30	
UNI_C-8417	678285180139	3	87.3	78.05	118.12	11	0	a							30	
UNI_C-8410	678285180368	3	73.8	66.0	99.8	11	0	a							30	
UNI_C-8411	678285180191	3	45.34	40.59	61.17	11	0	a							30	
UNI_C-8412	678285180122	3	58.61	52.44	79.19	11	0	a							30	
UNI_C-8413	678285180238	3	64.57	57.76	87.28	11	0	a							30	
UNI_C-6310	678285160308	3	61.2	54.75	82.7	11	0	a							30	
UNI_C-8311	678285180306	3	42.09	37.69	56.77	11	0	a							30	
UNI_C-8316	678285180313	3	60.16	53.82	81.29	11	0	a							30	
UNI_6CH-60	678285260077	3	45.17	40.44	60.95	11	0	a							30	
UNI_7CH-975	678285270090	3	35.45	31.76	47.76	11	0	a							30	
UNI_C-2608	678285120128	3	7.37	6.69	9.64	11	0	a							30	
UNI_C-2601	678285120081	3	5.63	5.14	7.29	11	0	a							30	
UNI_C-2606	678285120104	3	7.62	6.91	9.99	11	0	a							30	
UNI_UHD-SR50	678285190275	3	36.77	32.94	49.55	11	0	a							30	
UNI_S-1920	678285600125	3	22.36	20.07	29.99	11	0	a							30	
UNI_C-9478	678285190114	3	72.43	64.78	97.94	11	0	a							30	
UNI_C-9475	678285190107	3	56.31	50.39	76.07	11	0	a							30	
UNI_FG-2409	678285300162	3	11.22	10.13	14.87	11	0	a							30	
UNI_C-5426	678285150187	3	20.49	18.4	27.45	11	0	a							30	
UNI_C-5427	678285150194	3	27.21	24.4	36.57	11	0	a							30	
UNI_C-4609	678285140454	3	8.28	7.5	10.88	11	0	a							30	
UNI_C-5423	678285150170	3	18.88	16.96	25.26	11	0	a							30	
UNI_C-4605	678285140423	3	8.81	7.97	11.6	11	0	a							30	
UNI_C-4604	678285140416	3	13.64	12.29	18.16	11	0	a							30	
UNI_FG-1036	678285300070	3	18.14	16.3	24.26	11	0	a							30	
UNI_C-4600	678285140591	3	6.92	6.29	9.04	11	0	a							30	
UNI_C-4602	678285140393	3	8.49	7.69	11.16	11	0	a							30	
UNI_C-2306	678285120067	3	5.17	4.72	6.66	11	0	a							30	
UNI_C-2305	678285120197	3	4.63	4.24	5.92	11	0	a							30	
UNI_C-2302	678285120036	3	8.8	7.96	11.58	11	0	a							30	
UNI_C-2303	678285120043	3	8.53	7.72	11.22	11	0	a							30	
UNI_C-2308	678285120074	3	6.78	6.16	8.85	11	0	a							30	
UNI_C-7451	678285170345	3	31.74	28.45	42.72	11	0	a							30	
UNI_C-7450	678285170338	3	45.93	41.11	61.97	11	0	a							30	
UNI_C-7453	678285170352	3	45.41	40.65	61.27	11	0	a							30	
UNI_C-7455	678285170369	3	44.9	40.2	60.58	11	0	a							30	
UNI_S-0147	678285600057	3	16.86	15.16	22.53	11	0	a							30	
UNI_C-7457	678285170376	3	45.98	41.16	62.05	11	0	a							30	
UNI_4CH-940	678285240093	3	32.6	29.21	43.88	11	0	a							30	
UNI_C-7459	678285171052	3	44.51	39.85	60.05	11	0	a							30	
UNI_C-7458	678285171113	3	47.05	42.11	63.49	11	0	a							30	
UNI_C-6450	678285160087	3	39.0	34.92	52.57	11	0	a							30	
UNI_C-7488-4	678285171397	3	190.18	169.91	257.75	11	0	a							30	
UNI_4CH-949	678285240147	3	24.63	22.1	33.07	11	0	a							30	
UNI_C-5637	678285150347	3	29.2	26.18	39.27	11	0	a							30	
UNI_C-5635	678285150323	3	29.31	26.27	39.42	11	0	a							30	
UNI_FG-1248	678285300131	3	14.57	13.11	19.41	11	0	a							30	
UNI_C-4326	678285140164	3	13.57	12.23	18.06	11	0	a							30	
UNI_8CH-502	678285280068	3	29.69	26.61	39.93	11	0	a							30	
UNI_C-4324	678285140140	3	24.87	22.31	33.4	11	0	a							30	
UNI_C-4325	678285140157	3	13.43	12.1	17.87	11	0	a							30	
UNI_C-4320	678285140126	3	15.99	14.39	21.35	11	0	a							30	
UNI_S-0130	678285600033	3	11.85	10.69	15.73	11	0	a							30	
UNI_4CH-23	678285240123	3	16.5	14.84	22.03	11	0	a							30	
UNI_4CH-22	678285240116	3	15.78	14.2	21.06	11	0	a							30	
UNI_4CH-21	678285240031	3	17.67	15.89	23.63	11	0	a							30	
UNI_4CH-20	678285240024	3	21.08	18.93	28.25	11	0	a							30	
UNI_C-7675	678285170901	3	52.88	47.33	71.41	11	0	a							30	
UNI_C-7677	678285170925	3	48.36	43.29	65.28	11	0	a							30	
UNI_C-7676	678285170918	3	42.03	37.64	56.69	11	0	a							30	
UNI_C-8326	678285180221	3	52.91	47.35	71.45	11	0	a							30	
UNI_C-8325	678285180207	3	51.82	46.38	69.97	11	0	a							30	
UNI_7CH-752	678285270083	3	48.68	43.58	65.71	11	0	a							30	
UNI_C-7679	678285170949	3	109.37	97.76	148.08	11	0	a							30	
UNI_C-7678	678285170932	3	32.98	29.55	44.4	11	0	a							30	
UNI_S-7146	678285600217	3	14.4	12.96	19.18	11	0	a							30	
UNI_C-8350	678285180054	3	29.22	26.2	39.3	11	0	a							30	
UNI_5CH-352	678285150439	3	20.36	18.29	27.28	11	0	a							30	
UNI_UHD-SR137	678285190312	3	72.51	64.85	98.05	11	0	a							30	
UNI_C-4428	678285140324	3	24.98	22.41	33.55	11	0	a							30	
UNI_C-7350	678285171090	3	30.11	26.99	40.5	11	0	a							30	
UNI_C-8450	678285180146	3	29.22	26.2	39.3	11	0	a							30	
UNI_C-9407	678285190053	3	46.05	41.23	62.14	11	0	a							30	
UNI_C-9401	678285190015	3	63.33	56.65	85.59	11	0	a							30	
UNI_C-9402	678285190022	3	57.67	51.6	77.91	11	0	a							30	
UNI_C-9403	678285190039	3	75.66	67.66	102.33	11	0	a							30	
