Feed Processing Summary:
	Number of records processed		916
	Number of records successful		462

original-record-number	sku	error-code	error-type	error-message
826	VAL_V20-801-L	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
827	VAL_V38-185	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
827	VAL_V38-185	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
83	VAL_V50-200	8560	Error	SKU VAL_V50-200, Missing Attributes product_type. SKU VAL_V50-200 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
83	VAL_V50-200	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
83	VAL_V50-200	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
830	VAL_V22-119S	8058	Error	The following attributes are missing for SKU: [VAL_V22-119S]: [manufacturer].For more details, see http://sellercentral.amazon.com/gp/errorcode/8058
830	VAL_V22-119S	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
831	VAL_V40-540	8560	Error	SKU VAL_V40-540, Missing Attributes product_type. SKU VAL_V40-540 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
831	VAL_V40-540	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
831	VAL_V40-540	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
832	VAL_V40-547	8560	Error	SKU VAL_V40-547, Missing Attributes product_type. SKU VAL_V40-547 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
832	VAL_V40-547	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
832	VAL_V40-547	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
833	VAL_V40-546	8560	Error	SKU VAL_V40-546, Missing Attributes product_type. SKU VAL_V40-546 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
833	VAL_V40-546	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
833	VAL_V40-546	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
834	VAL_V40-545	8560	Error	SKU VAL_V40-545, Missing Attributes product_type. SKU VAL_V40-545 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
834	VAL_V40-545	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
834	VAL_V40-545	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
835	VAL_159070H	8560	Error	SKU VAL_159070H, Missing Attributes product_type. SKU VAL_159070H does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
835	VAL_159070H	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
835	VAL_159070H	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
836	VAL_V36-185S	8560	Error	SKU VAL_V36-185S, Missing Attributes product_type. SKU VAL_V36-185S does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
836	VAL_V36-185S	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
836	VAL_V36-185S	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
837	VAL_V40-549	8560	Error	SKU VAL_V40-549, Missing Attributes product_type. SKU VAL_V40-549 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
837	VAL_V40-549	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
837	VAL_V40-549	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
838	VAL_V40-548	8560	Error	SKU VAL_V40-548, Missing Attributes product_type. SKU VAL_V40-548 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
838	VAL_V40-548	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
838	VAL_V40-548	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
840	VAL_V40-507-3	8560	Error	SKU VAL_V40-507-3, Missing Attributes product_type. SKU VAL_V40-507-3 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
840	VAL_V40-507-3	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
840	VAL_V40-507-3	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
841	VAL_V40-507-5	8560	Error	SKU VAL_V40-507-5, Missing Attributes product_type. SKU VAL_V40-507-5 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
841	VAL_V40-507-5	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
841	VAL_V40-507-5	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
842	VAL_159150	8560	Error	SKU VAL_159150, Missing Attributes product_type. SKU VAL_159150 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
842	VAL_159150	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
842	VAL_159150	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
843	VAL_10030010	8560	Error	SKU VAL_10030010, Missing Attributes product_type. SKU VAL_10030010 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
843	VAL_10030010	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
843	VAL_10030010	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
844	VAL_10031010	8560	Error	SKU VAL_10031010, Missing Attributes product_type. SKU VAL_10031010 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
844	VAL_10031010	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
844	VAL_10031010	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
851	VAL_V60-550	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
851	VAL_V60-550	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
854	VAL_V36-185	8560	Error	SKU VAL_V36-185, Missing Attributes product_type. SKU VAL_V36-185 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
854	VAL_V36-185	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
854	VAL_V36-185	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
858	VAL_V34-161	8058	Error	The following attributes are missing for SKU: [VAL_V34-161]: [manufacturer].For more details, see http://sellercentral.amazon.com/gp/errorcode/8058
858	VAL_V34-161	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
858	VAL_V34-161	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
858	VAL_V34-161	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
859	VAL_V34-162	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
859	VAL_V34-162	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
860	VAL_V34-163	8560	Error	SKU VAL_V34-163, Missing Attributes product_type. SKU VAL_V34-163 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
860	VAL_V34-163	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
860	VAL_V34-163	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
866	VAL_V38-103	8026	Error	You are not authorized to list products in this category. To sell products in this category you need to obtain approval by following the instructions given here:http://sellercentral.amazon.com/gp/help/200333160
866	VAL_V38-103	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
866	VAL_V38-103	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
867	VAL_V38-100	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
867	VAL_V38-100	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
869	VAL_V40-510	8560	Error	SKU VAL_V40-510, Missing Attributes product_type. SKU VAL_V40-510 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
869	VAL_V40-510	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
869	VAL_V40-510	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
872	VAL_V50-401	8058	Error	The following attributes are missing for SKU: [VAL_V50-401]: [item_name].For more details, see http://sellercentral.amazon.com/gp/errorcode/8058
872	VAL_V50-401	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
875	VAL_V26-354S	8026	Error	You are not authorized to list products in this category. To sell products in this category you need to obtain approval by following the instructions given here:http://sellercentral.amazon.com/gp/help/200333160
876	VAL_11505000	8560	Error	SKU VAL_11505000, Missing Attributes product_type. SKU VAL_11505000 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
876	VAL_11505000	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
876	VAL_11505000	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
877	VAL_V20-806-L	8560	Error	SKU VAL_V20-806-L, Missing Attributes product_type. SKU VAL_V20-806-L does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
877	VAL_V20-806-L	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
877	VAL_V20-806-L	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
88	VAL_V55-211	8560	Error	SKU VAL_V55-211, Missing Attributes product_type. SKU VAL_V55-211 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
88	VAL_V55-211	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
88	VAL_V55-211	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
880	VAL_V34-120	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
880	VAL_V34-120	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
881	VAL_V20-318	99011	Warning	The value in the "leadtime-to-ship" (30) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
881	VAL_V20-318	99011	Warning	The value in the "quantity" (0) field was ignored because it is invalid or conflicts with the value in another field.: [fulfillment-center-id = "AMAZON_NA"].
883	VAL_V20-808-L	8560	Error	SKU VAL_V20-808-L, Missing Attributes product_type. SKU VAL_V20-808-L does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
883	VAL_V20-808-L	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
883	VAL_V20-808-L	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
884	VAL_V20-314	8560	Error	SKU VAL_V20-314, Missing Attributes product_type. SKU VAL_V20-314 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
884	VAL_V20-314	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
884	VAL_V20-314	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
885	VAL_V34-129	8560	Error	SKU VAL_V34-129, Missing Attributes product_type. SKU VAL_V34-129 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
885	VAL_V34-129	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
885	VAL_V34-129	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
886	VAL_V20-310	8560	Error	SKU VAL_V20-310, Missing Attributes product_type. SKU VAL_V20-310 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
886	VAL_V20-310	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
886	VAL_V20-310	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
887	VAL_V20-311	8560	Error	SKU VAL_V20-311, Missing Attributes product_type. SKU VAL_V20-311 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
887	VAL_V20-311	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
887	VAL_V20-311	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
888	VAL_V20-312	8560	Error	SKU VAL_V20-312, Missing Attributes product_type. SKU VAL_V20-312 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
888	VAL_V20-312	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
888	VAL_V20-312	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
889	VAL_V20-313	8560	Error	SKU VAL_V20-313, Missing Attributes product_type. SKU VAL_V20-313 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
889	VAL_V20-313	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
889	VAL_V20-313	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
89	VAL_V55-210	8560	Error	SKU VAL_V55-210, Missing Attributes product_type. SKU VAL_V55-210 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
89	VAL_V55-210	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
89	VAL_V55-210	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
890	VAL_V30-422	8560	Error	SKU VAL_V30-422, Missing Attributes product_type. SKU VAL_V30-422 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
890	VAL_V30-422	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
890	VAL_V30-422	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
891	VAL_V38-149	8058	Error	The following attributes are missing for SKU: [VAL_V38-149]: [manufacturer].For more details, see http://sellercentral.amazon.com/gp/errorcode/8058
891	VAL_V38-149	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
892	VAL_92290000S	8560	Error	SKU VAL_92290000S, Missing Attributes product_type. SKU VAL_92290000S does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
892	VAL_92290000S	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
892	VAL_92290000S	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
894	VAL_V40-507-T	8560	Error	SKU VAL_V40-507-T, Missing Attributes product_type. SKU VAL_V40-507-T does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
894	VAL_V40-507-T	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
894	VAL_V40-507-T	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
895	VAL_91110050	8560	Error	SKU VAL_91110050, Missing Attributes product_type. SKU VAL_91110050 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
895	VAL_91110050	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
895	VAL_91110050	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
896	VAL_V40-998	8560	Error	SKU VAL_V40-998, Missing Attributes product_type. SKU VAL_V40-998 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
896	VAL_V40-998	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
896	VAL_V40-998	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
897	VAL_V40-999	8560	Error	SKU VAL_V40-999, Missing Attributes product_type. SKU VAL_V40-999 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
897	VAL_V40-999	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
897	VAL_V40-999	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
898	VAL_V40-615	8560	Error	SKU VAL_V40-615, Missing Attributes product_type. SKU VAL_V40-615 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
898	VAL_V40-615	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
898	VAL_V40-615	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
899	VAL_V40-614	8560	Error	SKU VAL_V40-614, Missing Attributes product_type. SKU VAL_V40-614 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
899	VAL_V40-614	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
899	VAL_V40-614	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
9	VAL_V20-403	8560	Error	SKU VAL_V20-403, Missing Attributes product_type. SKU VAL_V20-403 does not match any ASIN. Creation of a new ASIN requires the following missing attributes: product_type. Feed ID: 0. For details, see http://sellercentral.amazon.com/gp/errorcode/200692370
9	VAL_V20-403	13013	Error	This SKU does not exist in your Amazon inventory so we could not process this record. To correct this error for future feeds, add the SKU to your Amazon account. For more information, see http://sellercentral.amazon.com/gp/errorcode/13013.
