item_sku,external_product_id,external_product_id_type,item_name,product_description,feed_product_type,brand_name,manufacturer,part_number,item_type,update_delete,model,standard_price,condition_type,condition_note,quantity,list_price,map_price,product_site_launch_date,merchant_release_date,restock_date,fulfillment_latency,product_tax_code,sale_price,sale_from_date,sale_end_date,item_package_quantity,max_aggregate_ship_quantity,offering_can_be_gift_messaged,offering_can_be_giftwrapped,is_discontinued_by_manufacturer,missing_keyset_reason,max_order_quantity,number_of_items,offering_start_date,merchant_shipping_group_name,website_shipping_weight,website_shipping_weight_unit_of_measure,item_display_length,item_display_width,item_display_height,display_dimensions_unit_of_measure,item_display_weight,item_display_weight_unit_of_measure,volume_capacity_name,volume_capacity_name_unit_of_measure,item_height,item_length,item_length_unit_of_measure,item_weight,item_weight_unit_of_measure,item_width,bullet_point1,bullet_point2,bullet_point3,bullet_point4,bullet_point5,target_audience_base,catalog_number,specific_uses_keywords1,specific_uses_keywords2,specific_uses_keywords3,specific_uses_keywords4,specific_uses_keywords5,target_audience_keywords1,target_audience_keywords2,target_audience_keywords3,thesaurus_subject_keywords1,thesaurus_subject_keywords2,thesaurus_subject_keywords3,generic_keywords,main_image_url,swatch_image_url,other_image_url1,other_image_url2,other_image_url3,fulfillment_center_id,package_height,package_width,package_length,package_dimensions_unit_of_measure,package_length_unit_of_measure,package_weight,package_weight_unit_of_measure,parent_child,parent_sku,relationship_type,variation_theme,prop_65,cpsia_cautionary_statement,cpsia_cautionary_description,country_string,country_of_origin,legal_disclaimer_description,safety_warning,energy_efficiency_image_url,lighting_facts_image_url,breed_recommendation,thesaurus_attribute_keywords,special_features,directions,ingredients,material_type,closure_type,compatible_devices,age_range_description,included_features,specific_uses_for_product,color_name,color_map,size_name,size_map,flavor_name,maximum_weight_recommendation,weight_recommendation_unit_of_measure,external_testing_certification,battery_type,number_of_batteries,lithium_battery_weight,wattage,pattern_name,warranty_description,fabric_type,import_designation,country_as_labeled,fur_description,paint_type,number_of_sets,occasion,thread_count,number_of_pieces,item_shape,scent_name,included_components,style_name,usda_hardiness_zone1,usda_hardiness_zone2,specification_met,mfg_minimum,mfg_maximum,material_composition,fill_material_type,light_source_type,blade_edge_type,blade_material_type,theme,power_source_type,voltage,engine_type,hose_length,hose_length_unit_of_measure
AOS_N246,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,N246,,Update,N246,628.75,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_N246.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_R339,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,R339,,Update,R339,1983.7,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_R339.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_N161E,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,N161E,,Update,N161E,497.88,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_N161E.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_P327,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,P327,,Update,P327,1466.38,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_P327.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_B668,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,B668,,Update,B668,226.51,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_B668.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_R236,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,R236,,Update,R236,1098.4,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_R236.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_Q3302V1,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,Q3302V1,,Update,Q3302V1,472.75,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_Q3302V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_UCT1072V1,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,UCT1072V1,,Update,UCT1072V1,236.09,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_UCT1072V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_UQC1072V1,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,UQC1072V1,,Update,UQC1072V1,216.91,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_UQC1072V1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_TCP81026,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,TCP81026,,Update,TCP81026,416.83,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_TCP81026.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_K3072,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,K3072,,Update,K3072,234.35,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_K3072.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_H636,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,H636,,Update,H636,376.58,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_H636.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_H635,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,H635,,Update,H635,296.88,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_H635.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_N153,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,N153,,Update,N153,459.83,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_N153.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_CPO41,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,CPO41,,Update,CPO41,733.56,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_CPO41.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_CPO42,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,CPO42,,Update,CPO42,710.9,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_CPO42.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_CPE16,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,CPE16,,Update,CPE16,480.22,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_CPE16.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_TCP71013,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,TCP71013,,Update,TCP71013,5001.16,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_TCP71013.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS_CPE12,None,UPC,Motor,Motor,OutdoorLiving,A.O. Smith,A.O. Smith,CPE12,,Update,CPE12,438.43,New,,0,,,,,,30,,,,,1,,,,False,,,,,,,,None,None,None,,None,,,,,,IN,,LB,,,,,,,,,Pumps,None,None,,,,,,,,,Pumps,https://s3-us-west-1.amazonaws.com/oppics/full/AOS/AOS_CPE12.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
