type,category,part_number,title,price,upc,weight,length,width,height,location,manufacturer
wholegood,Filters,R173703,FILTER DFML 100 DRK GREY SMALL FLANGE  4 PACK,87.54,7.88E+11,N/A,N/A,N/A,N/A,R,Pentair
wholegood,Filters,S7D75,SYS3 DE FLT 37SQFT ,545.63,22315122932,110,27,27,41.5,E,Pentair
wholegood,Filters,S7M120,FLT SYS ,634.14,22315122949,135,26.5,27,47,E,Pentair
wholegood,Filters,S7M400,MOD MEDIA FLT 400SQFT SYS3,712.32,22315302242,135,27,27,40.5,E,Pentair
wholegood,Filters,S7MD60,DE FLT 60SQFT SYS3 MOD ,596.94,22315302662,130,28,27,41.5,E,Pentair
wholegood,Filters,S7MD72,DE FLT 72SQFT SYS3 MOD ,742.65,22315302679,150,26.75,26.75,41.5,E,Pentair
wholegood,Filters,S7S50,"SYS3 SAND FLT 21"" 2.4SQFT",442.9,22315123168,100.9,27.5,27.5,41.75,E,Pentair
wholegood,Filters,S8D110,SYS3 DE FLT 53SQFT ,631.13,22315123175,139,30.75,30.75,41.5,E,Pentair
wholegood,Filters,S8M150,SYS3 MOD MEDIA FLT 450SQFT,831.92,22315123182,147,31,30.5,41.5,E,Pentair
wholegood,Filters,S8M500,MOD MEDIA FLT 500SQFT SYS3,871.58,22315302259,147,31.5,30.5,41.5,E,Pentair
wholegood,Filters,S8S70,"SYS3 SAND FLT 25"" 3.4SQFT",503.8,22315123328,118,30.5,31,41.75,E,Pentair
Part,Filters,00B7027,ORNG ADPT ,4.23,22315368514,0.05,N/A,N/A,N/A,A,Pentair
Part,Filters,00B8083,CLMP ASY V-BAND ,67.93,7.88E+11,0.5,N/A,N/A,N/A,E,Pentair
Part,Filters,70231,CART CF 105 ,105.55,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,70233,HOLD WHEEL ASY 315 ,24.94,7.88E+11,1,N/A,N/A,N/A,W,Pentair
Part,Filters,070428Z,KIT BOLT 1.25 20X3.5CLMP ,4.26,7.88E+11,0.1,N/A,N/A,N/A,w,Pentair
Part,Filters,70548,BUSHING .75 HEX x7/8 ,6.66,7.88E+11,0.01,N/A,N/A,N/A,w,Pentair
Part,Filters,70664,ROD CENTER CFW-120 13 N ,9.09,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,070731Z,KIT COMPRESSION RNG FLT ,33.85,7.88E+11,0.01,N/A,N/A,N/A,w,Pentair
Part,Filters,70952,GSKT AIR RELIEF FTG ,0.97,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,70971,HNDL EXT B/W BR ,50.74,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,70979,BLT HNDL 1/4 20X1 3/4HEX CAP 18-8 SS,0.59,7.88E+11,0.01,11.8,7.87,5.9,E,Pentair
Part,Filters,071019Z,KIT HOLDNG WHEEL 2000 45 ,12.74,7.88E+11,0.01,N/A,N/A,N/A,w,Pentair
Part,Filters,071136Z,KIT KNB PLSTC LOOP ASY ,8.47,7.88E+11,0.01,N/A,N/A,N/A,w,Pentair
Part,Filters,71389,NIPPLE BRASS .25 ,2.37,7.88E+11,0.01,N/A,N/A,N/A,w,Pentair
Part,Filters,71390,NIPPLE 1/4 PVC NPT CLOSE ,2.37,7.88E+11,0.01,N/A,N/A,N/A,w,Pentair
Part,Filters,071404Z,NUT WING KIT 1.4-20 SS 8200,5.21,7.88E+11,0.05,5,1,7,W,Pentair
Part,Filters,71407,NUT 5/8-18.75 HEX 17/6 ,4.42,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,71426,ORNG 2-228 COLLR/ROTOR ,0.59,7.88E+11,0.01,2.62,2.62,0.25,E,Pentair
Part,Filters,71427,ORING 2-259 VLV 3 PORT ,2.26,7.88E+11,0.04,N/A,N/A,N/A,W,Pentair
Part,Filters,71439,ORNG 4000 SER ,25.41,7.88E+11,0.011,14,14,14,W,Pentair
Part,Filters,071442Z,ORING KIT CHANNEL 2000 ,19.44,7.88E+11,0.25,10,3,12,W,Pentair
Part,Filters,71559,PLG PVC 20N ,3.66,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,71720,SEAL BW VLV ROTR RED TAP ,7.06,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,71982,TEE 1/4 BRS ,4.37,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,72166,WSHR BW SPCR ,1.62,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,72173,"WSHR 5/16 ID X 3/4""OD ",0.65,7.88E+11,0.01,11.8,7.87,5.9,E,Pentair
Part,Filters,72867,ROD CNRT STAKD BW2060 1045,15.39,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,72868,ROD CNTR STAKD BW2048 SM4048/BW1036,14.45,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,72869,ROD CNTR STAKD BW2036 4036/1027,14.09,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,72870,ROD CNTR STAKD BW2024 4024/1018,16,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,72880,ROD CNTR STAKD BW4048 /SM2048,14.55,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,72885,ROD CNTR SM2024/4024 21IN,13.67,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,72900,CMP BND COMPLT 4000 ,149.45,7.88E+11,8,N/A,N/A,N/A,W,Pentair
Part,Filters,73027,BAG ACC 4000 SER ,40.88,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,073270Z,MANF KIT 2000 SER CYC ,10.05,7.88E+11,1,24,6,24,w,Pentair
Part,Filters,73370,ROTOR VLV NORYL COMP ,53.6,7.88E+11,2,6,6,6,W,Pentair
Part,Filters,73462,VLV BW W/PLST ROTR THD ,349.68,7.88E+11,11,N/A,N/A,N/A,W,Pentair
Part,Filters,73660,ROD CNTR STAKD BW2060 /1045 B,12.85,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,73661,ROD CNTR STAKD BW2048 /1036 B,14.55,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,74021,ORNG 2-.5 ID X3/32 CS ,2.37,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,74025,MANF W/GROOVE CART ,26.69,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,74553,MANF W/ORNG CFM CART FLT ,28.27,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,74922,FLT ELEM 2024 ,9.41,7.88E+11,3.29,17,16,14,W,Pentair
Part,Filters,74923,FLT ELEM 2036 ,12.52,7.88E+11,2,N/A,N/A,N/A,W,Pentair
Part,Filters,74924,FLT ELEM 2048 ,15.7,7.88E+11,3,N/A,N/A,N/A,W,Pentair
Part,Filters,74925,FLT ELEM 2060 ,18.86,7.88E+11,3,N/A,N/A,N/A,W,Pentair
Part,Filters,74926,FLT ELEM 2072 ,22.09,7.88E+11,3,N/A,N/A,N/A,W,Pentair
Part,Filters,74927,SCREW 1/4-20X 5/8 LG SS ,0.57,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,Filters,75177,FLT ELEM PAK 2024 23SF ,99.03,7.88E+11,14,16,16,12,W,Pentair
Part,Filters,75178,FLT ELEM PAK 2036 35SF ,134.96,7.88E+11,18,16,16,15,W,Pentair
Part,Filters,75179,FLT ELEM PAK 2048 47SF ,171.43,7.88E+11,25,16,16,25,W,Pentair
Part,Filters,75180,FLT ELEM PAK 2060 58SF ,207.75,7.88E+11,30,16,16,33,W,Pentair
Part,Filters,75181,FLT ELEM PAK 2072 70SF ,237.52,7.88E+11,35,16,16,36,W,Pentair
Part,Filters,75279,TUBING VENT 46 ALL FLT ,4.95,7.88E+11,1,N/A,N/A,N/A,W,Pentair
Part,Filters,75320,VLV AND GA ASY ,34.53,7.88E+11,0.5,45,15,8,E,Pentair
Part,Filters,76033,KNB CLMP BND ,4.62,7.88E+11,0.06,3,1.5,1.5,W,Pentair
Part,Filters,11201-0002,"MALE ADPT 1-1/2""MPT X ",2.85,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,11201-0151,"UNION ASY 50MMx1-1/2"" ",11.94,7.88E+11,0.36,4,3.5,3.5,E,Pentair
Part,Filters,11201-0153,"UNION ASY 63MMx2"" NPT ",13.16,7.88E+11,0.63,N/A,N/A,N/A,E,Pentair
Part,Filters,11201-0154,"UNION 2""SLP X 2""NPT ",20.51,7.88E+11,0.56,22,16,13,E,Pentair
Part,Filters,11201-0154-10,"UNION 10PAK 2""IPSX2""MPT KIT",101.34,7.88E+11,7,13,13,8,E,Pentair
Part,Filters,120053,MTL TOUCH UP PAINT ALMD SW SPRAY,14.32,,8,12,6,6,E,Pentair
Part,Filters,140325,KIT ADDER FOR SMOOTHIE 2 TANK TO 3 TANK CONVERS,989.17,7.88E+11,10,N/A,N/A,N/A,P,Pentair
Part,Filters,145324,FLT SD35 REPLACE ALMD ,159.67,7.88E+11,20,N/A,N/A,N/A,E,Pentair
Part,Filters,145327,FLT SD40 REPLACE ALMD ,161.15,7.88E+11,30,20,23,35,E,Pentair
Part,Filters,145330,FLT SD60 REPLACE ALMD ,215.77,7.88E+11,29,26.75,22.75,39.75,E,Pentair
Part,Filters,145334,TNK SD80 RPLCMNT ,268.16,7.88E+11,51,26.5,27,47,E,Pentair
Part,Filters,145339,SYS SD35 ALMD TNK ONLY ,102.73,7.88E+11,22,16,16,33,E,Pentair
Part,Filters,145340,SYS SD35 TNK ONLY ,102.73,7.88E+11,15,16,16,33,E,Pentair
Part,Filters,145341,SYS SD40 ALMD TNK ONLY ,136.29,7.88E+11,23,20,23,35,E,Pentair
Part,Filters,145342,SYS SD40 TNK ONLY ,119.76,7.88E+11,37,20,23,35,E,Pentair
Part,Filters,145343,SYS SD60 ALMD TNK ONLY ,188.69,7.88E+11,37,26.75,22.75,39.75,E,Pentair
Part,Filters,145344,SYS SD60 TNK ONLY ,188.69,7.88E+11,33,26.75,22.75,39.75,E,Pentair
Part,Filters,14962-0012,"ADPT 1-1/2""MPTX1-1/2""HSE ",3.4,7.88E+11,0.12,4,2,2,E,Pentair
Part,Filters,14965-0025,THDD CAP ,10.08,7.88E+11,0.08,2.5,2.5,1,E,Pentair
Part,Filters,150034,TUBE 1/4 ID X 3/8 OD ,0.4,7.88E+11,0.04,N/A,N/A,N/A,E,Pentair
Part,Filters,150035,STRNR ECL/TR ,3.48,7.88E+11,0.02,1.25,1.25,1,E,Pentair
Part,Filters,150039,TUBE ARLF TR40 ,7.11,7.88E+11,0.06,8.5,8,8,E,Pentair
Part,Filters,150040,TUBE ARLF TR50/60 ,7.11,7.88E+11,0.04,18,0.25,0.25,E,Pentair
Part,Filters,150041,TUBE ARLF TR100 ,5.6,7.88E+11,0.06,26,0.25,0.25,E,Pentair
Part,Filters,150042,TUBE ARLF TR140 ,5.21,7.88E+11,0.1,18,12,0.5,E,Pentair
Part,Filters,150044,KIT AIR TUBE 36 ECLIPSE MFG AFTER 11/99,11.72,7.88E+11,0.03,11,8,1,E,Pentair
Part,Filters,150088,LAT SA ,38.97,7.88E+11,0.18,8,3,2,E,Pentair
Part,Filters,151092,"WRNCH 8.5"" CLSR AL ",171.76,,1.35,44,24,8,E,Pentair
Part,Filters,151114,TUBE 1/4 ID X 3/8 OD 1.91 FT,6.34,7.88E+11,N/A,24,8,4,E,Pentair
Part,Filters,151115,TUBE 1/4 ID X 3/8 OD 2.25 FT,8.19,7.88E+11,0.01,24,8,4,E,Pentair
Part,Filters,151600,WRENCH BCK OVAL BULKHD ,194.82,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,151602,WRNCH TRITON BULKHD NUT ,104.68,7.88E+11,0.54,9,4.5,1.87,E,Pentair
Part,Filters,151604,WRNCH FRNT OVAL BULKHD ,257.17,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,152060,"BLT 5/16""18x4.25""CARAGE ",3.93,7.88E+11,0.35,N/A,N/A,N/A,w,Pentair
Part,Filters,152127,"ORNG 18"" DIA TNK ",20.98,7.88E+11,0.42,19,19,0.37,E,Pentair
Part,Filters,152130,ASY BND RG RAY DP-012291 ,38.13,7.88E+11,1.04,9.25,9.25,1,E,Pentair
Part,Filters,152202,LAT TR100/TA100D ,3.78,7.88E+11,0.14,N/A,N/A,N/A,E,Pentair
Part,Filters,152220Z,KIT SAND DRAIN REPL ,16.22,7.88E+11,0.3,48,15,8,E,Pentair
Part,Filters,152237,"STANDPIPE ASY TA60 2"" ",38.88,7.88E+11,2,18,13,2,E,Pentair
Part,Filters,152238,"STANDPIPE ASY SD80 2"" ",40.17,7.88E+11,2,18,13,2,E,Pentair
Part,Filters,152265,"ELB 2"" 90 DEG SXS ",5.46,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,152290,LAT LONG SAND DOLLAR ,2.75,7.88E+11,0.08,12,12,3,E,Pentair
Part,Filters,152501,ORING #2-267 1/8x8.25 ID ,2.41,7.88E+11,0.01,9,7,1,E,Pentair
Part,Filters,152509,"RING SQ 8.5"" CLSR ",2.69,7.88E+11,0.6,N/A,N/A,N/A,E,Pentair
Part,Filters,153075,"BIB HSE .75"" MALE ",9.79,7.88E+11,0.2,N/A,N/A,N/A,E,Pentair
Part,Filters,153430,"TNK ASY TR100C 8.5""BUTT W/FT BLK",593.42,7.88E+11,70,31.5,31.5,37.5,E,Pentair
Part,Filters,153431,"TNK ASY TR140C 8.5""BUTT W/FT TAN",864.83,7.88E+11,78,39.5,39.5,41.5,E,Pentair
Part,Filters,153455,ASY TA35 PIPING CTR ,17.17,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154000,"BULKHD TR100C/140C 3"" ",19.22,7.88E+11,N/A,N/A,N/A,N/A,E,Pentair
Part,Filters,154001,"ADPT TR100C/140C 3"" ",23.43,7.88E+11,0.52,4.75,4.37,3,E,Pentair
Part,Filters,154002,"SPCR TR100C/140C 3"" ",22.66,7.88E+11,0.36,5.62,5.25,1.12,E,Pentair
Part,Filters,154003,"FLNG 3""VAN STN RNG ELSON ",28.49,7.88E+11,1.04,7.5,7.5,1,E,Pentair
Part,Filters,154004,ORNG #2-342 FLNG ADPT ,2.37,7.88E+11,0.02,4,4,0.25,E,Pentair
Part,Filters,154005,ORNG #2-343 SPCR ,2.37,7.88E+11,0.08,8,10,2,E,Pentair
Part,Filters,154007,PIPE ASY TR100C UPPER ,54.36,7.88E+11,5,19.5,8.5,5.5,E,Pentair
Part,Filters,154008,"PIPE ASY TR140C 3""UPPER ",55.31,7.88E+11,5.12,22.5,8.5,6,E,Pentair
Part,Filters,154009,PIPE ASY TR100C LOWER ,55.52,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154010,PIPE ASY TR140C LOWER ,54.76,7.88E+11,4.12,22,8,6,E,Pentair
Part,Filters,154018,"PIPE ASY TR140C 3""DIFF ",74.5,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154402,TAPE FT MNTG ,2.37,7.88E+11,0.01,9,7,0.25,E,Pentair
Part,Filters,154405,"BULKHD 2"" ",27.02,7.88E+11,0.37,22,16,13,E,Pentair
Part,Filters,154407,TAPE TR100/140 FT MNTG ,3.25,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154408,"SPCR 2"" EXTRNL ",5.26,7.88E+11,0.12,9,7,2.5,E,Pentair
Part,Filters,154412,"LKNT 2"" INTRNL ",3.61,7.88E+11,0.08,3.5,3.5,0.5,E,Pentair
Part,Filters,154416,"SPCR 2"" INTRNL ",5.26,7.88E+11,0.04,3.25,3.25,0.25,E,Pentair
Part,Filters,154418,"WSHR 3/8"" SS ",0.44,7.88E+11,0.02,11.8,7.87,5.9,E,Pentair
Part,Filters,154422,"FTG ELB 2""90 DEG THD FEM ",8.54,7.88E+11,N/A,N/A,N/A,N/A,E,Pentair
Part,Filters,154426,PIPE TR100 UPPER ,28.43,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154435,TUBE TR40 AIR RELIEF ,6.05,7.88E+11,1,N/A,N/A,N/A,E,Pentair
Part,Filters,154436,TUBE TR60 AIR RELIEF ,6.05,7.88E+11,0.01,7,7,0.25,E,Pentair
Part,Filters,154437,TUBE TR100C AIR RELIEF ,6.59,7.88E+11,0.04,24,0.25,0.25,E,Pentair
Part,Filters,154438,TUBE TR140C AIR RELIEF ,8.51,7.88E+11,0.08,28.5,0.25,0.25,E,Pentair
Part,Filters,154440,CONN ARLF TUBE ,4.93,7.88E+11,0.01,6,4,1,E,Pentair
Part,Filters,154453,HUB TR100/140 LAT ,38.71,7.88E+11,0.75,N/A,N/A,N/A,E,Pentair
Part,Filters,154462,DIFF ASY TR100 ,18.9,7.88E+11,0.5,N/A,N/A,N/A,E,Pentair
Part,Filters,154489,PIPE ASY TR140 LWR ,20.96,7.88E+11,1.6,17.5,7.5,2.75,E,Pentair
Part,Filters,154491,ORNG #2-330 BULKHD ,0.65,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154492,"ORNG 3/16"" X 2 5/8"" ID ",0.96,7.88E+11,0.04,13,12.5,14,E,Pentair
Part,Filters,154493,ORNG CLSR BLK 5.748IDX.157 W BUNA N,1.95,7.88E+11,0.02,6,6,0.25,E,Pentair
Part,Filters,154494,ORNG 2-259 1/8x6-1/4 ,1.54,7.88E+11,0.2,9,7,0.5,E,Pentair
Part,Filters,154500,PIPE ASY TR140 UPPER ,17.93,7.88E+11,1.56,17.62,2.75,4.25,E,Pentair
Part,Filters,154507,SPCR TR100C ARLF 6.75 ,3.15,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154508,"SPCR TR140C ARLF10 5/16"" ",4.09,7.88E+11,0.08,10.25,0.5,0.5,E,Pentair
Part,Filters,154510,WRNCH AL CLSR ,71.02,7.88E+11,0.76,N/A,N/A,N/A,E,Pentair
Part,Filters,154512,"WRNCH 6"" CLSR ",9.45,7.88E+11,0.32,20,12.5,20.5,E,Pentair
Part,Filters,154520,FT TR60 ROUND BLK ,37.06,7.88E+11,1.2,N/A,N/A,N/A,E,Pentair
Part,Filters,154521,"FLNG VLV ADPT 8.5"" 6 TPI ",24.83,7.88E+11,1,9,9,2.25,E,Pentair
Part,Filters,154527,"WRNCH 8.5""6 ANSI 7DEG45 ",10.77,7.88E+11,0.46,N/A,N/A,N/A,E,Pentair
Part,Filters,154533,PIPE ASY TR60 TOP ,16.4,7.88E+11,1.02,12,4,3,E,Pentair
Part,Filters,154538,"GSKT 2"" BULKHD ",0.78,7.88E+11,0.01,3,3,0.25,E,Pentair
Part,Filters,154540,LAT ASY TR140 ,7.56,7.88E+11,0.3,10.5,1.5,1.5,E,Pentair
Part,Filters,154555,"ADPT VLV 6"" BUTT THD ",14.24,7.88E+11,0.56,7,7,1.75,E,Pentair
Part,Filters,154559,CLSR HDTY V THD ,20.24,7.88E+11,0.96,7,7,4,E,Pentair
Part,Filters,154570,"CLSR 6"" 6 2A BUTT ",30.2,7.88E+11,0.9,7.5,7.5,5,E,Pentair
Part,Filters,154574,DIFF ASY PF35/50 ,17.98,7.88E+11,0.54,N/A,N/A,N/A,E,Pentair
Part,Filters,154575,"CLSR 8.5""6 ANSI 7 DEG/45 ",24.44,7.88E+11,1.28,6.5,10.5,10.5,E,Pentair
Part,Filters,154576,CLSR OVAL TRITON W/BOLT ,37.26,7.88E+11,1.08,9.5,9.5,6,E,Pentair
Part,Filters,154578,STRNR AIR RELIEF TUBE ,5.11,7.88E+11,0.02,1.25,1.25,0.75,E,Pentair
Part,Filters,154579,BRIDGE TR OVAL CLSR ,39.62,7.88E+11,1,24,24,26,E,Pentair
Part,Filters,154581,KNOB-TR OVAL CLOSURE ,7.11,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154582,SPRING TR OVAL CLOSURE ,16.67,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154588,"BULKHD 2"" 90 DEG BTM ",19.35,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154596,FT TR100/140 BLK ,54.61,7.88E+11,6.25,45,45,40,E,Pentair
Part,Filters,154598,DIFF ASY TR40/50 ,18.9,7.88E+11,0.8,N/A,N/A,N/A,E,Pentair
Part,Filters,154599,DIFF ASY TR60/100C/140C ,18.9,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154611,"SPCR TR40 3.25""AIR VENT STRNR",2.37,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154612,"SPCR TR60 4.5""AIR VENT STRNR",2.37,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154613,"SPCR TR100 5.5""AIR VENT STRNR",2.37,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154614,"SPCR TR140 5""AIR VENT STRNR",2.37,7.88E+11,0.02,N/A,N/A,N/A,E,Pentair
Part,Filters,154636,TNK ASY TR40 W/FT BUTT THD TAN,367.59,7.88E+11,0.01,19.25,19.25,29.75,E,Pentair
Part,Filters,154637,TNK ASY TR50 W/FT BUTT THD TAN,373.83,7.88E+11,28,21.5,22,28.5,E,Pentair
Part,Filters,154638,TNK ASY TR60 W/FT BUTT THD TAN,420.93,7.88E+11,42.4,24,24.5,31.5,E,Pentair
Part,Filters,154639,TNK ASY TR100 W/FT BUTT THD TAN,587.84,7.88E+11,58,31.5,31.5,37.5,E,Pentair
Part,Filters,154640,TNK ASY TR140 W/FT BUTT THD TAN,864.83,7.88E+11,70,39.5,39.5,41.5,E,Pentair
Part,Filters,154641,"CLSR KIT 6""BUTT THD ",71.76,7.88E+11,2.18,15.5,7,4.5,E,Pentair
Part,Filters,154660,"TEE .25"" NPT ",15.34,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154661,ORNG #2-111 AIR ADPT ,0.65,7.88E+11,0.01,0.5,0.5,0.25,E,Pentair
Part,Filters,154662,VLV BRS BLEEDER ,4.3,7.88E+11,0.5,N/A,N/A,N/A,W,Pentair
Part,Filters,154664,"NUT-3/8""-16 SS ",0.63,7.88E+11,0.02,11.8,7.87,5.9,E,Pentair
Part,Filters,154687,PKG FTG TRITON ,17.76,7.88E+11,0.14,3.5,1.25,1.25,E,Pentair
Part,Filters,154689,ARBLD ASY TEE ULTEM ,10.48,7.88E+11,0.68,2.08,2.06,2.16,E,Pentair
Part,Filters,154693,ORNG #2-201 AIRBLD TEE ,0.76,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154697,KIT-TRITON CLOSURE ,69.68,7.88E+11,2.2,15.5,8.5,4.5,E,Pentair
Part,Filters,154698,"DRN SPIGOT .75"" NPT SAND ",9.58,7.88E+11,0.04,3,1,1,E,Pentair
Part,Filters,154700,ADPT AIR BLEED BRS ,4.35,7.88E+11,0.08,3,0.5,0.5,E,Pentair
Part,Filters,154714,"BULKHD ASY 2""TR ",56.32,7.88E+11,0.42,13,7.5,13,E,Pentair
Part,Filters,154716,SCR SELF TAPPING HH ,0.27,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154747,"SPCR 2.8""X.25"" ",1.47,7.88E+11,0.02,2.75,2.75,0.25,E,Pentair
Part,Filters,154763,HUB TR40/50/60 LAT ,11.55,7.88E+11,0.2,3.25,3.25,2.12,E,Pentair
Part,Filters,154801,PIPE ASY TR40 LWR ,25.6,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,154803,PIPE ASY TR40 UPPER ,21.23,7.88E+11,1.4,11,6,6,E,Pentair
Part,Filters,154805,PIPE ASY TR60 LWR ,19.78,7.88E+11,1.26,12.25,3,8,E,Pentair
Part,Filters,154807,PIPE ASY TR100 LWR ,20.33,7.88E+11,1.4,14.5,2.75,2.75,E,Pentair
Part,Filters,154856,"CLSR KIT 8.5"" ",89.3,7.88E+11,3.08,17.25,10,4.5,E,Pentair
Part,Filters,154871,"CAP THD 1.5"" ",3.09,7.88E+11,0.14,2.25,2.25,1.75,E,Pentair
Part,Filters,154906,DIFF ASY TR140 ,19.45,7.88E+11,0.62,N/A,N/A,N/A,E,Pentair
Part,Filters,154926,FT TR/TA 40 50 60 TNK BLK,35.96,7.88E+11,209,45,45,40,E,Pentair
Part,Filters,154955,DIFF DUMBBELL SUBASY ,14.91,7.88E+11,N/A,N/A,N/A,N/A,E,Pentair
Part,Filters,155002,STABILIZER CNTR PIPE ,7.41,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,155007,"LAT TA30 5 11/32"" ",2.64,7.88E+11,0.08,10,7,3,E,Pentair
Part,Filters,155051,SAND GUIDE ,2.62,7.88E+11,0.2,7,7,3.25,E,Pentair
Part,Filters,155060,PIPE ASY TA30 CNTR ,16.34,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,155061,PIPE ASY TA40 CNTR ,17.09,7.88E+11,1.04,N/A,N/A,N/A,E,Pentair
Part,Filters,155062,PIPE ASY TA50 CNTR ,17.42,7.88E+11,1.14,N/A,N/A,N/A,E,Pentair
Part,Filters,155063,PIPE ASY TA60 CNTR ,17.72,7.88E+11,1.28,25.25,3.25,3.25,E,Pentair
Part,Filters,155064,"ORING 1/8""x1 7/8"" ID ",0.44,7.88E+11,0.01,2.25,2.25,0.25,E,Pentair
Part,Filters,155070Z,PIPE ASY TA50 QRTR TRN ,19.99,,1.14,22,4,4,E,Pentair
Part,Filters,155161,"TAPE PTFE .5"" X 10' ",0.96,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,155225,ADPT CLMP STYLE VLV ,13.96,7.88E+11,0.55,7,7,2,E,Pentair
Part,Filters,155269,TNK ASY TA60D W/FT ,433.76,7.88E+11,30,24,24.5,41.5,E,Pentair
Part,Filters,155276,ASY FLT TA40D TNK/FT ,385.43,7.88E+11,0.01,19.5,19.25,36.5,E,Pentair
Part,Filters,155279,ASY TNK TA50D W/FT ,392.2,7.88E+11,0.01,22,22,38.5,E,Pentair
Part,Filters,155281,HUB CNTR PIPE ,16.86,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,155284,PIPE ASY LOWER TR60 CLEAR PRO,33.15,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,155299,PIPE ASY TA60 ,17.55,7.88E+11,1,N/A,N/A,N/A,E,Pentair
Part,Filters,155323,ASY PIPE TA100D CNTR ,37.08,7.88E+11,2,29,5.5,5.5,E,Pentair
Part,Filters,155324,ASY TNK TA100D W/FT ,623.32,7.88E+11,70,31,31,47,E,Pentair
Part,Filters,155340,"STNDP 2""THD ",16.51,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,Filters,155342,ASY TNK TA40 W/FT BUTT THD,374.43,7.88E+11,0.01,19.5,19.25,36.5,E,Pentair
Part,Filters,155343,ASY TNK TA50 W/FT BUTT THD,380.7,7.88E+11,0.01,22,22,38.5,E,Pentair
Part,Filters,155358,ASY TNK TA60D W/FT BUTT S.TAN,309.55,7.88E+11,35,24,24.5,41.5,E,Pentair
Part,Filters,155700C,RPL. SUB ASSEMBLY FOR FP KIT 155700,171.23,,N/A,N/A,N/A,N/A,P,Pentair
Part,Filters,155700SUBASSEMBLYA,SUB ASSEMBLY A FOR THS 155700 FACEPIPING,284.02,,N/A,N/A,N/A,N/A,P,Pentair
Part,Filters,155738,"CLSR KIT 8.5""HD ",89.16,,6,48,15,8,E,Pentair
