type,category,part_number,title,price,upc,weight,length,width,height,location,manufacturer
wholegood,Pumps,A100EL2,MTR PKG 0010 100/200 1 LO,130.39,22315104396,27,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,A100ELL,MTR PKG 0010 115/230 1 ULLO-SF,116.46,22315104372,17.02,17.25,7.75,8,E,Pentair
wholegood,Pumps,A100ELL-Y,MTR PKG 01/6&0010 2SP ,185.43,22315104389,25.5,17.25,7.75,8,E,Pentair
wholegood,Pumps,A100EL-T,MTR PKG 0010 115/230 TEFC,214.44,22315104365,36,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,A100ESLL-Y,MTR PKG 0010 0000115 1 2S,192.92,22315104402,27,17.25,7.75,8,E,Pentair
wholegood,Pumps,A100FLL,MTR PKG 0015 115/230 1 ULLO-SF,132.48,22315104457,27,7.5,18,7.5,E,Pentair
wholegood,Pumps,A100FLL-Y,MTR PKG 0004&0015 2SP ,207.37,22315104464,26.08,17.25,7.75,8,E,Pentair
wholegood,Pumps,A100FL-T,MTR PKG 0015 115/230 TEFC,218.38,22315104440,42,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,A100GLL,MTR PKG 0020 0000230 60 LOW SF,159.96,22315104495,28.75,17.25,7.75,8,E,Pentair
wholegood,Pumps,A200EH,MTR PKG 0010 115/230 1 RD/FL HI-SF,159.07,22315104556,28,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,A600DH,MTR PKG 0007 115/230 1 C/,137.67,22315104730,19,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,AE100CH2,MTR PKG 0005 100/200 60 ,165.51,22315102347,24,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,AE100CHL,MTR PKG 0005 115/230 60 ,151.98,22315102330,19.35,17.25,7.75,8,E,Pentair
wholegood,Pumps,AE100DH2,MTR PKG 0007 100/200 60 ,176.95,22315102378,30.48,17,7.37,9.75,E,Pentair
wholegood,Pumps,AE100DHL,MTR PKG 0007 115/230 60 ,165.08,22315102354,21.55,17.5,8,8,E,Pentair
wholegood,Pumps,AE100DLL,MTR PKG 0007 115/230 60 ,151.98,22315102385,20.6,16.5,8,9.75,E,Pentair
wholegood,Pumps,AE100EH2,MTR PKG 0010 0000200 ,179.98,22315102415,20,22.5,11.5,9,E,Pentair
wholegood,Pumps,AE100EHL,MTR PKG 0010 115/230 60 ,176.95,22315102408,28.8,16.5,8,9.75,E,Pentair
wholegood,Pumps,AE100EL2,MTR PKG 0010 100/200 60 ,176.95,22315102446,28,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,AE100ELL,MTR PKG 0010 115/230 60 ,165.51,22315102422,21.36,17.25,7.75,8,E,Pentair
wholegood,Pumps,AE100F5LL,MTR PKG 1-3/4HP 230V 60HZ,172.21,7.88E+11,31.92,16.75,7.5,9.75,E,Pentair
wholegood,Pumps,AE100FH2,MTR PKG 0015 0000200 ,204.35,22315102477,34,22.5,11.5,9,E,Pentair
wholegood,Pumps,AE100FHL,MTR PKG 0015 0000230 60 ,186.6,22315102453,28.9,17,7.5,9.75,E,Pentair
wholegood,Pumps,AE100FL2,MTR PKG 0015 0000200 ,183.63,22315102491,34,22.5,11.5,9,E,Pentair
wholegood,Pumps,AE100FLL,MTR PKG 0015 115/230 60 ,176.95,22315102484,34,22.5,11.5,9,E,Pentair
wholegood,Pumps,AE100G5LL,MTR PKG 0025 0000230 60 ,210.97,22315102583,33,7.5,17,9.5,E,Pentair
wholegood,Pumps,AE100G5LL-Y,MTR PKG 0025 0000230 60 ,260.11,22315204393,33,16.5,7.5,9.75,A,Pentair
wholegood,Pumps,AE100G5L-T,MTR PKG 0025 0000230 TEFC,480.58,22315102576,47,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,AE100GHL,MTR PKG 0020 0000230 60 ,210.97,22315102507,32,22.5,11.5,9,E,Pentair
wholegood,Pumps,AE100GL2,MTR PKG 0020 0000200 ,210.97,22315102552,33,22.5,11.5,9,E,Pentair
wholegood,Pumps,AE100GLL,MTR PKG 0020 0000230 60 ,172.18,22315102538,28.75,16.75,7.5,9.75,E,Pentair
wholegood,Pumps,AE100GLL-Y,MTR PKG 0003&0020 2-SPD ,259.68,22315102545,34,7,17,9.5,E,Pentair
wholegood,Pumps,AE100GL-T,MTR PKG 0020 0000230 TEFC,390.25,22315102521,43,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,AE100HHL,MTR PKG 0030 0000230 60 1PH,321.33,22315102606,28.3,16.75,8,9.75,E,Pentair
wholegood,Pumps,AE100HLL,MTR PKG 0030 208/230 60 ,310.08,22315102613,32,22.5,11.5,9,E,Pentair
wholegood,Pumps,AP100BH,MTR PKG 1/3HP ,119.41,22315103146,16,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,AP100CH,MTR PKG 1/2HP ,124.02,22315103153,17,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,AP100CL-T,MTR PKG 0005 208/230/460 ,222.75,22315103177,23,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,AP100DH,MTR PKG 3/4HP ,145.29,22315103191,20,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,AP100DH2,MTR PKG 3/4 HP 200V FOR ,173.2,22315103207,18.56,17.5,8.75,8.5,E,Pentair
wholegood,Pumps,AP100DL,MTR PKG 3/4HP ,118.26,22315103214,17,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,AP100DL2,MTR PKG 3/4HP 200V FOR SE,151.28,22315103238,20,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,AP100DL-T,MTR PKG 0007 208/230/460 ,250.82,22315103221,29,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,AP100EH,MTR PKG 1HP ,165.95,22315103245,21.5,17.5,7.75,8,E,Pentair
wholegood,Pumps,AP100EH2,MTR PKG 1 HP 200V FOR SER,238.86,22315103252,22,17.25,7.75,8,E,Pentair
wholegood,Pumps,AP100EL2,MTR PKG 1HP 200V FOR SERV,173.2,22315103283,22,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,AP100FH,MTR PKG 1-1/2HP ,233.95,22315103290,28.65,17.25,7.75,8,A,Pentair
wholegood,Pumps,AP100FH2,MTR PKG 1.5HP 200/400V ,283.06,22315103306,30,22.5,11.5,9,E,Pentair
wholegood,Pumps,AP100FL2,MTR PKG 1-1/2HP 200V FOR ,233.26,22315103337,26,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,AP100FL-T,MTR PKG 0015 208/230/460 TEFC,296.32,22315103320,32,15.75,12.5,11.75,A,Pentair
wholegood,Pumps,AP100G5L,MTR PKG 2-1/2HP ,270.31,22315103399,29,22.5,11.5,9,E,Pentair
wholegood,Pumps,AP100G5L2,MTR PKG 2-1/2HP 200V FOR ,314.93,22315103412,29,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,AP100G5L-T,MTR PKG 0025 230/460 TEFC,452.51,22315103405,40,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,AP100GH,MTR PKG 2HP ,270.31,22315103344,29,22.5,11.5,9,E,Pentair
wholegood,Pumps,AP100GH2,MTR PKG 2HP 200V FOR S ,293.08,22315103351,25.2,17.25,7.75,8,E,Pentair
wholegood,Pumps,AP100GL,MTR PKG 2HP ,227.59,22315103368,26,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,AP100GL2,MTR PKG 2HP 200/400V FOR ,283.06,22315103382,29,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,AP100GL-T,MTR PKG 0020 208/230/460 TEFC,242.17,22315103375,37,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,AP100HL,MTR PKG 0030 200/230/ 460V3PH 60HZ,294.93,22315103429,34,10,19.5,10.5,E,Pentair
wholegood,Pumps,AS901EL,MTR PKG 1HP 115V 60HZ LOW SVC FACTOR,101.41,22315204362,18,14.25,8,8,E,Pentair
wholegood,Pumps,AS901SFL,MTR PKG 1.5HP SPL 115V ,101.41,22315300644,1,N/A,N/A,N/A,E,Pentair
wholegood,Pumps,B51499,B2XPKS 1.5HP SELF PRIMER ,894.41,22315369191,165,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B53602S,C11/4TPMS 3 HP 3600/60/1 ,846.42,22315369207,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B53603S,C11/4TPMS 3 HP 3600/60/3 ,816.69,22315369214,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B53806,B2 1/2ZPM 3HP 1800RPM 60HZ 182JP FRA,"1,484.63",22315369238,145,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54094,B21/2ZPLS 30 HP 3600/60/3 60 HZ,"2,968.13",,N/A,N/A,N/A,N/A,,Pentair
wholegood,Pumps,B54118,B3ZPMS 15HP 1800/60/3 CI NPT,"2,095.83",22315369269,240,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54154,B4EPBMS 15HP 1800/60/3 60HZ,"2,905.28",22315369276,310,N/A,N/A,N/A,,Pentair
wholegood,Pumps,B54214,B6JPBLS 25HP 1800/60/3 230/460 V,"3,869.63",22315369283,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54215,B6JPBLS 30HP 1800/60/3 ,"4,115.49",22315369290,610,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54227,B8GPBMS 15 HP 1200/60/3 ,"6,012.79",22315369306,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54229,B8GPBMS 25HP 1200 230/460V,"6,770.10",22315369337,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54230,B8GPBMS 30HP 230/460 V 1200RPM,"6,985.85",22315369351,795,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54236,B10GPBMS  30 HP  230/460 1200 RPM,"8,335.07",22315369375,810,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54487S,B1WPS 5 HP 3600/60/1 ODP ,"1,456.35",22315369399,N/A,N/A,N/A,N/A,,Pentair
wholegood,Pumps,B54489S,B1WPS 7.5HP 3600/60/1 SIL BRZ,"1,727.10",22315369405,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54500,B1-1/2ZPLS 7.5HP 3600/60/3,"1,251.54",22315369450,140,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54534,B2TPMS 5HP 3450 3PH 60HZ ,"1,216.01",22315369474,115,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54535,B2TPMS 7.5HP 3600/60/3 ,"1,177.74",22315369481,120,N/A,N/A,N/A,,Pentair
wholegood,Pumps,B54536,B2TPMS 10HP 3450 RPM 3PH ,"1,451.83",22315369498,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54563,B21/2TPMS 5HP 3600/60/1 THD,"1,444.43",22315369504,145,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54571,B21/2ZPMS 5HP 3450RPM 3P ,"1,174.58",22315369511,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54572,B21/2TPMS 7.5HP 3450 RPM 3PH THD,"1,316.92",22315369528,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54579,B21/2ZPMS 5HP 1800/60/1 TDH,"1,808.79",22315369542,195,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54583,B21/2ZPMS 5HP 1800/60/3 THD,"1,497.70",22315369566,155,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54594,B3TPMS 2HP 1800/60/3 ODP ,"1,097.12",22315369580,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54596,B3TMPS 7-1/2 HO 3450RPM 3PH 60HZ,"1,295.16",22315369597,130,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54596MS2,B3TPMS 7.5HP 3600/60/3 575V,"1,271.15",22315369603,130,N/A,N/A,N/A,,Pentair
wholegood,Pumps,B54596MS4,B3TPMS 7.5 HP 3600/60/3 200 V ODP,"1,568.14",22315369610,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54598,B3TPMS 15HP 3600/60/3 ,"1,533.27",22315369634,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54600,B3ZPMS 5 HP 1800/60/1 ,"1,943.53",22315369641,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54601,B3ZPMS 7.5HP 1800 RPM 1PH 60HZ CI,"2,298.46",22315369658,220,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54604,B3ZPMS 5 HP 1800/60/3 THD,"1,492.36",22315369665,160,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54606,B3ZPMS 10HP 1800 RPM 3PH 60HZ SNGL STAGE,"1,853.44",22315369689,200,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54606KIT,B3ZPMS 8 7/16C 7/8x8.5 W/O MTR,"1,201.78",22315369719,90,N/A,N/A,N/A,,Pentair
wholegood,Pumps,B54607,B3EPMS 5HP 1800/60/1 230V,"2,450.08",22315369726,N/A,N/A,N/A,N/A,,Pentair
wholegood,Pumps,B54612,B3EPMS 10HP 1800/60/3 60HZ,"2,406.68",22315369740,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54629,B4TPKLS SLF PRIMI PMP 3HP 1750RPM,"2,286.84",22315369757,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54646,B11/2ZPLS 10HP 3600/60/1 ,"1,877.95",22315369788,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B54652,B3ZPMS 10 HP 1800/60/1 ,"2,567.02",22315369818,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B58084,B11/2TPMS  5HP 3600/60/3 ,"1,153.98",22315369856,105,N/A,N/A,N/A,,Pentair
wholegood,Pumps,B58087,B11/2TPMS 10HP 3600/60/1 ,"1,851.94",22315369887,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B58878,B4JPBHS 25 HP 1800/60/3 CI,"4,000.19",,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B60625,B8GPBMS 60HP 1800/60/3 460V 60HZ,"7,125.56",22315369979,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B62580SEF4,B5WPS 7.5HP 1800/60/3 200 V ODP,"3,312.66",22315370050,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B62581S,B5WPS 10HP 1800/60/3 SIL BRZ,"3,179.80",22315370067,320,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B66593S,B3ZPMS 7.5HP 1800/60/3 ODP THD,"1,870.12",22315370098,190,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B66609S,B3ZPMS 15HP 1800/60/3 ODP THD,"2,372.00",22315370104,275,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B66807,B5EPHS 15HP 1800/60/3 ,"3,781.26",22315370111,340,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B66813,B5EPHS 20HP 1800/60/3 CI IMP,"3,973.72",22315370135,360,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B67493,B3TPMS 7.5HP 220/380V 2850/50/3,"1,185.26",22315370142,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B67775,B4EPMS 10hp 3ph 50hz 220/380V TEFC,"1,875.17",22315370159,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B67854,B6JPBLS 20hp 3ph 220/380V 50hz,"3,432.02",22315370166,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B68316S,B5WPS  10HP  1800/60/1 ,"3,575.98",22315370180,320,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B68440,B6EXPBHS 100HP 1800/60/3 460V PWS,"10,311.09",22315370197,1245,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B68454,"B1 1/2ZRLS CW W/1 PC BRCKT1-1/2NPT 9""F",904.85,22315370203,95,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B69514,B6ZPLS 10HP 1800/60/1 ODP,"2,733.74",22315370210,N/A,N/A,N/A,N/A,,Pentair
wholegood,Pumps,B69546,B6ZPLS 15HP 1800/60/3 ,"2,510.80",22315370265,330,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B69872,B3TPMS 3HP 1800/60/3 ,"1,143.13",,N/A,N/A,N/A,N/A,,Pentair
wholegood,Pumps,B70099,B3TPMS 3HP 1800/60/1 ,"1,376.24",22315370272,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B70129,B3TPMS 7.5HP 3450/60/3 FLGD,"1,347.42",22315370296,150,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B70175,B3ZPMS 7.5HP 1800/60/1 CI FLGD,"2,168.35",22315370326,225,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B70178,B3ZPMS 10HP 3600/60/1 230V,"2,491.61",22315370333,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B70247,B3ZPMS 7.5HP 1800/60/3 FLGD,"1,817.13",22315370357,195,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B70248,B3ZPMS 10HP 1800RPM 3PH 60HZ FLGD,"1,853.44",22315370364,210,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B71941S,B3ZPMS 3HP 1800/60/3 FLANGED,"1,491.89",22315370401,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B71944S,B3ZPMS 7.5HP 1800/60/1 ODP FLANGED SILIC,"2,314.86",22315370456,225,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B71945SEF2,B3ZPMS 7.5HP 575V ,"1,764.27",22315370470,220,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B71946S,B3ZPMS 10HP 1800/60/1 FLANGED SILICON,"2,591.01",22315370500,230,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B71949SEF1,B3ZPMS 15HP 575V ,"2,238.21",22315370548,340,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B71949SMS4,B3ZPMS 15 HP 1800/60/3 TEFC 575 V,"2,470.77",22315370579,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B73490,B2TPMS 3HP 2850/50/3 220/380V TEFC,"1,079.03",22315370586,120,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B73549,B2ZPLS 10HP 2850/50/3 TEFC,"1,331.95",22315370593,200,N/A,N/A,N/A,,Pentair
wholegood,Pumps,B73867,B2TPMS 5HP 3600/60/1 230V ODP SIL BRZ,"1,555.78",22315370616,135,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B73868,B2TPMS 5 HP 1800-60/3 ,"1,236.05",22315370623,105,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B73901,B2ZPLS 20HP 3600/60/3 THD,860.91,22315370630,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B73981,B21/2TPMS 10HP 3600/30/3 23/460V 60HZ,"1,489.63",22315370661,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74464,2TPMS 5HP 3600/60/3 230/460V ODP FLGD,"1,239.12",22315370692,115,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74464MS1,B2TPMS 5 HP 575V ,"1,235.14",22315370708,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74554,B21/2TPMS 5HP 3600/60/3 ODP FLGD,"1,225.27",22315370760,120,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74558,B2-1/2TPMS 7.5HP 3600/60/3 230/460V ODP,"1,317.66",22315370784,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74596,B21/2ZPMS 3 HP 3 PH ,"1,423.88",22315370807,150,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74616,B21/2ZPMS 5HP 1800/60/1 ODP FLGD,"2,017.49",22315370821,200,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74618EF3,B2-1/2ZPMS 5HP 1800/60/3 200V DP FLG,"1,835.06",22315370845,175,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74631,B21/2ZPMS 7.5 HP 1800/60/1 THD,"2,260.78",22315370876,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74815,B3TPMS 3 HP 1800/60/1 ,"1,386.90",22315370968,140,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74816,B3TPMS 3 HP 1800/60/3 ,"1,158.82",22315370975,120,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74847,B3TPMS  7.5 HP 3600/60/1 ,"1,745.16",22315371002,170,N/A,N/A,N/A,,Pentair
wholegood,Pumps,B74853,B3TPMS 10HP 3600/60/3 230/460 V,"1,519.77",22315371026,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74856,B3TPMS 15HP 3600/60/3 ODP FLGD,"1,651.27",22315371040,184,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74859,B3TPMS 20HP 3600/60/3 230/460 V,"1,921.12",22315371057,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74933,B6JPBMS 15HP 1200/60/3 230/460V ODP SILI,"4,811.79",22315371088,610,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74937,B6JPBMS 20HP 1200/60/3 230/460V ODP,"5,372.98",22315371095,630,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74937KIT,B6JPBMS 13-1/2F PMP KIT SIL BRZ IMP,"3,042.59",22315371101,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B74945,B6JPBMS 40HP 1800/60/3 230/460V,"5,209.63",22315371125,675,44,31,28,A,Pentair
wholegood,Pumps,B75257,B8GPBMS 40HP 1200/60/3 ODP,"7,238.47",22315371149,1015,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B75263,B10GPBMS 40HP 1200/60/3 460V 60HZ,"9,001.48",22315371156,975,48,40,42,A,Pentair
wholegood,Pumps,B75861,B4GPBHS 30 HP 1800/60/3 230/460 V,"4,440.14",22315371187,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B75869,B4GPBHS 15HP 1800/60/3 230/460V ODP,"3,500.47",22315371217,465,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B75976,B21/2TPMS 7.5HP 3600/60/3,"1,191.82",22315371224,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B76775,B5EPHS 1800/60/3 230/460V ODP FLGD,"4,816.01",22315371262,360,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B76775MS1,B5EPHS 20HP 1800/60/3 TEFC,"4,826.51",22315371279,360,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B76776,B5EPHS 25HP 1800/60/3 230/460V ODP FLGD,"4,821.95",22315371286,465,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B76777,B6ZPLS 10HP 1800/60/1 230V ODP FLGD,"3,205.21",22315371309,315,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B76780,B6ZPLS 20HP 1800/60/3 SIL BRZ,"3,070.36",22315371347,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B76780MS6,B6ZPLS 20 HP 1800/60/3 ODP 93% EF,"3,511.66",7.88E+11,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B76782,B6ZPHS  20 HP 1800/60/3 ,"3,061.31",22315371378,355,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B76783,B6ZPHS 25HP 1800/60/3 ODP FLGD,"3,653.87",22315371385,435,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B76783MS2,B6ZPHS 25HP 1800/60/3 575V TEFC,"4,299.27",22315371392,435,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B76787,B8GPBMS 60HP 1800/60/3 ,"7,560.46",22315371446,905,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B78651,CENT PMP 1HP 115/230V 1 PH TEFC,538.95,22315174306,40,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B80441,MTR PKG 3/4HP 1PH ODP ,149.31,22315371491,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B81322,"BRKT MTR 6-T3-225 4""NPT ",655.67,22315371521,50,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,B82839,"PUMP END 6TS3-230 1STG 3HP 4""",651.12,7.88E+11,24,N/A,N/A,N/A,,Pentair
wholegood,Pumps,B85284,B4EYRMBMS CW 17.75C FRAME MTD,"4,486.57",22315371545,465,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,C218-177,MTR 0030 0000230 60 12 182JM ODP,389.95,22315372368,71,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,C218-178,MTR 0030 0000200 60 32 145JM ODP,438.61,22315372375,39,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,C218-180,MTR 0050 0000230 60 12 184JM ODP,491.11,22315372399,81,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,C218-180M,MTR MARATHON 5HP 3600/60/1 200V,460.61,22315372405,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,C218-191,MTR 0030 0000200 60 12 18,389.95,22315372429,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,C218-192,MTR 5HP 3600/60/1 OD 200V 184JM,491.11,22315372436,83,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,C76-68,PUMP BODY DS3 ,125.18,,N/A,N/A,N/A,N/A,,Pentair
wholegood,Pumps,CCH2H3-137,3HP 200/400 VOLT 3 C CC SER,"1,103.58",22315106482,85,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,CCH2H3-137S,CENT PMP 3HP 200V HI ,732.52,22315144743,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,CCH2J3-138S,CENT PMP 5HP 3PH 200V ,929.26,22315144781,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,CCHH-137S,CENT PMP 3HP 230V 1PH HI ,993.86,22315144705,113,22,12,12,A,Pentair
wholegood,Pumps,CCHH3-137S,CENT PMP 3HP 3PH HI HD ,838.5,22315144729,85,30,16,17,A,Pentair
wholegood,Pumps,CCHJ-138,CENT PMP 0050 0000230 1 ,"1,074.45",22315106451,96,29,16,17,A,Pentair
wholegood,Pumps,CCHJ3-138S,CENT PMP 5HP 3PH HI HD ,902.39,22315144767,112,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,CCM2H-136,3HP 200V-1 C CC SER ,"1,478.10",22315106529,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,CCM2H3-136,3HP 200/400 VOLT-3 C CC SER,"1,103.58",22315200036,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,CCMH-136S,CENT PMP 3HP 230V 1PH ,993.86,22315144798,113,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,CCMH3-136S,CENT PMP 3HP 3PH MED HD 208-230/460V,838.5,22315144804,90,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,CCMH36-136,CM SERIES 3 HP 575V ,770.82,22315202856,N/A,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,CCSPH2K3-142,PMP COM POOL 7.5HP 200V 3PH EPXY COAT,"2,897.34",22315373037,234,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,CCSPH2L3-143,PMP COM POOL 0010 0000200 EPX L/TRAP,"3,329.35",22315373044,280,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,CCSPH2M3-144,PMP COM POOL 15HP 200V 3PH EPXY COAT,"3,581.29",22315373051,300,N/A,N/A,N/A,A,Pentair
wholegood,Pumps,CCSPH2N3-145,PMP COM POOL 20HP 200V 3PH EPXY COAT,"4,723.91",22315373068,350,N/A,N/A,N/A,A,Pentair
