manufacturer,part_number,title,category,type,uom,minimum_order_amount,status,upc,weight,height,length,width,available,discontinued
Zodiac,R0018105,"Jandy Pro Series Heat Exchanger Tube Assembly, 400 ",HEATERS,parts,KIT,1,Active,52337011891,44,28,16.5,6,TRUE,FALSE
Zodiac,R0018104,"Jandy Pro Series Heat Exchanger Tube Assembly, 325 ",HEATERS,parts,KIT,1,Active,52337011884,38,5.7,24.3,17,TRUE,FALSE
Zodiac,R0018103,"Jandy Pro Series Heat Exchanger Tube Assembly, 250 ",HEATERS,parts,KIT,1,Active,52337011877,32.2,4.8,24.2,16,TRUE,FALSE
Zodiac,R0018102,"Jandy Pro Series Heat Exchanger Tube Assembly, 175 ",HEATERS,parts,KIT,1,Active,52337011860,26.7,8.4,17.1,17,TRUE,FALSE
Zodiac,R0018101,"Jandy Pro Series Heat Exchanger Tube Assembly, 125 ",HEATERS,parts,KIT,1,Active,52337011853,23,16.5,16,4,TRUE,FALSE
Zodiac,R0490305,"Jandy Pro Series Heat Exchanger Tube Assembly CuNi, Model 400, LRZE and LRZM ",HEATERS,parts,KIT,1,Active,52337035835,0,16,30,18,TRUE,FALSE
Zodiac,R0490304,"Jandy Pro Series Heat Exchanger Tube Assembly CuNi, Model 325, LRZE And LRZM ",HEATERS,parts,KIT,1,Active,52337035828,0,16,30,18,TRUE,FALSE
Zodiac,R0490301,"Jandy Pro Series Heat Exchanger Tube Assembly CuNi Model 125, LRZE and LRZM ",HEATERS,parts,KIT,1,Active,52337035798,24.7,9,23.4,17,TRUE,FALSE
Zodiac,R0490105,"Jandy Pro Series Heat Exchanger Tube Assembly Copper Model 400, LRZE And LRZM ",HEATERS,parts,KIT,1,Active,52337035781,46,12.6,46.5,20,TRUE,FALSE
Zodiac,R0490104,"Jandy Pro Series Heat Exchanger Tube Assembly Copper Model 325, LRZE And LRZM ",HEATERS,parts,KIT,1,Active,52337035774,39.7,15.8,36.3,20,TRUE,FALSE
Zodiac,R0490103,"Jandy Pro Series Heat Exchanger Tube Assembly Copper Model 250, LRZE And LRZM ",HEATERS,parts,KIT,1,Active,52337035767,0,16,30,18,TRUE,FALSE
Zodiac,R0490102,"Jandy Pro Series Heat Exchanger Tube Assembly Copper Model 175, LRZE And LRZM ",HEATERS,parts,KIT,1,Active,52337035750,27.9,8.8,23.4,17,TRUE,FALSE
Zodiac,R0490101,"Jandy Pro Series Heat Exchanger Tube Assembly Copper Model 125, LRZE ",HEATERS,parts,KIT,1,Active,52337035743,25,9,24,17,TRUE,FALSE
Zodiac,R3002301,"Jandy Pro Series Heat Exchanger Ti105R2, AE2000 Retrofit Kit ",HEATERS,parts,KIT,1,Active,52337036023,0,30,14,19,TRUE,FALSE
Zodiac,R3002303,"Jandy Pro Series Heat Exchanger Retrofit Kit Ti105R2, AE3000, Retrofit Kit. ",HEATERS,parts,KIT,1,Active,52337064316,0,30,14,19,TRUE,FALSE
Zodiac,R3002302,Jandy Pro Series Heat Exchanger Replacement Kit ,HEATERS,parts,KIT,1,Active,52337064309,39,31.1,14.5,19,TRUE,FALSE
Zodiac,R0477200,"Jandy Pro Series Heat Exchanger Hardware Bronze, ASME, Replacement Kit. Model All, LRZE And LRZM, LXI ",HEATERS,parts,KIT,1,Active,52337029773,0.57,1.5,7.5,6,TRUE,FALSE
Zodiac,R0453505,"Jandy Pro Series Heat Exchanger End Baffles, LXI 400 ",HEATERS,parts,KIT,1,Active,52337022965,0,6.38,28,6,TRUE,FALSE
Zodiac,R0332303,"Jandy Pro Series Heat Exchanger End Baffles, Lite2, 250 ",HEATERS,parts,KIT,1,Active,52337015585,1.3,6.4,18.6,8,TRUE,FALSE
Zodiac,R0332302,"Jandy Pro Series Heat Exchanger End Baffles, Lite2, 175 ",HEATERS,parts,KIT,1,Active,52337015578,1.1,3.6,13.1,5,TRUE,FALSE
Zodiac,R0332301,"Jandy Pro Series Heat Exchanger End Baffles, Lite2, 125 ",HEATERS,parts,KIT,1,Active,52337015561,1,3.6,13,6,TRUE,FALSE
Zodiac,R0453503,Jandy Pro Series Heat Exchanger End Baffles LXI 250 ,HEATERS,parts,KIT,1,Active,52337022958,2,6.2,28.3,7,TRUE,FALSE
Zodiac,R0470709,"Jandy Pro Series Heat Exchanger Assembly. Bronze, Complete, Model 325, LRZM ",HEATERS,parts,KIT,1,Active,52337039581,0,12,46,20,TRUE,FALSE
Zodiac,R0470704,"Jandy Pro Series Heat Exchanger Assembly. Bronze, Complete, Model 325, LRZE ",HEATERS,parts,KIT,1,Active,52337064699,0,12,46,20,TRUE,FALSE
Zodiac,R0470707,"Jandy Pro Series Heat Exchanger Assembly. Bronze, Complete, Model 175, LRZM ",HEATERS,parts,KIT,1,Active,52337039567,0,12.31,36,12,TRUE,FALSE
Zodiac,R0470702,"Jandy Pro Series Heat Exchanger Assembly. Bronze, Complete, Model 175, LRZE ",HEATERS,parts,KIT,1,Active,52337064767,0,12.31,36,12,TRUE,FALSE
Zodiac,R0470706,"Jandy Pro Series Heat Exchanger Assembly. Bronze, Complete, Model 125, LRZM ",HEATERS,parts,KIT,1,Active,52337039550,0,18.5,22,20,TRUE,FALSE
Zodiac,R0470701,"Jandy Pro Series Heat Exchanger Assembly. Bronze, Complete, Model 125, LRZE ",HEATERS,parts,KIT,1,Active,52337064774,0,18.5,22,20,TRUE,FALSE
Zodiac,R0470607,"Jandy Pro Series Heat Exchanger Assembly, Complete, Model 175, LRZM ",HEATERS,parts,KIT,1,Active,52337039512,22.1,19.8,30.5,20,TRUE,FALSE
Zodiac,R0523705,"Jandy Pro Series Heat Exchanger Assembly, Complete, Hi-E2, Cu-Ni ASME ",HEATERS,parts,KIT,1,Active,52337053457,200,5.5,4.5,7,TRUE,FALSE
Zodiac,R0303805,"Jandy Pro Series Heat Exchanger Assembly, Complete, Hi-E2 ",HEATERS,parts,KIT,1,Active,52337013604,165,28,41.5,15,TRUE,FALSE
Zodiac,R0500710,"Jandy Pro Series Heat Exchanger Assembly, Complete, CuNi, Model 400, LRZM ",HEATERS,parts,KIT,1,Active,52337039697,44,12,46,20,TRUE,FALSE
Zodiac,R0500709,"Jandy Pro Series Heat Exchanger Assembly, Complete, CuNi, Model 325, LRZM ",HEATERS,parts,KIT,1,Active,52337039680,0,12,46,20,TRUE,FALSE
Zodiac,R0500704,"Jandy Pro Series Heat Exchanger Assembly, Complete, CuNi, Model 325, LRZE ",HEATERS,parts,KIT,1,Active,52337039635,0,12,46,20,TRUE,FALSE
Zodiac,R0500708,"Jandy Pro Series Heat Exchanger Assembly, Complete, CuNi, Model 250, LRZM ",HEATERS,parts,KIT,1,Active,52337039673,37,12.31,36,12,TRUE,FALSE
Zodiac,R0500707,"Jandy Pro Series Heat Exchanger Assembly, Complete, CuNi, Model 175, LRZM ",HEATERS,parts,KIT,1,Active,52337039666,25,16.5,29.5,18,TRUE,FALSE
Zodiac,R0500706,"Jandy Pro Series Heat Exchanger Assembly, Complete, CuNi, Model 125, LRZM ",HEATERS,parts,KIT,1,Active,52337039659,30,16,30,18,TRUE,FALSE
Zodiac,10591209,"Jandy Pro Series Heat Exchanger Assembly Complete, ASME Bronze Headers Saltwater, 325 ",HEATERS,parts,KIT,1,Active,52337063067,0,0,0,20,TRUE,FALSE
Zodiac,10591208,"Jandy Pro Series Heat Exchanger Assembly Complete, ASME Bronze Headers Saltwater, 250 ",HEATERS,parts,KIT,1,Active,52337091886,0,0,0,12,TRUE,FALSE
Zodiac,10591207,"Jandy Pro Series Heat Exchanger Assembly Complete, ASME Bronze Headers Saltwater, 175 ",HEATERS,parts,KIT,1,Active,52337053662,0,0,0,17,TRUE,FALSE
Zodiac,10591206,"Jandy Pro Series Heat Exchanger Assembly Complete, ASME Bronze Headers Saltwater, 125 ",HEATERS,parts,KIT,1,Active,52337061865,0,0,0,20,TRUE,FALSE
Zodiac,10606405+,Jandy Pro Series Heat Exchanger Assembly Complete 400 ,HEATERS,parts,KIT,1,Active,52337000505,88,14,48,24,TRUE,FALSE
Zodiac,R0470710,"Jandy Pro Series Heat Exchanger Assembly Bronze Complete, Model 400, LRZM ",HEATERS,parts,KIT,1,Active,52337039598,0,12,46,20,TRUE,FALSE
Zodiac,R0470705,"Jandy Pro Series Heat Exchanger Assembly Bronze Complete, Model 400, LRZE ",HEATERS,parts,KIT,1,Active,52337064408,0,12,46,20,TRUE,FALSE
Zodiac,R0470708,"Jandy Pro Series Heat Exchanger Assembly Bronze Complete, Model 250, LRZM ",HEATERS,parts,KIT,1,Active,52337039574,0,12.31,36,12,TRUE,FALSE
Zodiac,R0470703,"Jandy Pro Series Heat Exchanger Assembly Bronze Complete, Model 250, LRZE ",HEATERS,parts,KIT,1,Active,52337036085,0,12.31,36,12,TRUE,FALSE
Zodiac,R0500810,"Jandy Pro Series Heat Exchanger Assembly Bronze Complete, CuNi, Model 400, LRZM ",HEATERS,parts,KIT,1,Active,52337039796,0,12,46,20,TRUE,FALSE
Zodiac,R0500805,"Jandy Pro Series Heat Exchanger Assembly Bronze Complete, CuNi, Model 400, LRZE ",HEATERS,parts,KIT,1,Active,52337039741,77,12.5,46.3,20,TRUE,FALSE
Zodiac,R0500809,"Jandy Pro Series Heat Exchanger Assembly Bronze Complete, CuNi, Model 325, LRZM ",HEATERS,parts,KIT,1,Active,52337039789,0,12,46,20,TRUE,FALSE
Zodiac,R0500804,"Jandy Pro Series Heat Exchanger Assembly Bronze Complete, CuNi, Model 325, LRZE ",HEATERS,parts,KIT,1,Active,52337039734,0,12,46,20,TRUE,FALSE
Zodiac,R0500808,"Jandy Pro Series Heat Exchanger Assembly Bronze Complete, CuNi, Model 250, LRZM ",HEATERS,parts,KIT,1,Active,52337039772,0,12.31,36,12,TRUE,FALSE
Zodiac,R0500803,"Jandy Pro Series Heat Exchanger Assembly Bronze Complete, CuNi, Model 250, LRZE ",HEATERS,parts,KIT,1,Active,52337039727,70,12.31,36,12,TRUE,FALSE
Zodiac,R0500807,"Jandy Pro Series Heat Exchanger Assembly Bronze Complete, CuNi, Model 175, LRZM ",HEATERS,parts,KIT,1,Active,52337039765,0,12.31,36,12,TRUE,FALSE
Zodiac,R0500802,"Jandy Pro Series Heat Exchanger Assembly Bronze Complete, CuNi, Model 175, LRZE ",HEATERS,parts,KIT,1,Active,52337039710,0,12.31,36,12,TRUE,FALSE
Zodiac,R0500806,"Jandy Pro Series Heat Exchanger Assembly Bronze Complete, CuNi, Model 125, LRZM ",HEATERS,parts,KIT,1,Active,52337039758,0,18.5,22,20,TRUE,FALSE
Zodiac,R0500801,"Jandy Pro Series Heat Exchanger Assembly Bronze Complete, CuNi, Model 125, LRZE ",HEATERS,parts,KIT,1,Active,52337039703,0,18.5,22,20,TRUE,FALSE
Zodiac,10762110,"Jandy Pro Series Heat Exchanger Assembly 400, LL2, ASME Bronze Header/Cu Tube, Kit ",HEATERS,parts,KIT,1,Active,52337053693,0,0,0,20,TRUE,FALSE
Zodiac,10762109,"Jandy Pro Series Heat Exchanger Assembly 325, LL2, ASME Bronze Header/Cu Tube, Kit ",HEATERS,parts,KIT,1,Active,52337053686,0,0,0,20,TRUE,FALSE
Zodiac,10762108,"Jandy Pro Series Heat Exchanger Assembly 250, LL2, ASME ",HEATERS,parts,KIT,1,Active,52337053679,0,0,0,12,TRUE,FALSE
Zodiac,10762107,"Jandy Pro Series Heat Exchanger Assembly 175, LL2, ASME Bronze Header/Cu Tube, Kit ",HEATERS,parts,KIT,1,Active,52337061872,0,0,0,12,TRUE,FALSE
Zodiac,10762106,"Jandy Pro Series Heat Exchanger Assembly 125, LL2, ASME Bronze Header/Cu Cube, Kit ",HEATERS,parts,KIT,1,Active,52337053655,0,0,0,20,TRUE,FALSE
Zodiac,10591210,"Jandy Pro Series Heat Exchanger Assembly ,400 ASME, Bronze Header/Cu-Ni Tube, Kit ",HEATERS,parts,KIT,1,Active,52337061896,0,0,0,20,TRUE,FALSE
Zodiac,R0412208,"Jandy Pro Series Heat Exchanger Assembly (Complete), 2"", ASME, 250, Lite2 ",HEATERS,parts,KIT,1,Active,52337021234,66.4,16.5,30,18,TRUE,FALSE
Zodiac,R0412206,"Jandy Pro Series Heat Exchanger Assembly (Complete), 2"", ASME, 125, Lite2 ",HEATERS,parts,KIT,1,Active,52337021210,0,4,16,16,TRUE,FALSE
Zodiac,R0454500,Jandy Pro Series Heat Exchanger ,HEATERS,parts,KIT,1,Active,52337023061,0.1,1.9,5.1,5,TRUE,FALSE
Zodiac,10697404+,"Jandy Pro Series Heat Exchange Baffle, 325 (8 Required) ",HEATERS,parts,KIT,1,Active,52337000567,0.2,1,23,3,TRUE,FALSE
Zodiac,R0483502,"Jandy Pro Series Heat Deflector Guard, Rear, Model 175, LRZE And LRZM ",HEATERS,parts,KIT,1,Active,52337035040,1.2,6.4,18.3,7,TRUE,FALSE
Zodiac,R0483503,"Jandy Pro Series Heat Deflector Guard, Rear 250, Legacy, Replacement Kit. LRZE And LRZM ",HEATERS,parts,KIT,1,Active,52337035057,1.4,6.4,28.4,7,TRUE,FALSE
Zodiac,R0483202,"Jandy Pro Series Heat Deflector Guard, Front, Model 175, LRZE And LRZM ",HEATERS,parts,KIT,1,Active,52337035149,1.3,6.6,17.9,7,TRUE,FALSE
Zodiac,R0483201,"Jandy Pro Series Heat Deflector Guard, Front, Model 125, LRZE And LRZM ",HEATERS,parts,KIT,1,Active,52337035132,1.3,6.4,18.3,7,TRUE,FALSE
Zodiac,R0483205,"Jandy Pro Series Heat Deflector Guard 400, Legacy, Replacement Kit. LRZE And LRZM ",HEATERS,parts,KIT,1,Active,52337035170,3,8.8,32.5,9,TRUE,FALSE
Zodiac,R0483203,"Jandy Pro Series Heat Deflector Guard 250, Legacy, Replacement Kit. LRZE And LRZM ",HEATERS,parts,KIT,1,Active,52337035156,1.7,6.4,28.3,7,TRUE,FALSE
Zodiac,R0016800,"Jandy Pro Series Header,In/Out,Bronze 2"" ",HEATERS,parts,KIT,1,Active,52337011846,23.3,5.3,16,8,TRUE,FALSE
Zodiac,R0477005,"Jandy Pro Series Header, Tube (Cuni) ASME 400 ",HEATERS,parts,KIT,1,Active,52337029759,42,16.6,29.9,18,TRUE,FALSE
Zodiac,R0477003,"Jandy Pro Series Header, Tube (Cuni) ASME 250 ",HEATERS,parts,KIT,1,Active,52337029742,32.3,8.6,23.3,17,TRUE,FALSE
Zodiac,R0454201,"Jandy Pro Series Header, Return Legacy Poly R-Kit ",HEATERS,parts,KIT,1,Active,52337059374,4,5,16,5,TRUE,FALSE
Zodiac,R0477900,"Jandy Pro Series Header, Plug,3/4-14 NPT Bronze, ASME, Replacement Kit. LRZE/LRZM, LXI ",HEATERS,parts,KIT,1,Active,52337029841,0.01,1.7,2.1,5,TRUE,FALSE
Zodiac,R0470800,"Jandy Pro Series Header, In/Out Model All, LRZE, LRZM ",HEATERS,parts,KIT,1,Active,52337035491,9,10,18,12,TRUE,FALSE
Zodiac,R0453600,"Jandy Pro Series Header, In/Out Lxi Polymer Replacement Kit. ",HEATERS,parts,KIT,1,Active,52337022972,7.45,18,10,18,TRUE,FALSE
Zodiac,R0477800,"Jandy Pro Series Header, Flange Bolts ASME Bronze Replacement Kit Model All, LRZE, LRZM ",HEATERS,parts,KIT,1,Active,52337029834,0.33,1.5,7.5,6,TRUE,FALSE
Zodiac,R0478000,"Jandy Pro Series Header, Drain Plug, Bronze Replacement Kit. Model All, LRZE, LRZM, LXI ",HEATERS,parts,KIT,1,Active,52337029858,0.01,1.2,2.2,4,TRUE,FALSE
Zodiac,R0476806,"Jandy Pro Series Header, Bypass Assembly With Hardware, Bronze Headers 400 ",HEATERS,parts,KIT,1,Active,52337029674,2.1,5.4,16,6,TRUE,FALSE
Zodiac,R0476803,"Jandy Pro Series Header, Bypass Assembly Model 250, LRZE/LRZM, LXI ",HEATERS,parts,KIT,1,Active,52337029643,1.5,4.4,6.4,5,TRUE,FALSE
Zodiac,R0544800,Jandy Pro Series Header Return/Bypass Legacy ,HEATERS,parts,KIT,1,Active,52337059596,7.8,10,18,12,TRUE,FALSE
Zodiac,R0050800,Jandy Pro Series Header Gasket Set of 18 ,HEATERS,parts,KIT,1,Active,52337012195,0.2,3,4.5,4,TRUE,FALSE
Zodiac,R0057000,Jandy Pro Series Header Bolt Kit ,HEATERS,parts,KIT,1,Active,52337012287,0.2,0.6,5.1,4,TRUE,FALSE
Zodiac,R0454200,"Jandy Pro Series Header Assembly, Polymer Model All,, LRZE, LRZM ",HEATERS,parts,KIT,1,Active,52337023030,2.9,5.5,16,6,TRUE,FALSE
Zodiac,R0368600,"Jandy Pro Series Header Assembly, I/O, LHS Replacement Kit ",HEATERS,parts,KIT,1,Active,52337018579,1.8,6.6,8.3,6,TRUE,FALSE
Zodiac,R0334700,"Jandy Pro Series Harness, High Limit Switch ",HEATERS,parts,KIT,1,Active,52337015776,0.1,0.2,4.6,3,TRUE,FALSE
Zodiac,R0302100,"Jandy Pro Series Hardware, JKT, Hi-E2 Replacement Kit ",HEATERS,parts,KIT,1,Active,52337013543,0.7,3.1,7.5,5,TRUE,FALSE
Zodiac,R0302500,"Jandy Pro Series Hardware, Internal Replacement Kit ",HEATERS,parts,KIT,1,Active,52337013567,0.3,1.7,5,3,TRUE,FALSE
Zodiac,R0319105,"Jandy Pro Series Hardware, Heat Exchanger Replacement Kit. ",HEATERS,parts,KIT,1,Active,52337014519,7.9,4.7,24.1,16,TRUE,FALSE
Zodiac,R0319200,"Jandy Pro Series Hardware, Header, Return Replacement Kit ",HEATERS,parts,KIT,1,Active,52337014526,0.6,2.8,7.4,5,TRUE,FALSE
Zodiac,R3007400,Jandy Pro Series Hardware Kit ,HEATERS,parts,KIT,1,Active,52337066181,1.6,4.8,6.5,5,TRUE,FALSE
Zodiac,R0319403,"Jandy Pro Series Hardware Assembly, Burner,Kit ",HEATERS,parts,KIT,1,Active,52337014540,0.68,3,13,5,TRUE,FALSE
Zodiac,R0319405,"Jandy Pro Series Hardware Assembly, Burner Replacement Kit, HiE2 ",HEATERS,parts,KIT,1,Active,52337014557,1,2.8,7.3,5,TRUE,FALSE
Zodiac,R0453800,"Jandy Pro Series Hardware And O-Ring, Bypass Replacement Kit. Model All, LRZE, LRZM ",HEATERS,parts,KIT,1,Active,52337022996,0.2,2.8,7.3,5,TRUE,FALSE
Zodiac,R0576700,"Jandy Pro Series Hard Start Capacitor, 1500 Only ",HEATERS,parts,1,1,Active,52337063838,0.2,4,4,4,TRUE,FALSE
Zodiac,R0460300,"Jandy Pro Series Grommet, Seal 2"" Replacement Kit ",HEATERS,parts,KIT,1,Active,52337023672,0.3,1,5.4,5,TRUE,FALSE
Zodiac,R0492800,"Jandy Pro Series Grommet, 7/8"", Replacement Kit Model All, LRZE And LRZM ",HEATERS,parts,KIT,1,Active,52337038232,0,1.63,2.44,2,TRUE,FALSE
Zodiac,R0491100,"Jandy Pro Series Grommet, 7/8"" Model All, LRZE And LRZM ",HEATERS,parts,KIT,1,Active,52337038225,0.1,1.6,3.8,4,TRUE,FALSE
Zodiac,R0316300,Jandy Pro Series Grommet Kit ,HEATERS,parts,KIT,1,Active,52337014144,0.1,1,5.4,1,TRUE,FALSE
Zodiac,R0348400,"Jandy Pro Series Grille,Vent,Outdoor,Black ",HEATERS,parts,KIT,1,Active,52337017169,0.4,3.1,6.6,5,TRUE,FALSE
Zodiac,R0593500,"Jandy Pro Series Goody Bag Kit, All JXI ",HEATERS,parts,KIT,1,Active,52337067638,6,8,12,12,TRUE,FALSE
Zodiac,R0456600,"Jandy Pro Series Gasket, Temperature Control Bulb, Model All, LRZM & LRZM ",HEATERS,parts,KIT,1,Active,52337023290,0.01,1.3,2.3,4,TRUE,FALSE
Zodiac,R0454300,"Jandy Pro Series Gasket, Header LXI/Legacy, Replacement Kit ",HEATERS,parts,KIT,1,Active,52337023047,0.1,1.7,5.5,4,TRUE,FALSE
Zodiac,R0327500,"Jandy Pro Series Gasket, Header Front Or Rear ",HEATERS,parts,KIT,1,Active,52337015035,1.1,1.3,5.6,3,TRUE,FALSE
Zodiac,R0304300,"Jandy Pro Series Gasket, Header ",HEATERS,parts,KIT,1,Active,52337013635,0.9,2.8,7.7,5,TRUE,FALSE
Zodiac,R0011400,"Jandy Pro Series Gasket, Flow Control Replacement Kit. ",HEATERS,parts,KIT,1,Active,52337011587,0.1,1.4,6.2,4,TRUE,FALSE
Zodiac,R0458500,"Jandy Pro Series Gasket, display bezels, LXI, All ",HEATERS,parts,KIT,1,Active,52337065375,0.4,6.5,8.2,6,TRUE,FALSE
Zodiac,S0078100+,"Jandy Pro Series Gasket, Adapter,2""X1 1/2"" ",HEATERS,parts,KIT,1,Active,52337025928,0.2,0.5,8.5,5,TRUE,FALSE
Zodiac,R0329900,Jandy Pro Series Gasket WithBlower Mounting Hardware ,HEATERS,parts,KIT,1,Active,52337015196,0.3,2.8,7.5,5,TRUE,FALSE
Zodiac,R0309100,"Jandy Pro Series Gasket Set, Vent Duct/Heater Top Gasket or Heater Top/InDr ",HEATERS,parts,KIT,1,Active,52337013888,0.5,3.1,7.7,5,TRUE,FALSE
Zodiac,R0452900,"Jandy Pro Series Gasket Mounting Flange, ",HEATERS,parts,KIT,1,Active,52337022880,0.7,5.6,10.1,10,TRUE,FALSE
Zodiac,R0590900,Jandy Pro Series Gasket Kit ,HEATERS,parts,KIT,1,Active,52337067294,1,1,10,12,TRUE,FALSE
Zodiac,R0021100,"Jandy Pro Series Gasket And Sleeve, Kit ",HEATERS,parts,KIT,1,Active,52337011921,0.1,1.7,4.5,3,TRUE,FALSE
Zodiac,R0392100,"Jandy Pro Series Gasket And Sleeve, Flange ",HEATERS,parts,KIT,1,Active,52337020138,0.15,1.5,7.5,6,TRUE,FALSE
Zodiac,R0054800,"Jandy Pro Series Gasket and Sleeve Kit, 2"" ",HEATERS,parts,KIT,1,Active,52337012218,0.6,2.8,7.5,5,TRUE,FALSE
Zodiac,R0589500,Jandy Pro Series Gasket & Seals Kit (Heater manifold) ,HEATERS,parts,KIT,1,Active,52337067164,0.5,12.25,1,10,TRUE,FALSE
Zodiac,R0448202,"Jandy Pro Series Gas Valve, Propane, LG CE Replacement Kit ",HEATERS,parts,KIT,1,Active,52337022248,3.1,5,7.5,6,TRUE,FALSE
Zodiac,R0493200,"Jandy Pro Series Gas Valve, Propane Model All, LRZM ",HEATERS,parts,KIT,1,Active,52337064361,4,5,7.4,6,TRUE,FALSE
Zodiac,R0494500,"Jandy Pro Series Gas Valve, Natural, Model All, LRZE Model All, LRZE ",HEATERS,parts,KIT,1,Active,52337064415,3,4.8,6.4,4,TRUE,FALSE
Zodiac,R0493100,"Jandy Pro Series Gas Valve, Natural Model All, LRZM ",HEATERS,parts,KIT,1,Active,52337064354,4,4.9,7.4,6,TRUE,FALSE
Zodiac,R0099400,"Jandy Pro Series Gas Valve, Natural (250 - 400) ",HEATERS,parts,KIT,1,Active,52337012966,2,3,7.3,5,TRUE,FALSE
Zodiac,R0096400,"Jandy Pro Series Gas Valve, Natural ",HEATERS,parts,KIT,1,Active,52337012652,3.3,5,7.5,6,TRUE,FALSE
Zodiac,R0317100,"Jandy Pro Series Gas Valve, Natural ",HEATERS,parts,KIT,1,Active,52337014366,1,4.9,7.5,6,TRUE,FALSE
Zodiac,R0448201,"Jandy Pro Series Gas Valve, Nat, LG CE Replacement Kit. ",HEATERS,parts,KIT,1,Active,52337022231,3.2,4.9,7.6,6,TRUE,FALSE
Zodiac,R0494600,"Jandy Pro Series Gas Valve, LP, Legacy, Replacement Kit. Model All, LRZE ",HEATERS,parts,KIT,1,Active,52337064422,2.2,4.4,6.4,5,TRUE,FALSE
Zodiac,R0095900,"Jandy Pro Series Gas Valve, LP ",HEATERS,parts,KIT,1,Active,52337012614,1.9,4.5,6.4,5,TRUE,FALSE
Zodiac,R0096900,"Jandy Pro Series Gas Valve, LP ",HEATERS,parts,KIT,1,Active,52337012690,3.2,5,7.5,6,TRUE,FALSE
Zodiac,R0319600,"Jandy Pro Series Gas Valve, LP ",HEATERS,parts,KIT,1,Active,52337014601,2,4.4,6.5,5,TRUE,FALSE
Zodiac,R0200100,"Jandy Pro Series Gas Valve, HI-E2, 350 BTU / VWH,EPH, 300 BTU ",HEATERS,parts,KIT,1,Active,52337013161,2.6,5,7.4,6,TRUE,FALSE
Zodiac,R0455200,"Jandy Pro Series Gas Valve Natural With Street Elbow, LXI Replacement ",HEATERS,parts,KIT,1,Active,52337023160,2,4.4,6.6,5,TRUE,FALSE
Zodiac,R0455300,"Jandy Pro Series Gas Valve LP With Street Elbow, LXI Replacement Kit ",HEATERS,parts,KIT,1,Active,52337023177,3,4.4,6.5,5,TRUE,FALSE
Zodiac,R0591400,Jandy Pro Series Gas Valve ,HEATERS,parts,KIT,1,Active,52337067379,3,4,5.75,5,TRUE,FALSE
Zodiac,R0010400,Jandy Pro Series Gas Pressure Test Kit ,HEATERS,parts,KIT,1,Active,52337011556,1.8,3.6,9,7,TRUE,FALSE
Zodiac,L0032200+,"Jandy Pro Series Gas Orifice, Natural, 0'. - 3,000' ",HEATERS,parts,KIT,1,Active,52337005883,0.1,0.3,5,3,TRUE,FALSE
Zodiac,R0309305,"Jandy Pro Series Gas Orifice, NAT ",HEATERS,parts,KIT,1,Active,52337013895,0.3,1.7,4.9,3,TRUE,FALSE
Zodiac,R0309405,"Jandy Pro Series Gas Orifice, LPG ",HEATERS,parts,KIT,1,Active,52337013901,0.6,1.5,5.4,5,TRUE,FALSE
Zodiac,L0032900+,"Jandy Pro Series Gas Orifice, LP, 0' - 5,000' ",HEATERS,parts,KIT,1,Active,52337005913,0.1,0.1,4,0,TRUE,FALSE
Zodiac,R0591604,"Jandy Pro Series Gas Orifice Kit, 400, NAT ",HEATERS,parts,KIT,1,Active,52337067416,0.5,4.5,6.75,6,TRUE,FALSE
Zodiac,R0591608,"Jandy Pro Series Gas Orifice Kit, 400, LP ",HEATERS,parts,KIT,1,Active,52337067454,0.5,8.75,0.5,5,TRUE,FALSE
Zodiac,R0591602,"Jandy Pro Series Gas Orifice Kit, 260, NAT ",HEATERS,parts,KIT,1,Active,52337067393,0.5,4.5,6.75,6,TRUE,FALSE
Zodiac,R0591606,"Jandy Pro Series Gas Orifice Kit, 260, LP ",HEATERS,parts,KIT,1,Active,52337067430,0.5,8.75,0.5,5,TRUE,FALSE
Zodiac,R0591601,"Jandy Pro Series Gas Orifice Kit, 200, NAT ",HEATERS,parts,1,1,Active,52337067386,0.5,8.75,0.5,5,TRUE,FALSE
Zodiac,R0591605,"Jandy Pro Series Gas Orifice Kit, 200, LP ",HEATERS,parts,1,1,Active,52337067423,0.5,8.75,0.5,5,TRUE,FALSE
Zodiac,L0006600+,"Jandy Pro Series Gas Manfld,Laars Lite,400 ",HEATERS,parts,KIT,1,Active,52337005876,0,6,16,10,TRUE,FALSE
Zodiac,L0006500+,"Jandy Pro Series Gas Manfld,Laars Lite,325 ",HEATERS,parts,KIT,1,Active,52337005869,2.7,6.6,16.6,11,TRUE,FALSE
Zodiac,L0006400+,"Jandy Pro Series Gas Manfld,Laars Lite,250 ",HEATERS,parts,KIT,1,Active,52337005852,2.9,6.5,16.8,10,TRUE,FALSE
Zodiac,L0006300+,"Jandy Pro Series Gas Manfld,Laars Lite,175 ",HEATERS,parts,KIT,1,Active,52337005845,2.2,5.4,16.3,8,TRUE,FALSE
Zodiac,L0052200+,"Jandy Pro Series Gas Manfld,Laars Lite,125 ",HEATERS,parts,KIT,1,Active,52337005937,0,5,16,7,TRUE,FALSE
Zodiac,R0393200,"Jandy Pro Series Gap Spacer, In/Out, All ",HEATERS,parts,KIT,1,Active,52337020244,2.1,8.4,20,9,TRUE,FALSE
