part_number,title,base_price,cat_low_net_price,upc,uom,manufacturer,category
S244SLV,24 IN SAND FILTER -SIDE MOUNT/LESS VALVE-,$348.26 ,,6.10E+11,1,Hayward,wholegood
LSCUS11030,UCL SPA COLOR 12V 30FT,$348.19 ,,6.10E+11,1,Hayward,wholegood
S166T92SFTTL,16 IN SAND FILTER SYST W/1 HP MX PUMP/TIMER/TLOK,$348.10 ,,6.10E+11,1,Hayward,wholegood
S180T93STL,"18"" SAND FILTER SYS W/VLV/1-1/2HP MATRIX PUMP",$347.42 ,,6.10E+11,1,Hayward,wholegood
S210T1580X15S,"1-1/2 HP SAND FILTER SYS W/VALVE & 1-1/2"" HOSE K",$346.75 ,,6.10E+11,1,Hayward,wholegood
SV10100STE,"1"" PVC SOL VLV SOC & THD EPDM",$346.59 ,,6.10E+11,1,Hayward,
C5501575XES,55 SQ FT EASY-CLEAR FILTER SYSTEM W/1HP PUMP,$345.95 ,,6.10E+11,1,Hayward,wholegood
2030ADC,"PVU-CONC, 2028ADC + V130LG HOSES",$343.06 ,,6.10E+11,1,Hayward,wholegood
930ADC,NAV-928ADC+V130LG HOSES,$343.05 ,,6.10E+11,1,Hayward,wholegood
S180T93S,"18"" SAND FILTER SYS W/VLV/1-1/2HP MATRIX PUMP",$342.27 ,,6.10E+11,1,Hayward,wholegood
AQL2-TB-RF-PS-4,"REMOTE-WIRELESS,TABLETOP,PS-4 ONLY BLK",$341.53 ,,7.61E+11,6,Hayward,wholegood
AQL2-TW-RF-PS-4,"REMOTE-WIRELESS,TABLETOP,PS-4 ONLY,WHITE",$341.53 ,,7.61E+11,6,Hayward,wholegood
AQL2-TW-RF-P-4,"REMOTE, WIRELESS, TABLE TOP P-4 ONLY WHITE",$341.53 ,,7.61E+11,6,Hayward,wholegood
AQL2-TB-RF-P-4,"REMOTE, WIRELESS, TABLE TOP P-4 ONLY, BLK",$341.53 ,,7.61E+11,6,Hayward,wholegood
EAUTB110STV,"1""ELEC ACT TB VLV PVC W/VITON SEALS",$340.69 ,,6.10E+11,1,Hayward,
S166T92SFT,16 IN SAND FILTER SYST W/1 HP MATRIX PUMP/TIMER,$339.84 ,,6.10E+11,1,Hayward,wholegood
HCSBP3-KIT,"BYPASS KIT, 3 IN SALT CELL",$339.39 ,,6.10E+11,1,Hayward,wholegood
S180T92STL,"18"" SAND FILTER SYS W/VLV/1 HP MATRIX PUMP/HOSES",$339.29 ,,6.10E+11,1,Hayward,wholegood
LPWUS11050,UCL POOL WHITE 12V 50FT 500W EQUIV,$338.76 ,,6.10E+11,1,Hayward,wholegood
EAUTB110STE,"1""ELEC ACT TB VLV PVC W/EPDM SEALS",$338.45 ,,6.10E+11,1,Hayward,
SV20075STE,"3/4"" CPVC SOLENOID VALVE,  SOC. & THD. W/EPDM",$338.35 ,,6.10E+11,1,Hayward,
S180T92S,"18"" SAND FILTER SYS W/VLV/1 HP MATRIX PUMP/HOSES",$334.17 ,,6.10E+11,1,Hayward,wholegood
BYCN1060E1GGB,"6"" BYCN PVC/PVC/EPDM/316/GEAR/GRAY/NSF61",$333.59 ,,6.10E+11,1,Hayward,wholegood
ASC-1P-B-TC,"AQUA-SOL,COMBO,1P VALVE,SEN-B,AQ-SOL-LV-TC CNTRL",$333.40 ,,7.61E+11,1,Hayward,wholegood
ASC-1P-A-TC,"COMBO-CONTROL,SOLAR,1P VLV,SEN A,AQSOLLVTC CNTRL",$332.37 ,,7.61E+11,1,Hayward,wholegood
ASC-2P-A-TC,"COMBO-CONTROL,SOLAR,2P VLV,SEN A,AQSOLLVTC CNTRL",$332.37 ,,7.61E+11,1,Hayward,wholegood
ASC-2P-B-TC,"COMBO-CONTROL,SOLAR,2P VLV,SEN B,AQSOLLVTC CNTRL",$332.37 ,,7.61E+11,1,Hayward,wholegood
SP2607X10,1 HP SUPER PUMP,$330.96 ,,6.10E+11,1,Hayward,wholegood
WCV2300ES,"3"" CPVC WAFER FULL PATTERN CHK VLV EPDM SS SPRNG",$330.93 ,,6.10E+11,1,Hayward,
S180T1585STL,"SYSTEM,SAND,18"" 1.5HP LX W TL VALVE& 1-1/2"" HOSE",$329.61 ,,6.10E+11,1,Hayward,wholegood
EAUTB107STV,"3/4"" ELEC ACT TB VLV PVC W/VITON SEALS",$329.12 ,,6.10E+11,1,Hayward,
C4001575XES,40 SQ FT EASY-CLEAR FILTER SYSTEM W/1HP PUMP,$327.53 ,,6.10E+11,1,Hayward,wholegood
EAUTB107STE,"3/4"" ELEC ACT TB VLV PVC W/EPDM SEALS",$326.59 ,,6.10E+11,1,Hayward,
LPWUS11030,UCL POOL WHITE 12V 30FT 500W EQUIV,$326.14 ,,6.10E+11,1,Hayward,wholegood
S180T92,"18"" SAND FILTER SYS W/VLV & 1 HP MATRIX PUMP",$326.08 ,,6.10E+11,1,Hayward,wholegood
T-CELL-9,"CELL-25K GAL,15FT CBL",$325.87 ,,7.61E+11,1,Hayward,wholegood
SP2810X15,MAX-FLO PUMP 1-1/2 HP,$325.62 ,,6.10E+11,1,Hayward,wholegood
S180T1580X15S,"1-1/2 HP SAND FILTER SYS W/VALVE & 1-1/2"" HOSE K",$325.17 ,,6.10E+11,1,Hayward,wholegood
AQL2-WW-RF-PS16,"REMOTE-WIRELESS,WALL MOUNT PS-16 ONLY, WHITE",$323.33 ,,7.61E+11,8,Hayward,wholegood
AQL2-WB-RF-PS16,"REMOTE-WIRELESS,WALL MOUNT,PS-16 ONLY,BLK",$323.33 ,,7.61E+11,8,Hayward,wholegood
S180T1580STL,FILTER SYST-SAND 1HP W/TOP  MT VLV & 1-1/2 HOSES,$322.46 ,,6.10E+11,1,Hayward,wholegood
EAUTB105STV,"1/2"" ELEC ACT TB VLV PVC W/VITON SEALS",$321.93 ,,6.10E+11,1,Hayward,
EAUTB105STE,"1/2"" ELEC ACT TB VLV PVC W/EPDM SEALS",$320.80 ,,6.10E+11,1,Hayward,
S166T92STL,16 IN SAND FILTER SYST W/1 HP MATRIX PUMP/T-LOCK,$320.09 ,,6.10E+11,1,Hayward,wholegood
LPLUS11100,UCL POOL WHITE 12V 100FT 300W EQUIV,$319.55 ,,6.10E+11,1,Hayward,wholegood
1005CC,"PV CLASSIC,CONCRETE,UNITIZED",$319.50 ,,6.10E+11,1,Hayward,wholegood
BYCN1050E1GGB,"5"" BYCN PVC/PVC/EPDM/316/GEAR/GRAY/NSF61",$319.16 ,,6.10E+11,1,Hayward,wholegood
LSLUS11100,UCL SPA WHITE 12V 100FT 100W EQUIV,$318.65 ,,6.10E+11,1,Hayward,wholegood
SV10075STE,"3/4"" PVC SOL VLV SOC & THD EPDM",$318.20 ,,6.10E+11,1,Hayward,
S180T1580S,1 HP SAND FILTER SYST W/TOP MT VLV & 1-1/2 HOSES,$318.02 ,,6.10E+11,1,Hayward,wholegood
BFA1060SFS,"6"" BFA ST'D FLG SXS PVC FPM",$317.19 ,,6.10E+11,1,Hayward,wholegood
BFA1060TFS,"6"" BFA ST'D FLG TXT PVC FPM",$317.19 ,,6.10E+11,1,Hayward,wholegood
SAS,"SALT & SWIM 3C, 30K GALLONS",$316.45 ,,6.10E+11,1,Hayward,wholegood
SAS-PRO,"SALT & SWIM PRO, 30K GAL",$316.45 ,,6.10E+11,1,Hayward,wholegood
AQL2-POD,HANDHELD RF FLOATING CONTROL,$316.22 ,,7.61E+11,12,Hayward,wholegood
S166T92S,16 IN SAND FILTER SYST W/1 HP MATRIX PUMP/ HOSES,$314.43 ,,6.10E+11,1,Hayward,wholegood
TC1250FE,"I 1/2"" PVC TC BALL CHECK FLG EPDM",$310.35 ,,6.10E+11,1,Hayward,wholegood
WG1033HF2PAK2,FRAME&COVER DUAL PAK 18SQ HI FLOW,$309.31 ,,6.10E+11,2,Hayward,wholegood
WG1033LV2PAK2,FRAME&COVER DUAL PAK 18SQ LOW VELOCITY,$309.31 ,,6.10E+11,2,Hayward,wholegood
YS20150TU,"1-1/2"" CPVC Y-STRAINER, THD TRUE UNION",$307.73 ,,6.10E+11,1,Hayward,
YS20150SU,"1-1/2"" CPVC Y-STRAINER,TRUE UNION SOC.",$307.73 ,,6.10E+11,1,Hayward,
S270T2,"FILTER-SAND, 27IN W/2IN VALVE",$306.82 ,,6.10E+11,1,Hayward,wholegood
ASC-2P-A-LV,"COMBO-CONTROL,SOLAR,2P VLV,SEN A,AQSOLLV CNTRL",$305.24 ,,7.61E+11,1,Hayward,wholegood
ASC-2P-B-LV,"COMBO-CONTROL,SOLAR,2P VLV,SEN B,AQSOLLV CNTRL",$305.24 ,,7.61E+11,1,Hayward,wholegood
ASC-1P-A-LV,"CONTROL-SOL,VLV,ACTUATOR & SENSOR ""B""",$305.24 ,,7.61E+11,1,Hayward,wholegood
S166T1580X15S,16 IN SAND FILTER SYST W/1.5HPLX PUMP/HOSES,$305.16 ,,6.10E+11,1,Hayward,wholegood
S220T2,"SAND FILTER, 22 IN, 2 IN VALVE",$304.93 ,,6.10E+11,1,Hayward,wholegood
SP2310X15,PUMP-1.5 HP MAXFLO XL,$304.75 ,,6.10E+11,1,Hayward,wholegood
SB1200ST1/8,"2"" SIMPLEX,PVC,VITON,      SOC/THD,1/8 PERF",$304.46 ,,6.10E+11,1,Hayward,
S166T1580STL,16 IN SAND FILTER SYST W/1HP LX PUMP/HOSES,$303.84 ,,6.10E+11,1,Hayward,wholegood
SP2605X7,3/4 HP SUPER PUMP,$302.94 ,,6.10E+11,1,Hayward,
SP2807X10,MAX-FLO PUMP -1 HP-,$302.00 ,,6.10E+11,1,Hayward,wholegood
YS10300SU,"3"" PVC Y-STRAINER, SOC. UNION",$300.24 ,,6.10E+11,1,Hayward,
YS10300TU,"3"" PVC Y-STRAINER, THD. UNION",$300.24 ,,6.10E+11,1,Hayward,
S166T1580S,16 IN SAND FILTER SYST W/1HP LX PUMP/HOSES,$298.27 ,,6.10E+11,1,Hayward,wholegood
C12002S,120SQ FT STAR-CLEAR PLUS FILTER -2 IN SKT-,$296.13 ,,6.10E+11,1,Hayward,wholegood
WCV2250VS,"2 1/2"" CPVC WAFER FULL PATTERNCHK VLV FPM SS SPR",$295.38 ,,6.10E+11,1,Hayward,
WCV1400ES,"4"" PVC WAFER FULL PATTERN CHK VLV EPDM SS SPRING",$293.93 ,,6.10E+11,1,Hayward,
TB1400S,"4"" PVC TU BALL VLV SKT VIT",$293.74 ,,6.10E+11,1,Hayward,
TB1400T,"4"" PVC TU BALL VLV THD VIT",$293.74 ,,6.10E+11,1,Hayward,
S244T2,24IN SAND FILTER W/2IN VALVE PACK,$293.01 ,,6.10E+11,1,Hayward,wholegood
SP2305X7EESP,"PUMP-MAXFLO XL,3/4HP,EE SMPOOL",$292.14 ,,6.10E+11,1,Hayward,wholegood
EC50AC,PERFLEX W/CLAMP MODULAR FILTER,$292.11 ,,6.10E+11,1,Hayward,wholegood
C1200,120SQ FT STAR-CLEAR PLUS FILTER -1 & 1/2 IN FIP-,$290.78 ,,6.10E+11,1,Hayward,wholegood
C12002,120SQ FT STAR-CLEAR PLUS FILTER -2 IN FIP-,$290.78 ,,6.10E+11,1,Hayward,wholegood
YS10250S,"2-1/2"" PVC Y-STRAINER, SOC.",$289.18 ,,6.10E+11,1,Hayward,
YS10250T,"2-1/2"" PVC Y-STRAINER, THD.",$289.18 ,,6.10E+11,1,Hayward,
LPLUS11050,UCL POOL WHITE 12V 50FT 300W EQUIV,$288.05 ,,6.10E+11,1,Hayward,wholegood
928ADC,"NAV-CONC,PL BX,N/VDO W/VLCK",$287.52 ,,6.10E+11,1,Hayward,wholegood
2028ADC,"PVU-CONC, PL BX, NVDO, WVLCK",$287.52 ,,6.10E+11,1,Hayward,wholegood
LSLUS11050,UCL SPA WHITE 12V 50FT 100W EQUIV,$287.12 ,,6.10E+11,1,Hayward,wholegood
LACUN11150,"COLORLOGIC,320 ACCENT NETWORK 12V 150FT",$286.43 ,,6.10E+11,1,Hayward,wholegood
SP2305X7EE,"PUMP-.75 HP MAXFLO XL, EE",$285.17 ,,6.10E+11,1,Hayward,wholegood
WCV1400V,"4"" PVC WAFER FULL PATTERN CHK VLV FPM",$284.62 ,,6.10E+11,1,Hayward,
AQL2-WB-RF-PS-8,"REMOTE-WIRELESS, WALL MOUNT, PS-8 ONLY, BLK",$284.60 ,,7.61E+11,8,Hayward,wholegood
AQL2-WW-RF-PS-8,"REMOTE-WIRELESS,WALL MOUNT PS-8 ONLY,WHITE",$284.32 ,,7.61E+11,8,Hayward,wholegood
SP2600X5,1/2 HP SUPER PUMP,$283.21 ,,6.10E+11,1,Hayward,wholegood
SP2307X10,PUMP-1.0 HP MAXFLO XL,$282.66 ,,6.10E+11,1,Hayward,wholegood
GLC-GVA-A,"COMBO-CONTROL,SOLAR,SEN A,GL235,GVA-24",$282.37 ,,6.10E+11,1,Hayward,wholegood
S144T1540STL,14IN SAND FILTER W/40GPM PUMP W/T-LK,$280.13 ,,6.10E+11,1,Hayward,wholegood
S270T,"FILTER-SAND,27IN PRO SERIES,TOP MT.",$279.36 ,,6.10E+11,1,Hayward,wholegood
WCV2250ES,"2 1/2"" CPVC WAFER FULL PATTERNCK VLV EPDM SS SPR",$279.23 ,,6.10E+11,1,Hayward,
HLWALLMOUNT,"HAYWARD LOGIC,WALLMOUNT REMOTE",$278.75 ,,6.10E+11,1,Hayward,wholegood
YS20150S,"1-1/2"" CPVC Y-STRAINER,    SOC.",$278.57 ,,6.10E+11,6,Hayward,
YS20150T,"1-1/2"" CPVC Y-STRAINER,    THD.",$278.57 ,,6.10E+11,6,Hayward,
ASC-1P-B-LV,"CONTROL-SOL,VLV,ACTUATOR & SENSOR",$278.22 ,,7.61E+11,1,Hayward,wholegood
BYCN1040E1GGB,"4"" BYCN PVC/PVC/EPDM/316/GEAR/GRAY/NSF61",$278.12 ,,6.10E+11,1,Hayward,
BYCN1080E1LGB,"8"" BYCN PVC/PVC/EPDM/316/LEVER/GRAY/NSF61",$277.40 ,,6.10E+11,3,Hayward,wholegood
SP0503100,400W/120V LIGHT-100 FT CORD,$277.19 ,,6.10E+11,1,Hayward,wholegood
SP2805X7,MAX-FLO PUMP 3/4 HP,$276.57 ,,6.10E+11,1,Hayward,wholegood
LPLUS11030,UCL POOL WHITE 12V 30FT 300W EQUIV,$275.44 ,,6.10E+11,1,Hayward,wholegood
AQL2-WB-PS-16,"REMOTE-WIRED, WALL MOUNT,PS-16 ONLY",$275.27 ,,7.61E+11,8,Hayward,wholegood
TB2250SE,"2-1/2""CPVC SOC TB SAFE BLOCK VLV,EPDM",$275.05 ,,6.10E+11,1,Hayward,
LSLUS11030,UCL SPA WHITE 12V 30FT 100W EQUIV,$274.51 ,,6.10E+11,1,Hayward,wholegood
BYV11060A0EL000,"6"" BYV BFLY VLV PVC/PVC/EPDM LEVER",$272.22 ,,6.10E+11,1,Hayward,wholegood
S144T1540S,14IN SAND FILTER W/40GPM PUMP,$271.87 ,,6.10E+11,1,Hayward,wholegood
YS10300S,"3"" PVC Y-STRAINER, SOC.",$271.50 ,,6.10E+11,1,Hayward,
YS10300T,"3"" PVC Y-STRAINER, THD.",$271.50 ,,6.10E+11,1,Hayward,
SP14952S50,FLUSH UNION 1-1/2 IN SKT   BULK PAK,$271.47 ,,6.10E+11,1,Hayward,wholegood
933ADC,"NAV-CONC, BLK, PL BX, NVDO,VLCK",$271.39 ,,6.10E+11,1,Hayward,wholegood
BYCN1030E1GGB,"3"" BYCN PVC/PVC/EPDM/316/GEAR/GRAY/NSF61",$269.00 ,,6.10E+11,1,Hayward,
AQL2-WW-PS-16,"REMOTE-WIRED,WALL MOUNT PS-16 ONLY, WHITE 06",$268.94 ,,7.61E+11,8,Hayward,wholegood
EC1079SPK24,"HOSE PAK, 24 PER",$268.28 ,,6.10E+11,1,Hayward,wholegood
LYCUN11150,"COLORLOGIC,160 ACCENT NETWORK 12V 150FT",$266.90 ,,6.10E+11,1,Hayward,wholegood
S244T,24 INCH SAND FILTER,$265.06 ,,6.10E+11,1,Hayward,wholegood
BLUCON,HAYWARD BLU CONCRETE,$264.82 ,,6.10E+11,1,Hayward,wholegood
BLUVIN,HAYWARD BLU VINYL,$264.82 ,,6.10E+11,1,Hayward,wholegood
BYCN1025E1GGB,"2 1/2"" BYCN PVC/PVC/EPDM/316/GEAR/GRAY/NSF61",$263.67 ,,6.10E+11,1,Hayward,
AQL2-WB-RF-PS-4,"REMOTE-WIRELESS, WALL MOUNT, PS-4 ONLY, BLK",$263.26 ,,7.61E+11,8,Hayward,wholegood
AQL2-WW-RF-PS-4,"REMOTE-WIRELESS,WALL MOUNT PS-4 ONLY WHITE",$263.26 ,,7.61E+11,8,Hayward,wholegood
SB1050ST1/32,"1/2"" SIMPLEX,PVC,VITON,SOC,THD,1/32 PERF",$262.80 ,,6.10E+11,1,Hayward,
LACUN11100,"COLORLOGIC,320 ACCENT NETWORK 12V 100FT",$260.96 ,,6.10E+11,1,Hayward,wholegood
SV20025STV,"1/4"" CPVC SOL VLV,SOC & THD VITON",$258.90 ,,6.10E+11,1,Hayward,
SV20050STV,"1/2"" CPVC SOL VLV,SOC & THD VITON",$258.89 ,,6.10E+11,1,Hayward,
SP2305X7,PUMP-.75 HP MAXFLO XL,$258.86 ,,6.10E+11,1,Hayward,wholegood
LACUS11150,"COLORLOGIC,320 ACCENT 12V 150FT",$258.62 ,,6.10E+11,1,Hayward,wholegood
LAWUS11150,CRYSTALOGIC 320 ACCNT 12V 150FT,$258.62 ,,6.10E+11,1,Hayward,wholegood
BYCN1020E1GGB,"2"" BYCN PVC/PVC/EPDM/316/GEAR/GRAY/NSF61",$257.63 ,,6.10E+11,1,Hayward,
C9002SEP,80 SQ FT DE SEPARATION TANK,$257.49 ,,6.10E+11,1,Hayward,wholegood
WCV1300ES,"3"" PVC WAFER FULL PATTERN CHK VLV EPDM SS SPRING",$256.87 ,,6.10E+11,1,Hayward,
SV10050STE,"1/2"" PVC SOL VLV SOC & THD EPDM",$256.83 ,,6.10E+11,1,Hayward,
S220T,22 IN SAND FILTER,$255.99 ,,6.10E+11,1,Hayward,wholegood
TB1400SE,"4"" PVC TU BALL VLV SKT EPDM",$255.52 ,,6.10E+11,1,Hayward,
TB1400TE,"4"" PVC TU BALL VLV THD EPDM",$255.52 ,,6.10E+11,1,Hayward,
WCV1400E,"4"" PVC WAFER FULL PATTERN CHK VLV EPDM",$254.03 ,,6.10E+11,1,Hayward,
C9002S,90 SQ FT STAR-CLEAR PLUS FILTER -2 IN SKT-,$251.97 ,,6.10E+11,1,Hayward,wholegood
SV20050STE,"1/2"" CPVC SOLENOID VALVE,  SOC. & THD. W/EPDM",$251.81 ,,6.10E+11,1,Hayward,
SV20025STE,"1/4"" CPVC SOLENOID VLV,SOC & THD EPDM",$251.81 ,,6.10E+11,1,Hayward,
WCV2200VS,"2"" CPVC WAFER FULL PATTERN CHK VLV FPM SS SPRING",$251.12 ,,6.10E+11,1,Hayward,
SB1075ST1/8,"3/4"" SIMPLEX,PVC,FPM,SOC,THD,1/8 PERF",$248.64 ,,6.10E+11,1,Hayward,
SB1100ST1/32,"1"" SIMPLEX,PVC,VITON,SOC,  THD,1/32 PERF",$247.44 ,,6.10E+11,1,Hayward,
C9002,90 SQ FT STAR-CLEAR PLUS FILTER -2 IN FIP-,$246.64 ,,6.10E+11,1,Hayward,wholegood
C900,90 SQ FT STAR-CLEAR PLUS FILTER -1 & 1/2 IN FIP-,$246.54 ,,6.10E+11,1,Hayward,wholegood
SP0583SL150,500W/120V ASTROLITE SERIES 150FT CORD,$245.48 ,,6.10E+11,1,Hayward,wholegood
S244TLV,24 INCH SAND FILTER -LESS VALVE-,$244.08 ,,6.10E+11,1,Hayward,wholegood
SP15932S,1-1/2 HP PF MTX 2 SPD W/SW,$243.60 ,,6.10E+11,1,Hayward,wholegood
SP0581100,300W/12V ASTROLITE SERIES 100FT CORD,$243.28 ,,6.10E+11,1,Hayward,wholegood
SP0581S100,300W/12V ASTROLITE SERIES 100FT CORD,$243.28 ,,6.10E+11,1,Hayward,wholegood
GLC-1P-A,"COMBO-CONTROL,SOLAR,SEN A,GL235,V&A1P",$242.84 ,,7.61E+11,1,Hayward,wholegood
GLC-2P-A,"COMBO-CONTROL,SOLAR,SEN A,GL235,V&A2P",$242.84 ,,7.61E+11,1,Hayward,wholegood
GLC-1P-B,"COMBO-CONTROL,SOLAR,SEN B,GL235,V&A1P",$242.84 ,,7.61E+11,1,Hayward,wholegood
GLC-2P-B,"COMBO-CONTROL,SOLAR,SEN B,GL235,V&A2P",$242.84 ,,7.61E+11,1,Hayward,wholegood
SP1593FTTL,1-1/2 HP PF MTX W/MICRO TIMMER/T-LOK CORD,$242.60 ,,6.10E+11,1,Hayward,wholegood
WCV1300V,"3"" PVC WAFER FULL PATTERN CHK VLV FPM",$241.93 ,,6.10E+11,1,Hayward,
LYCUN11100,"COLORLOGIC,160 ACCENT NETWORK 12V 100FT",$241.45 ,,6.10E+11,1,Hayward,wholegood
C2251540LSS,25 SQ FT FILTER W/PUMP & BASE,$240.89 ,,6.10E+11,1,Hayward,wholegood
SV10050STV,"1/2"" PVC SOL VLV SOC & THD VITON",$240.01 ,,6.10E+11,1,Hayward,
WCV2200ES,"2"" CPVC WAFER FULL PATTERN CHK VLV EPDM SS SPRNG",$239.92 ,,6.10E+11,1,Hayward,
SP050250,300W/12V LIGHT-50 FT CORD,$239.67 ,,6.10E+11,1,Hayward,wholegood
HCSCECK15,CABLE KIT 15 FT - SALINE C6.0,$239.63 ,,6.10E+11,1,Hayward,wholegood
LYCUS11150,"COLORLOGIC,160 ACCENT 12V 150FT",$239.10 ,,6.10E+11,1,Hayward,wholegood
LYWUS11150,CRYSTALOGIC 160 ACCNT 12V 150FT,$239.10 ,,6.10E+11,1,Hayward,wholegood
SP1593FT,1-1/2 HP PF MTX W/MICRO TIMER/CORD,$236.30 ,,6.10E+11,1,Hayward,wholegood
AQL2-WB-PS-8,"REMOTE-WIRED,WALL MOUNT PS-8 ONLY, BLK,06",$236.21 ,,7.61E+11,8,Hayward,wholegood
AQL2-WW-PS-8,"REMOTE-WIRED,WALL MOUNT PS-8 ONLY, WHITE,06",$236.21 ,,7.61E+11,8,Hayward,wholegood
SP0571N100,300W/12V DURALITE SERIES 100 FT CORD,$236.08 ,,6.10E+11,1,Hayward,wholegood
LACUN11050,"COLORLOGIC,320 ACCENT NETWORK 12V 50FT",$235.51 ,,6.10E+11,1,Hayward,wholegood
SB1100STE,"1"" SIMPLEX,PVC,EPDM,SOC&THD",$235.06 ,,6.10E+11,1,Hayward,
SP15922S,1 HP PF MTX 2 SPD W/SW,$234.24 ,,6.10E+11,1,Hayward,
SB1100STE1-32,"1"" SIMPLEX,PVC,EPDM,SOC,THD,1/32 PERF",$233.28 ,,6.10E+11,1,Hayward,
LACUS11100,"COLORLOGIC,320 ACCENT 12V 100FT",$233.16 ,,6.10E+11,1,Hayward,wholegood
LAWUS11100,CRYSTALOGIC 320 ACCNT 12V 100FT,$233.16 ,,6.10E+11,1,Hayward,wholegood
S180TPAKS,18 IN SAND FILTER W/TOP MT VLV /BASE & HOSE PAK,$233.15 ,,6.10E+11,1,Hayward,wholegood
SP1592FTTL,1 HP PF MTX  W/MICRO TIMER/T-LOK CORD,$232.84 ,,6.10E+11,1,Hayward,
EC40AC,PERFLEX W/CLAMP MODULAR FILTER,$229.56 ,,6.10E+11,1,Hayward,wholegood
6060,PUMP-BOOSTER,$228.15 ,,6.10E+11,1,Hayward,wholegood
S210T,21 INCH SAND FILTER,$227.49 ,,6.10E+11,1,Hayward,wholegood
SP1592FT,1 HP PF MTX W/MICRO TIMER/CORD,$226.86 ,,6.10E+11,1,Hayward,
SP1591FTTL *,3/4 HP PF MTX W/MICRO TIMER/TWST-LOK CORD,$226.86 ,,6.10E+11,1,Hayward,
LACUN11030,"COLORLOGIC,320 ACCENT NETWORK 12V 30FT",$225.33 ,,6.10E+11,1,Hayward,wholegood
AQL-CHEM2-240,"CHEMISTRY KIT 2, PH DISPENSE, 240VAC",$222.86 ,,7.61E+11,7,Hayward,wholegood
AQL-CHEM2,"KIT-CHEMISTRY1,PH,DISPENSE",$222.86 ,,7.61E+11,7,Hayward,wholegood
WCV1250ES,"2 1/2"" PVC WAFER FULL PATTERN CHK EPDM SS SPRING",$222.30 ,,6.10E+11,1,Hayward,
WCV1300E,"3"" PVC WAFER FULL PATTERN CHK VLV EPDM",$221.97 ,,6.10E+11,1,Hayward,
SP0591SL150,100W/120V SPALIGHT 150FT CORD -INCANDESCENT-,$218.99 ,,6.10E+11,1,Hayward,wholegood
SP1591FT *,3/4 HP PF MTX W/MICRO TIMER,$218.97 ,,6.10E+11,1,Hayward,
AQ-SOL-LV-TC,"CONTROL-SOLAR,AQUA POOL,TIMECLOCK",$217.06 ,,7.61E+11,1,Hayward,wholegood
YS10250SU,"2-1/2"" PVC Y-STRAINER, SOC. TRUE UNION",$216.86 ,,6.10E+11,1,Hayward,
YS10250TU,"2-1/2"" PVC Y-STRAINER, THD. TRUE UNION",$216.86 ,,6.10E+11,1,Hayward,
C7512,75 SQ FT STAR-CLEAR PLUS FILTER  -2 IN-,$216.23 ,,6.10E+11,1,Hayward,wholegood
LYCUN11050,"COLORLOGIC,160 ACCENT NETWORK 12V 50FT",$216.00 ,,6.10E+11,1,Hayward,wholegood
C751,"75 SF STAR-CLEAR PLUS 1-1/2"" FILTER",$214.22 ,,6.10E+11,1,Hayward,wholegood
LYCUS11100,"COLORLOGIC,160 ACCENT 12V 100FT",$213.65 ,,6.10E+11,1,Hayward,wholegood
LYWUS11100,CRYSTALOGIC 160 ACCNT 12V 100FT,$213.65 ,,6.10E+11,1,Hayward,wholegood
SP1593TL,1-1/2 HP PF MTX W/T-LOK CORD,$213.34 ,,6.10E+11,1,Hayward,wholegood
AQL2-WB-PS-4,"REMOTE-WIRED, WALL MOUNT,PS-4 ONLY,BLK",$210.59 ,,7.61E+11,8,Hayward,wholegood
AQL2-WW-PS-4,"REMOTE-WIRED,WALL MOUNT PS-4, ONLY,WHITE 06",$210.59 ,,7.61E+11,8,Hayward,wholegood
SP058175,300W/12V ASTROLITE SERIES 75FT CORD,$208.26 ,,6.10E+11,1,Hayward,wholegood
SP0581S75,300W/12V ASTROLITE SERIES 75FT CORD,$208.26 ,,6.10E+11,1,Hayward,wholegood
LACUS11050,"COLORLOGIC,320 ACCENT 12V 50FT",$207.71 ,,6.10E+11,1,Hayward,wholegood
LAWUS11050,CRYSTALOGIC 320 ACCENT 12V 50FT,$207.71 ,,6.10E+11,1,Hayward,wholegood
SP1593,1-1/2 HP PF MTX W/CORD,$207.51 ,,6.10E+11,1,Hayward,wholegood
BFA1060SES,"6"" BFA ST'D FLG SXS PVC EPDM",$207.26 ,,6.10E+11,1,Hayward,wholegood
LYCUN11030,"COLORLOGIC,160 ACCENT NETWORK 12V 30FT",$205.82 ,,6.10E+11,1,Hayward,wholegood
SP0583SLB100,500W/120V ASTROLITE 100' CORD W/SS RIM/BLUE LENS,$205.04 ,,6.10E+11,1,Hayward,wholegood
AQL2-SS-RF,"REMOTE-WIRELESS,SPASIDE,AQUA LOGIC",$204.91 ,,7.61E+11,12,Hayward,wholegood
S180T,18 INCH SAND FILTER,$204.49 ,,6.10E+11,1,Hayward,wholegood
SP1592TL,1 HP PF MTX  W/T-LOK CORD,$204.00 ,,6.10E+11,1,Hayward,
WCV1250V,"2 1/2"" PVC WAFER FULL PATTERN CHK FPM",$203.22 ,,6.10E+11,1,Hayward,
DAB1020UEE,"2"" PVC MAN DIAPH VLV T/U EPDM",$202.13 ,,6.10E+11,1,Hayward,
YS00200F,"2"" CLEAR PVC Y-STRAINER,FLG",$201.74 ,,6.10E+11,1,Hayward,
