part_number,title,base_price,cat_low_net_price,upc,uom,manufacturer,category
SP0527SLED50,"LIGHT-LED COLOR,POOL 120V/50FT CORD SS",$501.45 ,,7.61E+11,1,Hayward,wholegood
EC50C92SFTTL,PERFLEX EC50C W/1 HP MATRIX PUMP/MICRO TIMER/TL,$500.42 ,,6.10E+11,1,Hayward,wholegood
SP0527LED50,"LIGHT-LED COLOR,POOL 120V/50FT CORD PLASTIC",$499.95 ,,7.61E+11,1,Hayward,wholegood
SP3015EEAZ,PUMP SUPERII 1.5HP CONSV RISER,$497.41 ,,6.10E+11,1,Hayward,wholegood
DE3620,36 SQ FT PRO-GRID DE FILTER,$492.91 ,,6.10E+11,1,Hayward,wholegood
RV1150TE,"1 1/2"" PVC RELIEF VLV THD EPDM",$491.81 ,,6.10E+11,1,Hayward,
RC9742,SHARKVAC-KD CADDY,$490.64 ,,6.10E+11,1,Hayward,wholegood
YS20300SU,"3"" CPVC Y-STRAINER, SOC. UNION",$489.85 ,,6.10E+11,1,Hayward,
YS20300TU,"3"" CPVC Y-STRAINER, SOC. UNION",$489.84 ,,6.10E+11,1,Hayward,
SP0527SLED30,"LIGHT-LED COLOR,POOL 120V/30FT CORD SS",$489.51 ,,7.61E+11,1,Hayward,wholegood
SP0527LED30,"LIGHT-LED COLOR,POOL 120V/30FT CORD PLASTIC",$488.04 ,,7.61E+11,1,Hayward,wholegood
SP0535SLED150,"LIGHT-LED COLOR,SPA 120V/150FT CORD SS",$485.11 ,,7.61E+11,1,Hayward,wholegood
T-CELL-15LL,LONG LIFE 40K GAL CELL,$484.85 ,,6.10E+11,1,Hayward,wholegood
SP2621X25,2-1/2 HP SUPER PUMP,$484.31 ,,6.10E+11,1,Hayward,
EC50C93STL,PERFLEX EC50C W/1.5HP MATRIX PUMP & TWST-LOK,$482.90 ,,6.10E+11,1,Hayward,wholegood
YS20200F,"2"" CPVC Y-STRAINER, FLG'D.",$482.88 ,,6.10E+11,1,Hayward,
SP36075EE,"PUMP-TRISTAR WATERFALL, 75 GPM",$482.09 ,,6.10E+11,1,Hayward,wholegood
C2030,225 SF SWIM CLEAR TOP MANIFOLD,$479.20 ,,6.10E+11,1,Hayward,wholegood
LPCUN11050,UCL POOL COLOR NETWORK 12V 50FT,$477.93 ,,6.10E+11,1,Hayward,wholegood
SP3215X20,"2 HP TRISTAR, MAXRATE",$477.82 ,,6.10E+11,1,Hayward,wholegood
EC50C93S,PERFLEX EC50C W/1.5HP MATRIX PUMP & HOSES,$476.96 ,,6.10E+11,1,Hayward,wholegood
CC20093S,200 SQ FT XSTREAM SYS W/1.5HP MATRIX PUMP,$476.80 ,,6.10E+11,1,Hayward,wholegood
HL-CHEM,"KIT-CHEMISTRY1,PH,ORP,SENSE,OR",$476.56 ,,6.10E+11,1,Hayward,wholegood
AQL-CHEM,"KIT-CHEMISTRY1,PH,ORP,SENSE,ORP DISPENSE",$476.56 ,,7.61E+11,1,Hayward,wholegood
YS10400S,"4"" PVC Y-STRAINER, SOC.",$474.95 ,,6.10E+11,1,Hayward,
YS10400T,"4"" PVC Y-STRAINER, THD.",$474.95 ,,6.10E+11,1,Hayward,
LSCUN11150,UCL SPA COLOR NETWORK 12V 150FT,$474.12 ,,6.10E+11,1,Hayward,wholegood
EC50C92STL,PERFLEX EC50C W/1 HP MATRIX PUMP & TWIST-LOK,$473.84 ,,6.10E+11,1,Hayward,wholegood
EC40C92SFT,PERFLEX 1 HP FILTER SYST W/BASE/HOSES/MICRO TIME,$472.65 ,,6.10E+11,1,Hayward,wholegood
EC75A,BASIC MODULAR FILTER,$471.06 ,,6.10E+11,1,Hayward,wholegood
DAB1030FEK,"3"" PVC MAN DIAPH VLV FLG EPDM",$470.69 ,,6.10E+11,1,Hayward,
WC1500ES *,"5"" SPRING ASSISTED WAFER CHECK EPDM,PVC,316 SSTL",$470.66 ,,6.10E+11,1,Hayward,wholegood
SP2610X152S,1-1/2 HP SUPER PUMP 2 SPEED W/SWITCH,$469.04 ,,6.10E+11,1,Hayward,wholegood
LPCUSDEMO1,UCL POOL DEMO LIGHT,$468.36 ,,6.10E+11,1,Hayward,wholegood
LPWUSDEMO1,"UCL, CRYSTALLOGIC,DEMO LIGHT",$468.36 ,,6.10E+11,1,Hayward,wholegood
EC50C92S,PERFLEX EC50C W/1 HP MATRIX PUMP & HOSES,$468.10 ,,6.10E+11,1,Hayward,wholegood
SP3210EE,1 HP TRISTAR FULL RATE,$466.69 ,,6.10E+11,1,Hayward,wholegood
LPCUS11100,UCL POOL COLOR 12V 100FT,$466.57 ,,6.10E+11,1,Hayward,wholegood
S310T2,"30"" PRO SERIES TOP MT. SAND FILTER",$465.31 ,,6.10E+11,1,Hayward,wholegood
LPCUN11030,UCL POOL COLOR NETWORK 12V 30FT,$465.26 ,,6.10E+11,1,Hayward,wholegood
CC15093SFTTL,150 SQ FT XSTREAM SYS W/1.5HP MX PUMP/TIMR/T-LOK,$464.29 ,,6.10E+11,1,Hayward,wholegood
CC150932S,"SYS-XSTREAM,150 SQFT,1.5HP,2SPD MATRIX PUMP",$462.71 ,,6.10E+11,1,Hayward,wholegood
HCV375,"VALVE, COMMERCIAL SIDE MT 3 IN",$462.68 ,,6.10E+11,1,Hayward,wholegood
RV1200T,"2"" PVC RELIEF VLV THD VITON",$461.63 ,,6.10E+11,1,Hayward,
SV10075STV24A/D,"3/4"" PVC SOL VLV 24 VAC/DC VITON",$460.55 ,,6.10E+11,1,Hayward,
SP2315X202,"PUMP-2.0 HP MAXFLO XL, 2 SP",$458.54 ,,6.10E+11,1,Hayward,wholegood
CC15093SFT,150 SQ FT XSTREAM SYS W/1.5HP MATRIX PUMP/TIMER,$458.05 ,,6.10E+11,1,Hayward,wholegood
RC9740,SHARKVAC-ROBOTIC CLEANER,$457.54 ,,6.10E+11,1,Hayward,wholegood
SP3015X20AZ,PUMP SUPERII 2HP W/RISER,$457.34 ,,6.10E+11,1,Hayward,wholegood
SP3010AZ,PUMP SUPERII 1HP AZ W/RISER,$456.72 ,,6.10E+11,1,Hayward,wholegood
RV1200TE,"2"" RELIEF VLV, PVC, EPDM",$454.53 ,,6.10E+11,1,Hayward,
SP3010EEAZ,PUMP SUPERII 1HP W/RISER CONSV,$452.84 ,,6.10E+11,1,Hayward,wholegood
BYCN1080E1GGB,"8"" BYCN PVC/PVC/EPDM/316/GEAR/GRAY/NSF61",$452.16 ,,6.10E+11,1,Hayward,wholegood
T-CELL-15,"CELL-40K GAK, 15FT CBL",$451.19 ,,6.10E+11,1,Hayward,wholegood
CSPAXI11,COMFORTZONE C-SPA XI ELECTRIC SPA/HOT TUB HEATER,$450.00 ,,6.10E+11,1,Hayward,wholegood
EC50C80X5STL,PERFLEX EC50C W/1-1/2HP PUMP & TWST-LOK CORD,$448.82 ,,6.10E+11,1,Hayward,wholegood
EC40C92STL,PERFLEX 1 HP FILTER SYST W/BASE/HOSES/TWST-LOK,$447.88 ,,6.10E+11,1,Hayward,wholegood
YS20300S,"3"" CPVC Y-STRAINER, SOC.",$446.18 ,,6.10E+11,1,Hayward,
YS20300T,"3"" CPVC Y-STRAINER, THD.",$446.18 ,,6.10E+11,1,Hayward,
DE2420,24 SQ FT PRO-GRID DE FILTER,$445.00 ,,6.10E+11,1,Hayward,wholegood
EC50C80X5S,1-1/2HP EC50C FILTER SYSTEM,$443.32 ,,6.10E+11,1,Hayward,
EC40C92S,PERFLEX 1 HP FILTER SYST W/BASE & HOSE KIT,$441.94 ,,6.10E+11,1,Hayward,wholegood
EC40C91S,PERFLEX 3/4HP FILTER SYST W/BASE & HOSE KIT,$441.40 ,,6.10E+11,1,Hayward,wholegood
YS10250F,"2-1/2"" PVC Y-STRAINER,     FLG'D.",$441.16 ,,6.10E+11,1,Hayward,
BYV11060A0EG000,"6"" BYV BFLY VLV PVC/PVC/EPDM GEAR",$440.51 ,,6.10E+11,1,Hayward,wholegood
SP3210X15,"PUMP-1 1/2 HP TRISTAR, MAXRATE",$440.20 ,,6.10E+11,1,Hayward,wholegood
AQL-SS-D-B,"REMOTE-DIGITAL,11BUTTON SPASIDE,BLACK",$439.71 ,,7.61E+11,8,Hayward,wholegood
AQL-SS-D-W,"REMOTE-DIGITAL,11BUTTON SPASIDE,WHITE",$439.71 ,,7.61E+11,8,Hayward,wholegood
AQ-TROL-RJ-TL,"CHLORINATOR-AQUA TROL,RETURN JET,TWIST LOCK",$438.93 ,,7.61E+11,1,Hayward,wholegood
CC10092SFTTL,100 SQ FT XSTREAM SYS W/1HP MATX PUMP/TIMR/T-LOK,$437.90 ,,6.10E+11,1,Hayward,wholegood
SP2607X102S,"PUMP-1 HP SUPER,2 SPEED W/SWITCH",$437.87 ,,6.10E+11,1,Hayward,wholegood
EAUTN115STE,"1-1/2"" PVC/EPDM TN W/ EAU",$437.64 ,,6.10E+11,1,Hayward,
EC65A,BASIC MODULAR FILTER,$437.58 ,,6.10E+11,1,Hayward,wholegood
CC100922S,"SYS-XSTREAM,100 SQFT,1HP,2SPD MATRIX PUMP",$435.77 ,,6.10E+11,1,Hayward,wholegood
LPCUS11050,UCL POOL COLOR 12V 50FT,$435.38 ,,6.10E+11,1,Hayward,wholegood
VRHEAT110,"HEATER KIT,110 VAC VR1000",$433.67 ,,6.10E+11,1,Hayward,wholegood
VRHEAT220,"HEATER KIT,220 VAC VR1000",$433.67 ,,6.10E+11,1,Hayward,wholegood
HPC-4-ACT,"CONTROL-BASE,ECOMMAND,4 RLY,3 VLV OUTPUT 2 GVA24",$433.62 ,,7.61E+11,1,Hayward,wholegood
LSCUS11150,UCL SPA COLOR 12V 150FT,$433.46 ,,6.10E+11,1,Hayward,wholegood
SP3207EE,3/4 HP TRISTAR FULL RATE,$431.89 ,,6.10E+11,1,Hayward,
HLRELAYBANK,"HAYWARD LOGIC,4 RELAY MODULE",$431.49 ,,6.10E+11,1,Hayward,wholegood
CC10092SFT *,100 SQ FT XSTREAM SYS W/1HP MATRIX PUMP/M-TIMER,$430.95 ,,6.10E+11,1,Hayward,wholegood
CC15093STL,150 SQ FT XSTREAM SYS W/1.5HP MATRIX PUMP/TW-LOK,$430.63 ,,6.10E+11,1,Hayward,wholegood
SP2810X152,MAX-FLO PUMP  1-1/2 HP 2 SPEED,$430.37 ,,6.10E+11,1,Hayward,wholegood
SB1200ST,"2"" SIMPLEX,PVC,VITON,SOC,  THD",$426.75 ,,6.10E+11,1,Hayward,
SB1200ST1/32,"2"" SIMPLEX,PVC,VITON,SOC,THD,1/32 PERF",$426.75 ,,6.10E+11,1,Hayward,
SP0535SLED100,"LIGHT-LED COLOR,SPA 120V/100FT CORD SS",$426.73 ,,7.61E+11,1,Hayward,wholegood
S244S,24 IN SAND FILTER -SIDE MOUNT-,$425.79 ,,6.10E+11,1,Hayward,wholegood
CC15093S,150 SQ FT XSTREAM SYS W/1.5HP MATRIX PUMP,$423.92 ,,6.10E+11,1,Hayward,wholegood
AQL2-TW-RF-PS16,"REMOTE-WIRELESS, TABLE TOP, PS-16 ONLY, WHITE",$423.82 ,,7.61E+11,6,Hayward,wholegood
AQL2-TB-RF-PS16,"REMOTE-WIRELESS, TABLE TOP,PS-16 ONLY, BLK",$423.82 ,,7.61E+11,6,Hayward,wholegood
LSCUN11100,UCL SPA COLOR NETWORK 12V 100FT,$423.54 ,,6.10E+11,1,Hayward,wholegood
LPCUS11030,UCL POOL COLOR 12V 30FT,$422.89 ,,6.10E+11,1,Hayward,wholegood
TW1250SE,"2 1/2"" PVC 3-WAY BALL VLV SOC",$422.01 ,,6.10E+11,1,Hayward,
TW1250TE,"2 1/2"" PVC 3-WAY BALL VLV THD",$422.01 ,,6.10E+11,1,Hayward,
TW1300SE,"3"" PVC 3-WAY BALL VLV SKT,EPDM",$422.01 ,,6.10E+11,1,Hayward,
TW1300TE,"3"" PVC 3-WAY BALL VLV THD,EPDM",$422.01 ,,6.10E+11,1,Hayward,
TBLS1150STVL,"1-1/2"" PVC TB VITON LMT SWTCH LOCKING HANDLE",$421.98 ,,6.10E+11,6,Hayward,
SP3010X15AZ,PUMP SUPERII 1-1/2HP W/RISER,$421.61 ,,6.10E+11,1,Hayward,wholegood
SP0535LED100,"LIGHT-LED COLOR,SPA 120V/100FT CORD PLASIC",$421.09 ,,7.61E+11,1,Hayward,wholegood
SP4007 *,"PUMP-3/4 HP, NORTHSTAR, FULLRATE EE",$420.88 ,,6.10E+11,1,Hayward,wholegood
WCV1600ES,"6"" PVC WAFER FULL PATTERN CHK VLV EPDM SS SPRING",$419.88 ,,6.10E+11,1,Hayward,wholegood
AQ-TROL-RJ,"CHLORINATOR-AQUA TROL,RETURN JET,STRSIGHT BLADE",$419.56 ,,7.61E+11,1,Hayward,wholegood
ONCOM-ACT,"CONTROL-BASE,ONCOM,GVA-24",$419.03 ,,7.61E+11,1,Hayward,wholegood
SP3007EECA,"PUMP 3/4HP SUPER II, EE RISER",$418.92 ,,6.10E+11,1,Hayward,wholegood
YS10300F,"3"" PVC Y-STRAINER, FLG'D.",$418.64 ,,6.10E+11,1,Hayward,
SP3207X10,PUMP-1 HP TRISTAR MAXRATE,$418.15 ,,6.10E+11,1,Hayward,wholegood
CSPAXI55,COMFORTZONE C-SPA XI ELECTRIC SPA/HOT TUB HEATER,$417.01 ,,6.10E+11,1,Hayward,wholegood
CC15092STL,XSTREAM-150 SQ FT SYS W/1 HP,$415.04 ,,6.10E+11,1,Hayward,wholegood
C2002,200SQ FT STAR-CLEAR PLUS FILTER -2 IN FIP-,$414.81 ,,6.10E+11,1,Hayward,wholegood
S230T932S,"SYS-FILTER,SAND,23IN,1.5HP,2SPD MATRIX",$414.16 ,,6.10E+11,1,Hayward,wholegood
WCV2400VS,"4"" CPVC WAFER FULL PATTERN CHK VLV FPM SS SPRING",$413.66 ,,6.10E+11,1,Hayward,
EC40C80STL,PERFLEX 40 1 HP FILTER SYST W/BASE & HOSE KIT,$413.63 ,,6.10E+11,1,Hayward,wholegood
SP2615X20,2 HP SUPER PUMP,$413.05 ,,6.10E+11,1,Hayward,wholegood
AQL-CHEM3-120,"MURIATIC ACID FEED SYSTEM,120V",$412.72 ,,6.10E+11,1,Hayward,wholegood
AQL-CHEM3-240,"MURIATIC ACID FEED SYSTEM,240V",$412.72 ,,6.10E+11,1,Hayward,wholegood
LPWUS11150,UCL POOL WHITE 12V 150FT 500W EQUIV,$410.41 ,,6.10E+11,1,Hayward,wholegood
SV10075STE24A/D,"3/4"" PVC SOL VLV 24 VAC/DC EPDM",$409.56 ,,6.10E+11,1,Hayward,
CC15080X5STL,150 SQ FT XSTREAM SYS W/1.5HP LX PUMP/TW-LOK,$409.09 ,,6.10E+11,1,Hayward,wholegood
YS20200SU,"2"" CPVC Y-STRAINER, SOC. UNION ENDS",$408.70 ,,6.10E+11,1,Hayward,
YS20200TU,"2"" CPVC Y-STRAINER, THD. UNION ENDS",$408.70 ,,6.10E+11,1,Hayward,
S210T932STL,"SYS-SAND FIL,21IN,1.5HP, 2SP, PF MTX,TWIST LOCK",$408.35 ,,6.10E+11,1,Hayward,wholegood
EC40C80S,PERFLEX 40 1 HP FILTER SYST W/BASE & HOSE KIT,$407.94 ,,6.10E+11,1,Hayward,wholegood
SB1150STE,"1 1/2"" SIMPLEX PVC EPDM ST",$405.95 ,,6.10E+11,1,Hayward,
S244SV,24 IN SIDE MT SAND FILTER  W/SLIDE VALVE,$405.00 ,,6.10E+11,1,Hayward,wholegood
EAUTN1125STE,"1-1/4"" PVC/EPDM TN W/ EAU",$404.49 ,,6.10E+11,1,Hayward,
CC10092STL,100 SQ FT XSTREAM SYS W/1HP MATRIX PUMP/TW-LOK,$403.76 ,,6.10E+11,1,Hayward,wholegood
SB1150STE1-8,"1-1/2"" SIMPLEX,PVC,EPDM,1/8 PERF",$402.88 ,,6.10E+11,1,Hayward,
SB1200STE1-8,"2"" SIMPLEX,PVC,EPDM,SOC,THD,1/8 PERF",$402.88 ,,6.10E+11,1,Hayward,
SP2310X152,"PUMP-1.5 HP MAXFLO XL, 2 SP",$402.81 ,,6.10E+11,1,Hayward,wholegood
S200,SAND FILTER W/MULTIPORT    VLV,$402.62 ,,6.10E+11,1,Hayward,wholegood
CC15080X5S,150 SQ FT XSTREAM SYS W/1.5HP LX PUMP,$402.27 ,,6.10E+11,1,Hayward,wholegood
WCV1600V,"6"" PVC WAFER FULL PATTERN CHK VLV FPM",$402.02 ,,6.10E+11,1,Hayward,wholegood
SP3007X10AZ,PUMP SUPERII 1HP W/RISER,$400.49 ,,6.10E+11,1,Hayward,wholegood
SP3007X10AZ2,PUMP SUPERII 1HP 2IN AZ RISER,$400.30 ,,6.10E+11,1,Hayward,wholegood
S210T93SFTTL,"21"" SAND FILTER SYS W/VLV/1.5HP MATRIX PUMP&HOSE",$399.68 ,,6.10E+11,1,Hayward,wholegood
S230T93SFT,"23"" SAND SYSTEM W/1.5HP MATRIX PUMP/HOSES/TIMER",$399.68 ,,6.10E+11,1,Hayward,wholegood
BYV11040A0EG000,"4"" BYV BFLY VLV PVC/PVC/EPDM GEAR",$399.52 ,,6.10E+11,1,Hayward,
S210T932S,"SYS-SAND FILTER,21IN,1.5HP,2SPD MATRIX PUMP",$399.50 ,,6.10E+11,1,Hayward,wholegood
CC10092S,100 SQ FT XSTREAM SYS W/1HP MATRIX PUMP,$397.03 ,,6.10E+11,1,Hayward,wholegood
HCSBP4-KIT,"BYPASS KIT, 4 IN SALT CELL",$395.96 ,,6.10E+11,1,Hayward,wholegood
SP0535SLED50,"LIGHT-LED COLOR,SPA 120V/50FT CORD SS",$395.51 ,,7.61E+11,1,Hayward,wholegood
S210T93SFT,"21"" SAND FILTER SYS W/VLV/1.5HP MATRIX PUMP&HOSE",$394.42 ,,6.10E+11,1,Hayward,wholegood
TC1300FE,"3"" PVC TRUE UNION BALL CHECK VALVE, FLG W/EPDM",$394.16 ,,6.10E+11,1,Hayward,
S180T932STL,"18"" SAND FILTER SYS W/1.5HP 2 SPD MATRIX PUMP",$392.67 ,,6.10E+11,1,Hayward,wholegood
SP3205EE,1/2 HP TRISTAR FULL RATE,$392.64 ,,6.10E+11,1,Hayward,wholegood
LSCUS11100,UCL SPA COLOR 12V 100FT,$392.41 ,,6.10E+11,1,Hayward,wholegood
LSCUN11050,UCL SPA COLOR NETWORK 12V 50FT,$391.89 ,,6.10E+11,1,Hayward,wholegood
TC1400SE,"4""PVC BALL CHECK SKT EPDM",$389.17 ,,6.10E+11,1,Hayward,
TC1400TE,"4""PVC BALL CHECK THD EPDM",$389.17 ,,6.10E+11,1,Hayward,
SP0535LED50,"LIGHT-LED COLOR,SPA 120V/50FT CORD PLASIC",$388.64 ,,7.61E+11,1,Hayward,wholegood
RV1100T,"1"" PVC RELIEF VLV THD FPM",$387.64 ,,6.10E+11,1,Hayward,
EC301540ESNVTL,40 GPM FILTER SYST W/ECONO BASE/TWST-LOK/NO VLV,$384.00 ,,6.10E+11,1,Hayward,wholegood
SV10075STE220A,"3/4"" PVC SOL VLV SOC & THD EPDM 220VAC ONLY",$383.79 ,,6.10E+11,1,Hayward,
SB1200STE,"2"" SIMPLEX,PVC,EPDM,SOC&THD",$383.69 ,,6.10E+11,1,Hayward,
CC10080STL,100 SQ FT XSTREAM SYS W/1HP LX/TW-LOK,$383.58 ,,6.10E+11,1,Hayward,wholegood
S180T932S,"18"" SAND FILTER SYS W/1.5HP 2 SPD MATRIX PUMP",$383.45 ,,6.10E+11,1,Hayward,wholegood
EAUTB120STV,"2"" ELEC ACT TB VLV PVC W/VITON SEALS",$383.05 ,,6.10E+11,1,Hayward,
SP0535SLED30,"LIGHT-LED COLOR,SPA 120V/30FT CORD SS",$382.79 ,,7.61E+11,1,Hayward,wholegood
SP3205X7,PUMP-3/4 HP TRISTAR MAXRATE,$382.76 ,,6.10E+11,1,Hayward,wholegood
C17502S,175SQ FT STAR-CLEAR PLUS FILTER -2 IN SKT-,$382.63 ,,6.10E+11,1,Hayward,wholegood
S230T93S,"23"" SAND SYSTEM W/1.5HP MATRIX PUMP & HOSES",$381.09 ,,6.10E+11,1,Hayward,wholegood
BYV11025A0EG000,"2 1/2"" BYV BFLY VLV PVC/PVC/EPDM GEAR",$379.72 ,,6.10E+11,1,Hayward,
EAUTB120STE,"2"" ELEC ACT TB VLV PVC W/EPDM SEALS",$379.72 ,,6.10E+11,1,Hayward,
SV20100STV,"1"" CPVC SOL VLV,SOC& THD VITON",$379.50 ,,6.10E+11,1,Hayward,
LSCUN11030,UCL SPA COLOR NETWORK 12V 30FT,$379.24 ,,6.10E+11,1,Hayward,wholegood
WCV2400ES,"4"" CPVC WAFER FULL PATTERN CHK VLV EPDM SS SPRNG",$378.68 ,,6.10E+11,1,Hayward,
TC1400S,"4"" PVC BALL CHECK SKT VITON",$377.96 ,,6.10E+11,1,Hayward,
TC1400T,"4"" PVC BALL CHECK THD VITON",$377.96 ,,6.10E+11,1,Hayward,
C17502,175SQ FT STAR-CLEAR PLUS FILTER -2 IN FIP-,$377.88 ,,6.10E+11,1,Hayward,wholegood
AQ-CO-HOMENET,"MINI-SERVER,HOME NTWK,WIRELESS",$376.93 ,,6.10E+11,1,Hayward,wholegood
CC10080S,100 SQ FT XSTREAM SYS W/1HP LX,376.776,,6.10E+11,1,Hayward,wholegood
SP2307X102,"PUMP-1.0 HP MAXFLO XL, 2 SP",$376.21 ,,6.10E+11,1,Hayward,wholegood
SP0535LED30,"LIGHT-LED COLOR,SPA 120V/30FT CORD PLASIC",$375.73 ,,7.61E+11,1,Hayward,wholegood
SP14342PAKA50,1/2 X 1 BODY W/BULKHEAD -50 BULK PACK-,$375.09 ,,6.10E+11,1,Hayward,
EC301540ESNV,40 GPM FILTER SYST W/ECONO BASE NO VLV,$374.70 ,,6.10E+11,1,Hayward,wholegood
BYV11030A0EG000,"3"" BYV BFLY VLV PVC/PVC/EPDM GEAR",$374.28 ,,6.10E+11,1,Hayward,
DAB1025FEK,"2 1/2"" PVC MAN DIA VLV FLG EPDM",$373.54 ,,6.10E+11,1,Hayward,
EAUTN110STE,"1"" PVC/EPDM TN W/ EAU",$373.53 ,,6.10E+11,1,Hayward,
SP2815X20,MAX-FLO PUMP -2 HP-,$373.13 ,,6.10E+11,1,Hayward,wholegood
SAS-ABG,SALT&SWIM 23K GAL STRT BLADE,$371.84 ,,6.10E+11,1,Hayward,wholegood
SAS-ABG-TL,SALT&SWIM 23K GAL TWIST LOCK,$371.84 ,,6.10E+11,1,Hayward,wholegood
S210T93STL,"21"" SAND FILTER SYS W/VLV/1.5HP MATRIX PUMP&HOSE",$371.20 ,,6.10E+11,1,Hayward,wholegood
S180T93SFT,"18"" SAND FILTER SYS W/VLV/1-1/2HP MATRIX PUMP",$370.42 ,,6.10E+11,1,Hayward,wholegood
LPWUS11100,UCL POOL WHITE 12V 100FT 500W EQUIV,$370.28 ,,6.10E+11,1,Hayward,wholegood
AQL2-TW-RF-PS-8,"REMOTE-WIRELESS, TABLE TOP,  PS-8 ONLY, WHITE",$369.99 ,,7.61E+11,6,Hayward,wholegood
AQL2-TB-RF-PS-8,"REMOTE-WIRELESS,TABLETOP,PS-8 ONLY BLK",$369.99 ,,7.61E+11,6,Hayward,wholegood
SV20100STE,"1"" CPVC SOL VLV,SOC & THD EPDM",$369.01 ,,6.10E+11,1,Hayward,
SP3005X7AZ,PUMP SUPERII 3/4HP W/RISER,$366.05 ,,6.10E+11,1,Hayward,wholegood
S210T93S,"21"" SAND FILTER SYS W/VLV/1.5HP MATRIX PUMP&HOSE",$365.51 ,,6.10E+11,1,Hayward,wholegood
WCV2300VS,"3"" CPVC WAFER FULL PATTERN CHK VLV FPM SS SPRING",$365.31 ,,6.10E+11,1,Hayward,
SP2607EE,"PUMP-SUPER, 3/4 HP, EE",$363.98 ,,6.10E+11,1,Hayward,wholegood
925F *,N-GATOR FIBERGLASS UNITIZED,$363.95 ,,6.10E+11,1,Hayward,wholegood
925ADF,"NAV-FIBERGLASS, UNITIZED",$363.95 ,,6.10E+11,1,Hayward,wholegood
925ADC,NAVIGATOR PRO - CONCRETE,$363.95 ,,6.10E+11,1,Hayward,wholegood
925ADV,NAVIGATOR PRO - VINYL,$363.95 ,,6.10E+11,1,Hayward,wholegood
2025ADC,POOL VAC XL - CONCRETE,$363.95 ,,6.10E+11,1,Hayward,wholegood
2025ADV,POOL VAC XL - VINYL,$363.95 ,,6.10E+11,1,Hayward,wholegood
WCV1600E,"6"" PVC WAFER FULL PATTERN CHK VLV EPDM",$362.90 ,,6.10E+11,1,Hayward,wholegood
S180T92SFT,"18"" SAND FILTER SYS W/VLV/1 HP MATRIX PUMP/HOSES",$362.21 ,,6.10E+11,1,Hayward,wholegood
BYV11020A0EG000,"2"" BYV BFLY VLV PVC/PVC/EPDM GEAR",$361.91 ,,6.10E+11,1,Hayward,
S230T1580X15S,"23"" SAND SYSTEM W/1.5HP PUMP & HOSE KIT",$361.66 ,,6.10E+11,1,Hayward,wholegood
LSCUS11050,UCL SPA COLOR 12V 50FT,$360.64 ,,6.10E+11,1,Hayward,wholegood
HPC-4,"CONTROL-BASE,ECOMMAND,4 RLY,3 VLV OUTPUT",$360.22 ,,7.61E+11,1,Hayward,wholegood
LPLUS11150,UCL POOL WHITE 12V 150FT 300W EQUIV,$360.20 ,,6.10E+11,1,Hayward,wholegood
S210S,21 IN SAND FILTER -SIDE MOUNT-,$359.29 ,,6.10E+11,1,Hayward,wholegood
931ADC,"NAV-CONC, BLK, 933ADC+V130BK HOSES",$358.95 ,,6.10E+11,1,Hayward,wholegood
RV1100TL,"RELIEF VLV 1"" THD VITON,PVC,LOW PRESSURE",$358.22 ,,6.10E+11,1,Hayward,wholegood
SV10075STV,"3/4"" PVC SOL VLV SOC & THD VITON",$358.09 ,,6.10E+11,1,Hayward,
YS20200S,"2"" CPVC Y-STRAINER, SOC.",$358.03 ,,6.10E+11,1,Hayward,
YS20200T,"2"" CPVC Y-STRAINER, THD.",$358.03 ,,6.10E+11,1,Hayward,
SV10100STV,"1"" PVC SOL VLV SOC & THD VITON",$357.11 ,,6.10E+11,1,Hayward,
SP2610X15,1-1/2 HP SUPER PUMP,$357.06 ,,6.10E+11,1,Hayward,wholegood
CC15091STL,XTREAM SYSTEM-150SF W/3/4 PFM W/ TW-LOK CORD,$356.80 ,,6.10E+11,1,Hayward,wholegood
SP1444SCB50 *,SUCTION COVER -PAK B BULK- 76 GPM S.S.,$355.73 ,,6.10E+11,1,Hayward,wholegood
EAUTN107STE,"3/4"" PVC/EPDM TN W/ EAU",$355.27 ,,6.10E+11,1,Hayward,
EAUTB115STV,"1 1/2"" PVC TB FPM W/ELEC ACT",$354.99 ,,6.10E+11,1,Hayward,
LSLUS11150,UCL SPA WHITE 12V 150FT 100W EQUIV,$353.15 ,,6.10E+11,1,Hayward,wholegood
S210T1585STL,"21"" SAND FILTER SYS W/VLV/1.5HP LX PUMP&HOSE/TL",$352.64 ,,6.10E+11,1,Hayward,wholegood
EAUTB115STE,"1 1/2"" PVC TB EPDM W/ELEC ACT",$352.49 ,,6.10E+11,1,Hayward,
SV20075STV,"3/4"" CPVC SOL VLV, SOC & THD VITON",$351.33 ,,6.10E+11,1,Hayward,
CC15091S,XTREAM SYSTEM-150SF W/3/4 PFM,$349.93 ,,6.10E+11,1,Hayward,wholegood
C1502,150SQ FT STAR-CLEAR PLUS FILTER -2 IN FIP-,$349.67 ,,6.10E+11,1,Hayward,wholegood
EAUTN105STE,"1/2"" PVC/EPDM TN W/ EAU",$349.47 ,,6.10E+11,1,Hayward,
SP2315X20,PUMP-2.0 HP MAXFLO XL,$349.25 ,,6.10E+11,1,Hayward,wholegood
ONCOM,"CONTROL-BASE, ONCOMMAND",$348.57 ,,7.61E+11,1,Hayward,wholegood
